trade_id,date,description,n_teams,team_ids,team_names,n_players,has_cash,has_ptbnl
861291,2025-08-03,Miami Marlins traded LHP John Rooney to Houston Astros for cash.,2,"[117, 146]","{""146"": ""Miami Marlins"", ""117"": ""Houston Astros""}",1,True,False
861515,2025-08-04,Miami Marlins traded RHP Austin Roberts to Milwaukee Brewers for cash.,2,"[146, 158]","{""146"": ""Miami Marlins"", ""158"": ""Milwaukee Brewers""}",1,True,False
863421,2025-08-07,Houston Astros traded SS Jesús Bastidas to Atlanta Braves.,2,"[117, 144]","{""117"": ""Houston Astros"", ""144"": ""Atlanta Braves""}",1,False,False
867170,2025-08-31,New York Mets traded C Ali Sánchez to Boston Red Sox.,2,"[111, 121]","{""121"": ""New York Mets"", ""111"": ""Boston Red Sox""}",1,False,False
869909,2025-09-17,New York Yankees traded OF Marshall Toole to Tampa Bay Rays.,2,"[139, 147]","{""147"": ""New York Yankees"", ""139"": ""Tampa Bay Rays""}",1,False,False
874514,2025-11-03,Cincinnati Reds traded RF Ryan Vilade to Tampa Bay Rays for cash.,2,"[113, 139]","{""113"": ""Cincinnati Reds"", ""139"": ""Tampa Bay Rays""}",1,True,False
874570,2025-11-04,Tampa Bay Rays traded RHP Joey Gerber to New York Mets for cash.,2,"[121, 139]","{""121"": ""New York Mets"", ""139"": ""Tampa Bay Rays""}",1,True,False
874571,2025-11-04,Chicago Cubs traded RHP Andrew Kittredge to Baltimore Orioles for cash.,2,"[110, 112]","{""110"": ""Baltimore Orioles"", ""112"": ""Chicago Cubs""}",1,True,False
874627,2025-11-05,Tampa Bay Rays traded RHP Cole Wilcox to Seattle Mariners for cash.,2,"[136, 139]","{""139"": ""Tampa Bay Rays"", ""136"": ""Seattle Mariners""}",1,True,False
876595,2025-11-10,Tampa Bay Rays traded CF Kameron Misner to Kansas City Royals for Player To Be Named Later.,2,"[118, 139]","{""118"": ""Kansas City Royals"", ""139"": ""Tampa Bay Rays""}",1,False,True
876632,2025-11-11,San Francisco Giants traded RHP Mason Black to Kansas City Royals for RHP Logan Martin.,2,"[118, 137]","{""137"": ""San Francisco Giants"", ""118"": ""Kansas City Royals""}",2,False,False
877083,2025-11-16,Los Angeles Dodgers traded LHP Robinson Ortiz to Seattle Mariners for RHP Tyler Gough.,2,"[119, 136]","{""119"": ""Los Angeles Dodgers"", ""136"": ""Seattle Mariners""}",2,False,False
877145,2025-11-18,Tampa Bay Rays traded 3B Tristan Gray to Boston Red Sox for RHP Luis Guerrero.,2,"[111, 139]","{""139"": ""Tampa Bay Rays"", ""111"": ""Boston Red Sox""}",2,False,False
877259,2025-11-18,Boston Red Sox traded RHP Alex Hoppe to Seattle Mariners for C Luke Heyman.,2,"[111, 136]","{""111"": ""Boston Red Sox"", ""136"": ""Seattle Mariners""}",2,False,False
877265,2025-11-18,Boston Red Sox traded LHP Chris Murphy to Chicago White Sox for C Ronny Hernandez.,2,"[111, 145]","{""145"": ""Chicago White Sox"", ""111"": ""Boston Red Sox""}",2,False,False
877271,2025-11-18,Boston Red Sox traded LHP Brennan Bernardino to Colorado Rockies for CF Braiden Ward.,2,"[111, 115]","{""115"": ""Colorado Rockies"", ""111"": ""Boston Red Sox""}",2,False,False
877330,2025-11-18,Chicago White Sox traded RHP Steven Wilson and RHP Yoendrys Gómez to Tampa Bay Rays for CF Everson Pereira and 2B Tanner Murray.,2,"[139, 145]","{""139"": ""Tampa Bay Rays"", ""145"": ""Chicago White Sox""}",4,False,False
877248,2025-11-18,Tampa Bay Rays traded RHP Eric Orze to Minnesota Twins for RHP Jacob Kisting.,2,"[139, 142]","{""139"": ""Tampa Bay Rays"", ""142"": ""Minnesota Twins""}",2,False,False
877413,2025-11-19,Houston Astros traded 2B Mauricio Dubón to Atlanta Braves for SS Nick Allen.,2,"[117, 144]","{""117"": ""Houston Astros"", ""144"": ""Atlanta Braves""}",2,False,False
877331,2025-11-19,Los Angeles Angels traded LF Taylor Ward to Baltimore Orioles for RHP Grayson Rodriguez.,2,"[108, 110]","{""108"": ""Los Angeles Angels"", ""110"": ""Baltimore Orioles""}",2,False,False
877377,2025-11-19,Colorado Rockies traded LHP Ryan Rolison to Atlanta Braves for cash.,2,"[115, 144]","{""144"": ""Atlanta Braves"", ""115"": ""Colorado Rockies""}",1,True,False
877474,2025-11-21,Miami Marlins traded LF Joey Wiemer to San Francisco Giants for cash.,2,"[137, 146]","{""137"": ""San Francisco Giants"", ""146"": ""Miami Marlins""}",1,True,False
877460,2025-11-21,Minnesota Twins traded 2B Payton Eeles to Baltimore Orioles for C Alex Jackson.,2,"[110, 142]","{""110"": ""Baltimore Orioles"", ""142"": ""Minnesota Twins""}",2,False,False
877644,2025-11-24,New York Mets traded LF Brandon Nimmo and cash to Texas Rangers for 2B Marcus Semien.,2,"[121, 140]","{""121"": ""New York Mets"", ""140"": ""Texas Rangers""}",2,True,False
877704,2025-11-25,"St. Louis Cardinals traded RHP Sonny Gray and cash to Boston Red Sox for RHP Richard Fitts, LHP Brandon Clarke and Player To Be Named Later.",2,"[111, 138]","{""138"": ""St. Louis Cardinals"", ""111"": ""Boston Red Sox""}",3,True,True
878203,2025-12-04,Chicago Cubs traded RHP Nico Zeglin to Houston Astros for cash.,2,"[112, 117]","{""112"": ""Chicago Cubs"", ""117"": ""Houston Astros""}",1,True,False
878210,2025-12-04,"Pittsburgh Pirates traded RHP Johan Oviedo, LHP Tyler Samaniego and C Adonys Guzman to Boston Red Sox for CF Jhostynxon Garcia and RHP Jesus Travieso.",2,"[111, 134]","{""111"": ""Boston Red Sox"", ""134"": ""Pittsburgh Pirates""}",5,False,False
878291,2025-12-06,Washington Nationals traded LHP Jose A. Ferrer to Seattle Mariners for C Harry Ford and RHP Isaac Lyon.,2,"[120, 136]","{""120"": ""Washington Nationals"", ""136"": ""Seattle Mariners""}",3,False,False
878379,2025-12-09,Boston Red Sox traded 2B Vaughn Grissom to Los Angeles Angels for OF Isaiah Jackson.,2,"[108, 111]","{""108"": ""Los Angeles Angels"", ""111"": ""Boston Red Sox""}",2,False,False
878599,2025-12-10,Pittsburgh Pirates traded RHP Carter Baumler to Texas Rangers for RHP Jaiker Garcia and cash.,2,"[134, 140]","{""134"": ""Pittsburgh Pirates"", ""140"": ""Texas Rangers""}",2,True,False
878628,2025-12-10,Athletics traded RHP Ryan Watson to Boston Red Sox for 2B Justin Riemer and cash.,2,"[111, 133]","{""133"": ""Athletics"", ""111"": ""Boston Red Sox""}",2,True,False
878605,2025-12-10,Minnesota Twins traded C Daniel Susac to San Francisco Giants for C Miguel Caraballo and cash.,2,"[137, 142]","{""142"": ""Minnesota Twins"", ""137"": ""San Francisco Giants""}",2,True,False
878606,2025-12-10,Tampa Bay Rays traded RHP Yoniel Curet to Philadelphia Phillies for RHP Tommy McCollum.,2,"[139, 143]","{""143"": ""Philadelphia Phillies"", ""139"": ""Tampa Bay Rays""}",2,False,False
878717,2025-12-12,Detroit Tigers traded RHP Chase Lee to Toronto Blue Jays for LHP Johan Simon.,2,"[116, 141]","{""141"": ""Toronto Blue Jays"", ""116"": ""Detroit Tigers""}",2,False,False
878826,2025-12-14,Milwaukee Brewers traded LF Isaac Collins and RHP Nick Mears to Kansas City Royals for LHP Angel Zerpa.,2,"[118, 158]","{""158"": ""Milwaukee Brewers"", ""118"": ""Kansas City Royals""}",3,False,False
878919,2025-12-15,Boston Red Sox traded RHP Luis Perales to Washington Nationals for LHP Jake Bennett.,2,"[111, 120]","{""111"": ""Boston Red Sox"", ""120"": ""Washington Nationals""}",2,False,False
879038,2025-12-17,Toronto Blue Jays traded LHP Justin Bruihl to Cleveland Guardians for cash.,2,"[114, 141]","{""114"": ""Cleveland Guardians"", ""141"": ""Toronto Blue Jays""}",1,True,False
879173,2025-12-18,Tampa Bay Rays traded LF Tristan Peters to Chicago White Sox for cash.,2,"[139, 145]","{""139"": ""Tampa Bay Rays"", ""145"": ""Chicago White Sox""}",1,True,False
879322,2025-12-19,"Tampa Bay Rays traded 2B Brandon Lowe, LF Jake Mangum and LHP Mason Montgomery to Pittsburgh Pirates.",2,"[134, 139]","{""139"": ""Tampa Bay Rays"", ""134"": ""Pittsburgh Pirates""}",3,False,False
879306,2025-12-19,Arizona Diamondbacks traded LHP Kyle Backhus to Philadelphia Phillies for CF Avery Owusu-Asiedu.,2,"[109, 143]","{""143"": ""Philadelphia Phillies"", ""109"": ""Arizona Diamondbacks""}",2,False,False
879321,2025-12-19,Houston Astros traded LF Jacob Melton and RHP Anderson Brito to Tampa Bay Rays.,2,"[117, 139]","{""117"": ""Houston Astros"", ""139"": ""Tampa Bay Rays""}",2,False,False
879302,2025-12-19,Philadelphia Phillies traded LHP Matt Strahm to Kansas City Royals for RHP Jonathan Bowlan.,2,"[118, 143]","{""118"": ""Kansas City Royals"", ""143"": ""Philadelphia Phillies""}",2,False,False
879312,2025-12-19,"Tampa Bay Rays traded RHP Shane Baz to Baltimore Orioles for C Caden Bodine, OF Slater de Brun, RHP Michael Forret, OF Austin Overn and Draft Pick. 2026 Competitive Balance Round A pick (No. 33).",2,"[110, 139]","{""110"": ""Baltimore Orioles"", ""139"": ""Tampa Bay Rays""}",5,False,False
879323,2025-12-19,Pittsburgh Pirates traded RHP Mike Burrows to Houston Astros.,2,"[117, 134]","{""134"": ""Pittsburgh Pirates"", ""117"": ""Houston Astros""}",1,False,False
879478,2025-12-22,"Boston Red Sox traded RHP Hunter Dobbins, RHP Yhoiker Fajardo and RHP Blake Aita to St. Louis Cardinals for 1B Willson Contreras.",2,"[111, 138]","{""111"": ""Boston Red Sox"", ""138"": ""St. Louis Cardinals""}",4,False,False
879490,2025-12-22,New York Mets traded 2B Jeff McNeil and cash to Athletics for RHP Yordan Rodriguez.,2,"[121, 133]","{""133"": ""Athletics"", ""121"": ""New York Mets""}",2,True,False
879767,2025-12-27,Cincinnati Reds traded CF Ethan O'Donnell to Miami Marlins for CF Dane Myers.,2,"[113, 146]","{""113"": ""Cincinnati Reds"", ""146"": ""Miami Marlins""}",2,False,False
879865,2025-12-30,Los Angeles Dodgers traded LF Esteury Ruiz to Miami Marlins for RHP Adriano Marrero.,2,"[119, 146]","{""119"": ""Los Angeles Dodgers"", ""146"": ""Miami Marlins""}",2,False,False
880038,2026-01-02,Miami Marlins traded 1B Eric Wagaman to Minnesota Twins for LHP Kade Bragg.,2,"[142, 146]","{""142"": ""Minnesota Twins"", ""146"": ""Miami Marlins""}",2,False,False
880175,2026-01-06,Cleveland Guardians traded LHP Justin Bruihl to St. Louis Cardinals for cash.,2,"[114, 138]","{""138"": ""St. Louis Cardinals"", ""114"": ""Cleveland Guardians""}",1,True,False
880169,2026-01-06,Detroit Tigers traded RF Justyn-Henry Malloy to Tampa Bay Rays for cash.,2,"[116, 139]","{""139"": ""Tampa Bay Rays"", ""116"": ""Detroit Tigers""}",1,True,False
880322,2026-01-07,"Miami Marlins traded RHP Edward Cabrera to Chicago Cubs for RF Owen Caissie, SS Cristian Hernandez and IF Edgardo De Leon.",2,"[112, 146]","{""112"": ""Chicago Cubs"", ""146"": ""Miami Marlins""}",4,False,False
880595,2026-01-10,Arizona Diamondbacks traded CF Jake McCarthy to Colorado Rockies for RHP Josh Grosz.,2,"[109, 115]","{""115"": ""Colorado Rockies"", ""109"": ""Arizona Diamondbacks""}",2,False,False
880703,2026-01-12,Atlanta Braves traded LHP Ken Waldichuk and 2B Brett Wisely to Tampa Bay Rays for cash.,2,"[139, 144]","{""144"": ""Atlanta Braves"", ""139"": ""Tampa Bay Rays""}",2,True,False
880834,2026-01-13,Pittsburgh Pirates traded RHP Chase Shugart to Philadelphia Phillies for IF Francisco Loreto.,2,"[134, 143]","{""143"": ""Philadelphia Phillies"", ""134"": ""Pittsburgh Pirates""}",2,False,False
880957,2026-01-13,"Miami Marlins traded LHP Ryan Weathers to New York Yankees for CF Brendan Jones, OF Dillon Lewis, 1B Dylan Jasso and SS Juan Matheus.",2,"[146, 147]","{""146"": ""Miami Marlins"", ""147"": ""New York Yankees""}",5,False,False
880743,2026-01-13,St. Louis Cardinals traded 3B Nolan Arenado and cash to Arizona Diamondbacks for RHP Jack Martinez.,2,"[109, 138]","{""109"": ""Arizona Diamondbacks"", ""138"": ""St. Louis Cardinals""}",2,True,False
881279,2026-01-15,Cincinnati Reds traded RHP Yosver Zulueta to Seattle Mariners for RHP Dusty Revis.,2,"[113, 136]","{""136"": ""Seattle Mariners"", ""113"": ""Cincinnati Reds""}",2,False,False
881144,2026-01-15,New York Mets traded LHP Franklin Gomez to Cleveland Guardians for Future Considerations. International Bonus Pool Money.,2,"[114, 121]","{""114"": ""Cleveland Guardians"", ""121"": ""New York Mets""}",1,False,False
881413,2026-01-16,Tampa Bay Rays traded RF Josh Lowe to Los Angeles Angels for RHP Chris Clark and LF Gavin Lux.,3,"[108, 113, 139]","{""108"": ""Los Angeles Angels"", ""139"": ""Tampa Bay Rays"", ""113"": ""Cincinnati Reds""}",4,False,False
882279,2026-01-20,Chicago White Sox traded CF Luis Robert Jr. to New York Mets for 2B Luisangel Acuña and RHP Truman Pauley.,2,"[121, 145]","{""145"": ""Chicago White Sox"", ""121"": ""New York Mets""}",3,False,False
882071,2026-01-20,Colorado Rockies traded RHP Bradley Blalock to Miami Marlins for RHP Jake Brooks.,2,"[115, 146]","{""115"": ""Colorado Rockies"", ""146"": ""Miami Marlins""}",2,False,False
882330,2026-01-21,Milwaukee Brewers traded RHP Freddy Peralta and RHP Tobias Myers to New York Mets for RHP Brandon Sproat and SS Jett Williams.,2,"[121, 158]","{""158"": ""Milwaukee Brewers"", ""121"": ""New York Mets""}",4,False,False
882281,2026-01-21,Minnesota Twins traded C Nate Baez to Boston Red Sox for 3B Tristan Gray.,2,"[111, 142]","{""111"": ""Boston Red Sox"", ""142"": ""Minnesota Twins""}",2,False,False
882371,2026-01-22,"Washington Nationals traded LHP MacKenzie Gore to Texas Rangers for 3B Gavin Fien, 1B Abimelec Ortiz, SS Devin Fitz-Gerald, RHP Alejandro Rosario and CF Yeremy Cabrera.",2,"[120, 140]","{""140"": ""Texas Rangers"", ""120"": ""Washington Nationals""}",6,False,False
882365,2026-01-22,San Francisco Giants traded C Carlos Martinez to Miami Marlins for cash.,2,"[137, 146]","{""146"": ""Miami Marlins"", ""137"": ""San Francisco Giants""}",1,True,False
882424,2026-01-22,Minnesota Twins traded 3B Vidal Bruján to New York Mets for cash.,2,"[121, 142]","{""142"": ""Minnesota Twins"", ""121"": ""New York Mets""}",1,True,False
882780,2026-01-23,New York Mets traded RHP Cooper Criswell to Seattle Mariners for cash.,2,"[121, 136]","{""121"": ""New York Mets"", ""136"": ""Seattle Mariners""}",1,True,False
883042,2026-01-27,Minnesota Twins traded C Jhonny Pereda to Seattle Mariners for cash.,2,"[136, 142]","{""142"": ""Minnesota Twins"", ""136"": ""Seattle Mariners""}",1,True,False
883067,2026-01-28,Minnesota Twins traded 2B Edouard Julien and RHP Pierson Ohl to Colorado Rockies for RHP Jace Kaminska and cash.,2,"[115, 142]","{""142"": ""Minnesota Twins"", ""115"": ""Colorado Rockies""}",3,True,False
883065,2026-01-28,Colorado Rockies traded RHP Angel Chivilli to New York Yankees for 1B T.J. Rumfield.,2,"[115, 147]","{""115"": ""Colorado Rockies"", ""147"": ""New York Yankees""}",2,False,False
883172,2026-01-29,New York Yankees traded LHP Jayvien Sandridge to Los Angeles Angels for cash.,2,"[108, 147]","{""108"": ""Los Angeles Angels"", ""147"": ""New York Yankees""}",1,True,False
883228,2026-01-30,San Francisco Giants traded RHP Kai-Wei Teng to Houston Astros for C Jancel Villarroel and Future Considerations.,2,"[117, 137]","{""117"": ""Houston Astros"", ""137"": ""San Francisco Giants""}",2,False,False
883694,2026-02-01,Chicago White Sox traded 3B Bryan Ramos to Baltimore Orioles for cash.,2,"[110, 145]","{""145"": ""Chicago White Sox"", ""110"": ""Baltimore Orioles""}",1,True,False
883659,2026-02-01,"Boston Red Sox traded RHP David Sandlin, RHP Jordan Hicks, Player To Be Named Later, Player To Be Named Later and cash to Chicago White Sox for RHP Gage Ziehl and Player To Be Named Later.",2,"[111, 145]","{""111"": ""Boston Red Sox"", ""145"": ""Chicago White Sox""}",3,True,True
883712,2026-02-02,"St. Louis Cardinals traded 2B Brendan Donovan to Seattle Mariners for CF Colton Ledbetter, SHP Jurrangelo Cijntje, OF Tai Peete, Draft Pick and Draft Pick.",3,"[136, 138, 139]","{""139"": ""Tampa Bay Rays"", ""138"": ""St. Louis Cardinals"", ""136"": ""Seattle Mariners""}",5,False,False
884480,2026-02-05,"Arizona Diamondbacks traded SS Blaze Alexander to Baltimore Orioles for RHP Kade Strowd, RHP Wellington Aracena and 2B José Mejía.",2,"[109, 110]","{""110"": ""Baltimore Orioles"", ""109"": ""Arizona Diamondbacks""}",4,False,False
885246,2026-02-06,Miami Marlins traded CF Victor Mesa Jr. to Tampa Bay Rays for IF Angel Brachi.,2,"[139, 146]","{""146"": ""Miami Marlins"", ""139"": ""Tampa Bay Rays""}",2,False,False
885619,2026-02-09,Athletics traded 3B Max Schuemann to New York Yankees for RHP Luis Burgos.,2,"[133, 147]","{""133"": ""Athletics"", ""147"": ""New York Yankees""}",2,False,False
885496,2026-02-09,"Boston Red Sox traded LHP Kyle Harrison, LHP Shane Drohan and 2B David Hamilton to Milwaukee Brewers for 3B Caleb Durbin, SS Andruw Monasterio, 2B Anthony Seigler and Future Considerations.",2,"[111, 158]","{""111"": ""Boston Red Sox"", ""158"": ""Milwaukee Brewers""}",6,False,False
885865,2026-02-10,Washington Nationals traded RHP George Soriano to St. Louis Cardinals for RHP Andre Granillo.,2,"[120, 138]","{""138"": ""St. Louis Cardinals"", ""120"": ""Washington Nationals""}",2,False,False
886154,2026-02-10,Tampa Bay Rays traded 2B Brett Wisely to Atlanta Braves for cash.,2,"[139, 144]","{""144"": ""Atlanta Braves"", ""139"": ""Tampa Bay Rays""}",1,True,False
885942,2026-02-10,Chicago White Sox traded LHP Bryan Hudson to New York Mets for cash.,2,"[121, 145]","{""145"": ""Chicago White Sox"", ""121"": ""New York Mets""}",1,True,False
886394,2026-02-12,Athletics traded RHP Mitch Spence to Kansas City Royals for RHP A.J. Causey.,2,"[118, 133]","{""133"": ""Athletics"", ""118"": ""Kansas City Royals""}",2,False,False
886400,2026-02-12,Los Angeles Dodgers traded LHP Anthony Banda to Minnesota Twins for Future Considerations. International Bonus Pool Money.,2,"[119, 142]","{""119"": ""Los Angeles Dodgers"", ""142"": ""Minnesota Twins""}",1,False,False
886476,2026-02-13,Toronto Blue Jays traded LF Joey Loperfido to Houston Astros for RF Jesús Sánchez.,2,"[117, 141]","{""141"": ""Toronto Blue Jays"", ""117"": ""Houston Astros""}",2,False,False
886538,2026-02-14,Minnesota Twins traded RHP Jackson Kowar to Baltimore Orioles for cash.,2,"[110, 142]","{""110"": ""Baltimore Orioles"", ""142"": ""Minnesota Twins""}",1,True,False
886615,2026-02-16,Miami Marlins traded LHP Josh Simpson to Seattle Mariners for cash.,2,"[136, 146]","{""146"": ""Miami Marlins"", ""136"": ""Seattle Mariners""}",1,True,False
889320,2026-03-04,Cincinnati Reds traded LF Tyler Callihan to Pittsburgh Pirates for RHP Kyle Nicolas.,2,"[113, 134]","{""134"": ""Pittsburgh Pirates"", ""113"": ""Cincinnati Reds""}",2,False,False
891715,2026-03-13,Kansas City Royals traded RHP Matthew Hoskins to Tampa Bay Rays.,2,"[118, 139]","{""118"": ""Kansas City Royals"", ""139"": ""Tampa Bay Rays""}",1,False,False
