Player Name,Team,Status,Position,Age,WAR,Base_Value,Contract_Value,Surplus_Value,IDfg,BB%_bat,K%_bat,AVG,OBP,SLG,wOBA,wRC+,EV,Off,BsR,Def,FIP,SIERA,K%_pit,BB%_pit,GB%,FB%,Stuff+,Location+,Pitching+,FBv
Corbin Carroll,ari,Club,OF,30.0,4.607594900505095,50708860.46,28000000.0,22708860.46,25878.0,0.096989766,0.13442148,0.295642,0.36937723,0.51036006,0.37457368,143.48965,92.58128,33.586517886417674,-1.3977848592912778,-5.935521125793457,,,,,,,,,,
Geraldo Perdomo,ari,FA,SS,31.0,3.637382281854885,38891402.77,,,22799.0,0.068709224,0.1507719,0.26872507,0.32596472,0.41713923,0.32209632,105.07345,88.43296,6.707870198459163,-1.9139786847517823,11.951236724853516,,,,,,,,,,
Gabriel Moreno,ari,FA,C,31.0,3.603862152065517,38509679.85,,,22664.0,0.073171675,0.1223178,0.27822912,0.33954713,0.44047338,0.3375265,115.14389,89.21057,14.611134261619757,-2.468203035823535,4.273699740828857,,,,,,,,,,
Ketel Marte,ari,FA,2B,37.0,1.6997356699817157,17205662.96,,,13613.0,0.06631425,0.2256789,0.24146385,0.3008731,0.38854954,0.30161053,89.96048,89.71593,-3.784850783464384,-4.679403168847784,6.220445394515991,,,,,,,,,,
Alek Thomas,ari,FA,CF,31.0,1.6398901339541982,16599873.4,,,23792.0,0.05462298,0.18030797,0.25808227,0.30691674,0.395478,0.30584255,93.78919,88.5898,-1.6172312003810214,-2.991047812392935,1.7779842019081116,,,,,,,,,,
Joe Mantiply,ari,FA,RP,40.0,0.8,8098041.72,,,14857.0,,,,,,,,,,,,4.046149,3.998479,0.16769907,0.052375097,0.5143974,0.28099117,104.94155,102.74837,102.90416,89.949036
Ryan Thompson,ari,FA,RP,39.0,0.7,7085786.5,,,16647.0,,,,,,,,,,,,4.112732,4.0369163,0.18069807,0.0747389,0.5581519,0.24943264,104.86152,100.75693,100.94682,90.58065
Justin Martinez,ari,FA,RP,29.0,0.7,7085786.5,,,24453.0,,,,,,,,,,,,4.142849,3.8801885,0.25428045,0.110304005,0.48467886,0.3061788,110.677025,96.642265,100.95106,95.27552
Kevin Ginkel,ari,FA,RP,37.0,0.6,6073531.29,,,19876.0,,,,,,,,,,,,4.152455,4.091313,0.17029569,0.057802163,0.49428907,0.298432,102.43217,102.560005,102.14686,91.115524
Kyle Nelson,ari,FA,RP,34.0,0.5,5061276.07,,,20515.0,,,,,,,,,,,,4.351544,3.99025,0.20110632,0.055374764,0.37912732,0.3987913,103.04692,103.679085,103.440125,93.10349
