Player Name,Team,Status,WAR,Base_Value,Contract_Value,Surplus_Value,IDfg,Age_bat,BB%_bat,K%_bat,AVG,OBP,SLG,wOBA,wRC+,EV,Off,BsR,Def,Age_pit,FIP,SIERA,K%_pit,BB%_pit,GB%,FB%,Stuff+,Location+,Pitching+,FBv
Corbin Carroll,ari,,4.795427152979077,48067347.61,28625000.0,19442347.61,25878.0,28.0,0.09496041,0.13771935,0.29209942,0.36383182,0.5018291,0.3674718,139.37479,92.00972,29.948977982125637,-0.0948367435194086,-1.760173263028264,,,,,,,,,,,
Justin Martinez,ari,ARB3,1.2,8751645.0,4862025.0,3889620.0,24453.0,,,,,,,,,,,,,27.0,3.6775923,3.5540028,0.28679848,0.112635285,0.4820457,0.31115067,115.22911,97.13249,102.22107,96.837654
Bryce Jarvis,ari,ARB3,0.4,2917215.0,4862025.0,-1944810.0,27477.0,,,,,,,,,,,,,31.0,4.4453006,3.956839,0.21997972,0.0758037,0.38393667,0.3984329,105.20687,101.856,102.53134,94.506546
Brandon Pfaadt,ari,ARB3,0.4,2917215.0,4862025.0,-1944810.0,27782.0,,,,,,,,,,,,,30.0,4.765209,4.6631885,0.18711747,0.07258305,0.39390773,0.40685067,86.6249,100.75129,96.80391,91.89103
Tommy Henry,ari,ARB3,-0.3,0.0,4862025.0,-4862025.0,26285.0,,,,,,,,,,,,,31.0,5.1131506,5.183852,0.16910292,0.07818946,0.36229944,0.43182778,83.61965,101.53749,96.24951,89.76268
Anthony Maldonado,ath,ARB2,0.3,2187911.25,3038765.63,-850854.38,26034.0,,,,,,,,,,,,,31.0,4.5391946,4.177253,0.21078028,0.09437614,0.45327178,0.33926278,100.625404,98.07961,99.324356,92.672806
Michel Otanez,ath,ARB2,0.2,1458607.5,3038765.63,-1580158.13,22533.0,,,,,,,,,,,,,31.0,4.6893806,4.165798,0.26773757,0.1249516,0.3763554,0.4277279,112.93209,95.60847,100.25775,95.028656
Spencer Schwellenbach,atl,ARB2,3.5,30995409.38,10228485.09,20766924.28,31846.0,,,,,,,,,,,,,29.0,3.6101096,3.6509318,0.24886225,0.062159028,0.42625123,0.37163362,101.877174,103.439804,103.43266,96.00164
Michael Harris II,atl,,2.369611124790687,18629456.69,10000000.0,8629456.69,25931.0,28.0,0.053687282,0.17276193,0.27242392,0.31793588,0.44817308,0.32906002,110.46495,90.55339,10.274643397912747,-2.254748407867737,-3.698924090713263,,,,,,,,,,,
Austin Riley,atl,,1.6810620882455765,12260048.85,22000000.0,-9739951.15,18360.0,32.0,0.08685798,0.23215581,0.25913954,0.3302564,0.45985723,0.33838406,119.49331,92.91114,15.05037324603011,-4.107627133489586,-13.36955577135086,,,,,,,,,,,
Daysbel Hernández,atl,ARB2,0.3,2187911.25,3038765.63,-850854.38,20271.0,,,,,,,,,,,,,32.0,4.5390773,4.1157665,0.22613806,0.10236549,0.45215708,0.3436214,106.99424,97.61232,100.226364,94.11019
Sean Murphy,atl,Club,-0.0015966727865644,0.0,15000000.0,-15000000.0,19352.0,34.0,0.077742256,0.29299715,0.20620494,0.28141862,0.35873255,0.28529432,76.314224,89.65566,-12.141931527998388,-5.153536124853417,-1.621397864073515,,,,,,,,,,,
Bryce Elder,atl,ARB3,-0.1,0.0,4862025.0,-4862025.0,27779.0,,,,,,,,,,,,,30.0,5.0094347,5.093765,0.1650144,0.07126837,0.40020633,0.3896595,83.24385,101.186386,95.981346,90.5504
Matt Olson,atl,,-0.4636779219259136,0.0,22000000.0,-22000000.0,14344.0,35.0,0.07947459,0.265025,0.22430012,0.2965899,0.3799027,0.29597107,85.499596,89.87534,-6.6733565621259725,-5.092929003294557,-11.678976193070412,,,,,,,,,,,
Grayson Rodriguez,bal,ARB2,3.9,35371231.88,11672506.52,23698725.36,24492.0,,,,,,,,,,,,,29.0,3.4994502,3.618573,0.28268024,0.09367714,0.43200105,0.36354238,105.97281,98.96345,101.64287,96.22499
Colin Selby,bal,ARB2,0.7,5105126.25,3038765.63,2066360.63,24986.0,,,,,,,,,,,,,31.0,4.0698304,3.9331827,0.2524658,0.11239434,0.49368098,0.30233598,109.86884,96.66185,100.601776,95.39959
Cade Povich,bal,ARB2,0.0,0.0,3038765.63,-3038765.63,30055.0,,,,,,,,,,,,,29.0,4.9456244,4.989977,0.18275315,0.07985809,0.3623069,0.4328812,84.12383,101.23326,96.35136,90.117386
René Pinto,bal,ARB3,-1.749340930820462,0.0,4862025.0,-4862025.0,19859.0,32.0,0.0485029,0.29813823,0.20002261,0.25189632,0.3233051,0.25660822,57.20183,88.45774,-26.83481519396712,-5.716111999936402,-3.493832051753998,,,,,,,,,,,
Rafael Devers,bos,,3.571628019457978,31778988.12,32818181.0,-1039192.88,17350.0,32.0,0.11007656,0.18273471,0.28729,0.37256315,0.5159471,0.37850097,147.71451,94.66028,35.59805689206937,-3.6532077903393656,-15.844112634658812,,,,,,,,,,,
Brayan Bello,bos,,1.6,11668860.0,19166668.0,-7497808.0,23920.0,,,,,,,,,,,,,30.0,4.207402,4.4477506,0.19861098,0.0765214,0.46022087,0.31465435,88.38443,100.257256,96.57263,93.00834
Vaughn Grissom,bos,ARB3,1.5019523144700824,10953794.55,5476897.28,5476897.28,26031.0,28.0,0.059704006,0.1701737,0.2623758,0.3138295,0.39924327,0.3103577,96.76377,88.12591,0.6954021221253945,-1.4025427339947782,-3.474944829940796,,,,,,,,,,,
Luis Guerrero,bos,ARB2,0.9,6563733.75,3038765.63,3524968.13,31184.0,,,,,,,,,,,,,28.0,3.8968444,3.5345151,0.23802467,0.071701825,0.41950285,0.37678352,112.40143,102.26964,104.71285,94.75944
Justin Slaten,bos,ARB3,0.7,5105126.25,4862025.0,243101.25,25648.0,,,,,,,,,,,,,31.0,4.0497494,4.0407915,0.1825014,0.088010944,0.5796946,0.21521717,103.409164,98.625824,99.57209,93.33688
Chase Shugart,bos,ARB2,0.4,2917215.0,3038765.63,-121550.62,21544.0,,,,,,,,,,,,,32.0,4.4756136,4.156269,0.19808693,0.07857223,0.43803167,0.3516631,99.38411,100.07874,100.2173,92.05133
Greg Weissert,bos,ARB3,0.2,1458607.5,4862025.0,-3403417.5,20375.0,,,,,,,,,,,,,34.0,4.7002335,4.1846995,0.20491534,0.07474106,0.3807116,0.4036048,100.24706,101.260735,101.25103,93.078384
Cam Booser,bos,ARB2,0.1,729303.75,3038765.63,-2309461.88,16061.0,,,,,,,,,,,,,37.0,4.7702017,4.263104,0.20329759,0.07926659,0.39328167,0.3936901,101.828674,100.38736,101.15625,93.20582
Richard Fitts,bos,ARB2,0.0,0.0,3038765.63,-3038765.63,30160.0,,,,,,,,,,,,,29.0,4.9271913,5.007009,0.1802777,0.07837199,0.366594,0.42893246,84.18188,101.60247,96.59326,90.40164
Daniel Palencia,chc,ARB2,1.0,7293037.5,3038765.63,4254271.88,27914.0,,,,,,,,,,,,,29.0,3.8505685,3.6240337,0.28276807,0.110417336,0.44896147,0.35290375,119.19412,97.441216,103.15647,97.08177
Luke Little,chc,ARB3,0.9,6563733.75,4862025.0,1701708.75,28036.0,,,,,,,,,,,,,28.0,3.9045594,3.6927323,0.28984207,0.117508285,0.45143586,0.34290114,114.320526,96.42563,101.529144,96.42786
Porter Hodge,chc,ARB2,0.7,5105126.25,3038765.63,2066360.63,26413.0,,,,,,,,,,,,,28.0,4.115861,3.7977586,0.28588504,0.117368534,0.4049405,0.3948905,116.09635,96.69981,101.6332,96.18877
Jack Neely,chc,ARB2,0.6,4375822.5,3038765.63,1337056.88,30106.0,,,,,,,,,,,,,29.0,4.179602,3.9186044,0.24317402,0.10826322,0.49525464,0.29654592,110.16899,96.601616,100.75358,95.02888
Jordan Wicks,chc,ARB2,0.4,2917215.0,3038765.63,-121550.62,30094.0,,,,,,,,,,,,,29.0,4.7635994,4.8609114,0.18403998,0.075651,0.38518414,0.40922296,84.64417,101.47535,96.71545,91.188896
Tyson Miller,chc,ARB3,0.2,1458607.5,4862025.0,-3403417.5,19976.0,,,,,,,,,,,,,33.0,4.6751256,4.1430283,0.20704465,0.07028199,0.3603245,0.4212824,101.195244,101.31522,101.77407,92.59316
Miles Mastrobuoni,chc,ARB3,-0.571978751214308,0.0,4862025.0,-4862025.0,20017.0,33.0,0.069441505,0.21244037,0.23387563,0.29177582,0.32730648,0.27928042,74.52973,85.77541,-15.222221793198004,0.4044471262295701,-9.688835218548776,,,,,,,,,,,
Dansby Swanson,chc,"$26,000,000",-1.367125171508235,0.0,25285714.0,-25285714.0,18314.0,35.0,0.06215785,0.32984442,0.18417653,0.25046894,0.3097527,0.2550462,54.150406,88.63428,-27.634878891270333,-5.403587375767529,0.7394214626401663,,,,,,,,,,,
Sean Burke,chw,ARB2,3.8,34277276.25,11311501.16,22965775.09,29878.0,,,,,,,,,,,,,29.0,3.508423,3.706021,0.27680674,0.096608706,0.4240717,0.36569756,102.157364,98.70726,100.88152,95.78165
Nick Nastrini,chw,ARB2,3.6,32089365.0,10589490.45,21499874.55,29833.0,,,,,,,,,,,,,29.0,3.5679986,3.756133,0.27359045,0.09962915,0.440926,0.34836194,101.5667,98.536606,100.241455,95.7172
Drew Thorpe,chw,ARB2,2.8,23337720.0,7701447.6,15636272.4,31967.0,,,,,,,,,,,,,28.0,3.816505,4.0156007,0.24455145,0.0884885,0.41312388,0.3742854,92.85907,100.3453,99.34402,94.085
Ky Bush,chw,ARB2,1.5,10939556.25,3610053.56,7329502.69,29823.0,,,,,,,,,,,,,29.0,4.2841945,4.3889146,0.22113502,0.088965595,0.3910254,0.40653634,90.74175,99.35184,97.04494,92.83282
Miguel Vargas,chw,ARB3,1.4676086858454154,10703325.18,5351662.59,5351662.59,20178.0,29.0,0.074947685,0.18934542,0.25445196,0.31740668,0.4086072,0.3151409,100.61374,88.47979,3.1453405589592185,-1.4570730045670643,-6.206920556724072,,,,,,,,,,,
Jairo Iriarte,chw,ARB2,1.3,9480948.75,3128713.09,6352235.66,26907.0,,,,,,,,,,,,,27.0,3.5417953,3.8148034,0.23924218,0.09980726,0.52805406,0.27181107,104.903656,98.224556,100.084015,95.409454
Lenyn Sosa,chw,ARB3,1.0841189125299115,7906519.88,4862025.0,3044494.88,22896.0,29.0,0.05020532,0.17431268,0.25970048,0.30528468,0.3892406,0.30288005,91.31238,88.05226,-3.134609175891409,-2.1948769947630358,-2.9473666101694107,,,,,,,,,,,
Prelander Berroa,chw,ARB2,0.5,3646518.75,3038765.63,607753.12,22932.0,,,,,,,,,,,,,29.0,4.329745,3.9859822,0.26510078,0.11501948,0.42420858,0.37164026,110.10349,96.27504,100.21048,94.91274
Gus Varland,chw,ARB2,0.4,2917215.0,3038765.63,-121550.62,24737.0,,,,,,,,,,,,,32.0,4.4482994,3.8923597,0.23887137,0.09140761,0.3986235,0.39461672,112.01076,100.180176,102.783745,95.877075
Jared Shuster,chw,ARB3,0.4,2917215.0,4862025.0,-1944810.0,27472.0,,,,,,,,,,,,,30.0,4.411629,3.8914618,0.2162162,0.066019185,0.3736997,0.40990457,102.78071,102.23217,102.56515,92.833565
Fraser Ellard,chw,ARB2,0.4,2917215.0,3038765.63,-121550.62,29530.0,,,,,,,,,,,,,31.0,4.433268,4.1067414,0.2269519,0.09847991,0.4453522,0.35162595,103.191,98.62034,99.59058,94.33663
Jordan Leasure,chw,ARB2,0.4,2917215.0,3038765.63,-121550.62,29950.0,,,,,,,,,,,,,30.0,4.390148,3.9610167,0.25601655,0.11261842,0.4237058,0.37399337,113.45691,96.95182,101.15875,95.5774
Jonathan Cannon,chw,ARB2,0.4,2917215.0,3038765.63,-121550.62,31730.0,,,,,,,,,,,,,28.0,4.7615085,4.8183637,0.19000432,0.0773898,0.3723262,0.42215547,84.62303,101.303276,96.61038,90.83043
Davis Martin,chw,ARB2,-0.2,0.0,3038765.63,-3038765.63,21448.0,,,,,,,,,,,,,32.0,5.034003,5.029897,0.16828074,0.07245429,0.38066897,0.4131386,81.71683,101.0666,95.459206,90.30753
Korey Lee,chw,ARB3,-0.9139433769481292,0.0,4862025.0,-4862025.0,25543.0,30.0,0.034706816,0.19369015,0.24373846,0.27574125,0.3222241,0.26529065,66.40235,85.92482,-22.3877170085907,-1.702327344682999,-3.7678188644349575,,,,,,,,,,,
Hunter Greene,cin,Club,3.8,34277276.25,21000000.0,13277276.25,22182.0,,,,,,,,,,,,,29.0,3.5116394,3.639965,0.2842079,0.0968242,0.42885888,0.36617568,106.498505,98.668495,101.765724,96.30592
Julian Aguiar,cin,ARB2,3.0,25525631.25,8423458.31,17102172.94,30031.0,,,,,,,,,,,,,28.0,3.7581441,3.922427,0.2501998,0.08526877,0.4189916,0.37569615,95.93323,100.30206,99.99846,94.88366
Rhett Lowder,cin,ARB2,1.5,10939556.25,3610053.56,7329502.69,33876.0,,,,,,,,,,,,,27.0,4.2689743,4.3561954,0.2240321,0.08519992,0.39081168,0.40820134,91.10375,100.09307,97.7115,93.0502
Yosver Zulueta,cin,ARB2,1.0,7293037.5,3038765.63,4254271.88,27765.0,,,,,,,,,,,,,31.0,3.8585105,4.0013247,0.22356862,0.100761436,0.53634995,0.27460533,102.69798,98.21666,98.869125,93.97705
Casey Legumina,cin,ARB2,0.6,4375822.5,3038765.63,1337056.88,25921.0,,,,,,,,,,,,,32.0,4.199275,4.107665,0.20831046,0.09634399,0.5204867,0.277433,103.995186,98.91674,99.79013,94.28177
Andrew Abbott,cin,ARB3,-0.0,0.0,4862025.0,-4862025.0,29911.0,,,,,,,,,,,,,30.0,4.962544,5.0063863,0.17990851,0.0780224,0.3624856,0.4315394,83.42773,101.337326,96.19798,90.06123
Gavin Williams,cle,ARB3,3.5,30995409.38,15497704.69,15497704.69,30122.0,,,,,,,,,,,,,29.0,3.5986001,3.81301,0.26483074,0.09332748,0.42680374,0.36590376,99.15591,99.13161,99.97383,95.18192
Joey Cantillo,cle,ARB2,2.3,17867941.88,5896420.82,11971521.06,23335.0,,,,,,,,,,,,,29.0,3.957864,4.1396527,0.23289868,0.091509305,0.45219177,0.33694673,93.98229,98.6463,97.33234,93.941246
Bo Naylor,cle,ARB3,1.3367675820931606,9749096.1,4874548.05,4874548.05,21865.0,29.0,0.05584835,0.21206026,0.23978171,0.29145846,0.36261433,0.28835124,79.06765,87.05421,-10.576195286541449,-0.4687611383269541,5.244060605764389,,,,,,,,,,,
Cade Smith,cle,ARB3,0.6,4375822.5,4862025.0,-486202.5,27867.0,,,,,,,,,,,,,30.0,4.2135215,3.6832154,0.2530903,0.08694332,0.3845094,0.40952817,116.57369,100.9487,104.42906,96.73189
Pedro Avila,cle,ARB3,0.5,3646518.75,4862025.0,-1215506.25,18864.0,,,,,,,,,,,,,32.0,4.3196726,4.1874843,0.18418005,0.07327615,0.4747188,0.31697485,96.990524,101.219315,99.958954,91.83066
Andrew Walters,cle,ARB2,0.5,3646518.75,3038765.63,607753.12,33834.0,,,,,,,,,,,,,28.0,4.289939,3.8877337,0.2556648,0.106905386,0.41586086,0.38146907,111.840355,97.462456,101.05792,94.94901
Logan Allen,cle,ARB3,0.4,2917215.0,4862025.0,-1944810.0,18555.0,,,,,,,,,,,,,32.0,4.439433,3.9909413,0.20998673,0.06322565,0.37145337,0.40793297,103.16926,103.01285,103.083,93.47359
Hunter Gaddis,cle,ARB3,0.4,2917215.0,4862025.0,-1944810.0,25636.0,,,,,,,,,,,,,31.0,4.3781533,3.7943385,0.23461525,0.07071569,0.35890552,0.42716923,109.54389,102.382835,104.03538,95.10204
Erik Sabrowski,cle,ARB2,0.3,2187911.25,3038765.63,-850854.38,24978.0,,,,,,,,,,,,,31.0,4.5457983,3.979794,0.24601132,0.1032598,0.38666397,0.41068062,111.535194,98.422035,101.6111,95.480286
Tim Herrin,cle,ARB2,0.3,2187911.25,3038765.63,-850854.38,25139.0,,,,,,,,,,,,,32.0,4.5566926,4.1915083,0.22506818,0.103469856,0.45901048,0.3355158,103.479645,97.29038,99.47169,93.199974
Logan Allen,cle,ARB3,-0.2,0.0,4862025.0,-4862025.0,27589.0,,,,,,,,,,,,,30.0,5.064748,5.131888,0.16921641,0.07548957,0.3704278,0.42476442,83.38667,101.46528,96.19604,90.14914
Gabriel Arias,cle,ARB3,-0.7389996145220774,0.0,4862025.0,-4862025.0,22563.0,29.0,0.035938967,0.22488299,0.2364965,0.27209008,0.33751503,0.26960462,68.44132,87.34529,-20.1781197640954,-3.0923947552219038,-2.872899826616049,,,,,,,,,,,
Ezequiel Tovar,col,,1.905578792497652,13897457.59,14214285.0,-316827.41,24064.0,27.0,0.04860793,0.17278573,0.25657678,0.30220896,0.3844343,0.2995168,86.9354,87.191315,-4.857250283404093,-0.1224846488912589,4.7531889751553535,,,,,,,,,,,
Victor Vodnik,col,ARB3,1.1,8022341.25,4862025.0,3160316.25,24614.0,,,,,,,,,,,,,29.0,3.72687,3.86797,0.22280805,0.099442504,0.56162584,0.23786159,108.05214,97.85865,100.33395,95.800186
Angel Chivilli,col,ARB2,0.9,6563733.75,3038765.63,3524968.13,26790.0,,,,,,,,,,,,,26.0,3.8928695,3.9483674,0.20990372,0.09598105,0.5599272,0.23780662,104.14244,97.63712,99.73872,94.30754
Anthony Molina,col,ARB3,0.9,6563733.75,4862025.0,1701708.75,26952.0,,,,,,,,,,,,,27.0,3.9275177,3.6317215,0.2237196,0.06757522,0.42753208,0.3619856,107.15416,102.75932,103.54857,94.064766
Jaden Hill,col,ARB2,0.7,5105126.25,3038765.63,2066360.63,30250.0,,,,,,,,,,,,,29.0,4.108938,3.8281167,0.23200037,0.08331367,0.42951813,0.3581471,107.93346,100.99814,102.39956,95.21007
Seth Halvorsen,col,ARB2,0.7,5105126.25,3038765.63,2066360.63,33294.0,,,,,,,,,,,,,29.0,4.1007934,3.6424518,0.25134113,0.08386001,0.3903808,0.40444955,115.83872,101.24221,104.494545,96.339165
Luis Peralta,col,ARB2,0.6,4375822.5,3038765.63,1337056.88,24203.0,,,,,,,,,,,,,28.0,4.250123,3.8488433,0.23266321,0.07904733,0.38450542,0.4025842,105.36262,100.849144,101.78086,93.86458
Jeff Criswell,col,ARB2,0.5,3646518.75,3038765.63,607753.12,27608.0,,,,,,,,,,,,,30.0,4.332345,4.1314,0.20872213,0.09937143,0.51571506,0.2762355,102.89704,97.002266,99.284584,93.4435
Bradley Blalock,col,ARB2,0.2,1458607.5,3038765.63,-1580158.13,26419.0,,,,,,,,,,,,,28.0,4.838448,4.870028,0.18813218,0.08036813,0.37188748,0.42600313,86.02821,100.95181,96.80541,90.980896
Jimmy Herget,col,ARB2,0.1,729303.75,3038765.63,-2309461.88,17556.0,,,,,,,,,,,,,35.0,4.7813616,4.2192802,0.20189197,0.07083123,0.36009565,0.42079207,100.69941,101.12623,101.634125,92.594955
Tanner Gordon,col,ARB2,-0.4,0.0,3038765.63,-3038765.63,27669.0,,,,,,,,,,,,,31.0,5.1720495,5.2568297,0.15960574,0.07345827,0.3691208,0.42472926,83.094284,102.02888,96.27763,89.6943
Michael Toglia,col,ARB3,-0.5029752050045968,0.0,4862025.0,-4862025.0,25845.0,30.0,0.07710361,0.2994691,0.21083994,0.28259933,0.36687365,0.28507337,77.48369,89.855965,-12.255103303164969,-4.281680553685874,-7.293591275811195,,,,,,,,,,,
Reese Olson,det,ARB3,1.4,10210252.5,5105126.25,5105126.25,24968.0,,,,,,,,,,,,,29.0,4.317866,4.345249,0.21533832,0.081434816,0.40957597,0.38896492,91.51688,99.981445,97.458954,93.43742
Mason Englert,det,ARB3,0.7,5105126.25,4862025.0,243101.25,22288.0,,,,,,,,,,,,,29.0,4.144204,3.792059,0.21343724,0.07388631,0.44882894,0.34372216,103.63132,101.62442,102.135796,93.02681
Ty Madden,det,ARB2,0.7,5105126.25,3038765.63,2066360.63,30140.0,,,,,,,,,,,,,29.0,4.083086,3.7753475,0.22050543,0.08241006,0.4667397,0.32795253,106.65902,100.78021,102.11841,94.08681
Brenan Hanifee,det,ARB2,0.5,3646518.75,3038765.63,607753.12,22304.0,,,,,,,,,,,,,31.0,4.327302,4.1190734,0.16375892,0.062405713,0.49729413,0.30037406,94.65691,101.62008,99.76562,89.60434
Bailey Horn,det,ARB2,0.5,3646518.75,3038765.63,607753.12,27753.0,,,,,,,,,,,,,31.0,4.3127627,4.0228624,0.22314492,0.08811141,0.4420228,0.3511876,105.6665,100.406975,101.220314,94.913246
Sean Guenther,det,ARB3,0.4,2917215.0,4862025.0,-1944810.0,20045.0,,,,,,,,,,,,,33.0,4.482333,4.3043294,0.17497675,0.07453681,0.47855636,0.31348887,95.9724,100.43508,99.24261,90.86762
Brant Hurter,det,ARB2,0.4,2917215.0,3038765.63,-121550.62,30133.0,,,,,,,,,,,,,30.0,4.4079394,4.0752892,0.19621961,0.064450845,0.39696538,0.3896992,98.0485,102.34026,100.98343,91.09706
Keider Montero,det,ARB2,0.1,729303.75,3038765.63,-2309461.88,22630.0,,,,,,,,,,,,,28.0,4.913811,4.9251213,0.17886545,0.07663013,0.37718886,0.4221049,86.30234,101.47508,97.22093,91.101524
Ryan Kreidler,det,ARB2,-2.2042903932191438,0.0,3038765.63,-3038765.63,25867.0,31.0,0.051392503,0.2607651,0.20379528,0.2474648,0.25380203,0.22954768,42.02163,83.32329,-40.69509102658528,1.9204684309079312,-1.7286413814872503,,,,,,,,,,,
Ronel Blanco,hou,ARB3,2.4,18961897.5,9480948.75,9480948.75,19407.0,,,,,,,,,,,,,35.0,3.9450455,4.1498103,0.23355518,0.094876066,0.41150987,0.3756747,90.45007,99.42554,98.76389,93.93314
Spencer Arrighetti,hou,ARB2,1.5,10939556.25,3610053.56,7329502.69,29921.0,,,,,,,,,,,,,29.0,4.2661314,4.28545,0.22132696,0.085776374,0.40174094,0.39601132,91.76674,99.13828,97.014824,93.199844
J.P. France,hou,ARB3,0.3,2187911.25,4862025.0,-2674113.75,21212.0,,,,,,,,,,,,,34.0,4.7831135,4.823797,0.19151813,0.085911885,0.37921098,0.42271322,85.43835,100.20982,96.23398,90.88577
Shawn Dubin,hou,ARB2,0.3,2187911.25,3038765.63,-850854.38,24977.0,,,,,,,,,,,,,33.0,4.5051312,4.0472445,0.2274414,0.097102866,0.43304694,0.36409092,108.7948,99.14963,101.31188,94.94158
Bryan King,hou,ARB2,0.3,2187911.25,3038765.63,-850854.38,25890.0,,,,,,,,,,,,,32.0,4.594673,4.0786285,0.22641426,0.08670274,0.3801844,0.4096075,105.486465,100.3324,101.81023,94.236145
Luis Contreras,hou,ARB2,0.2,1458607.5,3038765.63,-1580158.13,25839.0,,,,,,,,,,,,,33.0,4.663367,4.2280374,0.21445397,0.09136532,0.41421145,0.3784311,102.14026,99.24721,100.07668,93.35224
Nick Hernandez,hou,ARB2,0.1,729303.75,3038765.63,-2309461.88,19281.0,,,,,,,,,,,,,34.0,4.8581266,4.3808165,0.20586415,0.09110864,0.40357748,0.38988876,98.98167,98.01582,99.06239,91.54935
Kaleb Ort,hou,ARB3,0.1,729303.75,4862025.0,-4132721.25,20061.0,,,,,,,,,,,,,37.0,4.780431,4.146278,0.22174446,0.086322755,0.3734437,0.416459,105.73021,100.40543,102.150955,94.86436
Jose Altuve,hou,"$10,000,000",-1.6779158835906276,0.0,25000000.0,-25000000.0,5417.0,39.0,0.086834975,0.27030635,0.20393924,0.2812318,0.31747615,0.27431986,67.648224,87.39608,-17.762999889327258,-3.826511878869496,-13.755282014608383,,,,,,,,,,,
Bobby Witt Jr.,kc,,4.900190375997798,49595431.84,35707070.0,13888361.84,25764.0,29.0,0.09474402,0.15664048,0.29234874,0.36372757,0.51817465,0.3747544,143.99902,93.23618,33.67908244598203,-0.1778477689367719,-4.380587115883827,,,,,,,,,,,
Nelson Velazquez,kc,ARB3,0.6898973804667675,5031447.47,4862025.0,169422.47,23359.0,30.0,0.07073549,0.22044088,0.24834709,0.30862164,0.41540173,0.31281483,99.90534,89.99871,1.9539382050677057,-3.727548209717497,-10.366613790392876,,,,,,,,,,,
Steven Cruz,kc,ARB2,0.5,3646518.75,3038765.63,607753.12,23165.0,,,,,,,,,,,,,30.0,4.327475,3.8148282,0.2494176,0.09677514,0.39610115,0.39984298,114.509544,99.34565,102.75521,96.11805
Alec Marsh,kc,ARB2,0.2,1458607.5,3038765.63,-1580158.13,27451.0,,,,,,,,,,,,,31.0,4.8572707,4.8387885,0.18650296,0.08093396,0.383773,0.41749948,86.64153,100.11574,96.31566,91.469376
Caden Dana,laa,ARB2,3.5,30995409.38,10228485.09,20766924.28,31508.0,,,,,,,,,,,,,25.0,3.5896866,3.7352095,0.27178454,0.08972478,0.44537753,0.35094163,102.21653,99.57623,100.28798,95.56377
Jack Kochanowicz,laa,ARB2,2.7,22243764.38,7340442.24,14903322.13,27688.0,,,,,,,,,,,,,28.0,3.8420875,3.8803608,0.24380438,0.07548319,0.44648752,0.3466419,97.47432,101.70036,100.50147,94.999115
Ben Joyce,laa,ARB3,1.3,9480948.75,4862025.0,4618923.75,31461.0,,,,,,,,,,,,,28.0,3.566473,3.5014672,0.28485513,0.10743429,0.47960046,0.31714123,117.23313,97.57902,103.04029,97.055275
Davis Daniel,laa,ARB3,0.5,3646518.75,4862025.0,-1215506.25,27582.0,,,,,,,,,,,,,32.0,4.7211456,4.7622075,0.18397413,0.07107673,0.3798604,0.4114351,82.129906,101.77841,96.2858,90.45056
Ryan Zeferjahn,laa,ARB2,0.3,2187911.25,3038765.63,-850854.38,25420.0,,,,,,,,,,,,,31.0,4.521653,4.0465264,0.2227816,0.090001814,0.41026574,0.38191718,104.491776,99.328636,100.87928,93.6743
Samuel Aldegheri,laa,ARB2,0.3,2187911.25,3038765.63,-850854.38,26443.0,,,,,,,,,,,,,27.0,4.809667,4.8533673,0.19214249,0.08164487,0.3669473,0.42909002,86.10777,100.82349,96.74701,90.74041
Hans Crouse,laa,ARB3,0.2,1458607.5,4862025.0,-3403417.5,22192.0,,,,,,,,,,,,,30.0,4.6440187,4.167147,0.22368136,0.0944767,0.40023053,0.39304408,100.8215,98.04114,99.48181,92.31
Mike Trout,laa,"$37,116,666",-1.589966325282706,0.0,35541667.0,-35541667.0,10155.0,37.0,0.08300139,0.3053247,0.1938825,0.27338395,0.3280115,0.27163783,65.51819,88.442924,-19.13672267518392,-5.118278848822229,-10.227886587381365,,,,,,,,,,,
Bobby Miller,lad,ARB3,3.9,35371231.88,17685615.94,17685615.94,27483.0,,,,,,,,,,,,,30.0,3.5023935,3.6561894,0.28294376,0.096439585,0.43783855,0.35722688,105.44374,98.6124,101.24177,96.07815
Landon Knack,lad,ARB2,2.8,23337720.0,7701447.6,15636272.4,27487.0,,,,,,,,,,,,,31.0,3.821262,4.0234194,0.24790862,0.09380942,0.40034223,0.39393806,94.69846,99.12306,99.2041,94.46007
Blake Snell,lad,,2.6,21149808.75,36400000.0,-15250191.25,13543.0,,,,,,,,,,,,,36.0,3.8569205,4.1181183,0.23474085,0.09445837,0.45347047,0.33132756,95.14295,99.13573,99.05351,94.535126
Justin Wrobleski,lad,ARB2,2.6,21149808.75,6979436.89,14170371.86,31204.0,,,,,,,,,,,,,28.0,3.8788307,3.9995167,0.248188,0.08741443,0.40348455,0.39570275,96.38674,99.57445,99.234055,94.53927
Shohei Ohtani,lad,"$2,000,000",2.479007873607936,19826208.58,46081476.0,-26255267.42,19755.0,34.0,0.109824106,0.21311462,0.26983112,0.35727698,0.47855592,0.35763875,132.29225,93.38233,24.91252869512977,-4.094704755989369,-15.424764901399612,,,,,,,,,,,
River Ryan,lad,ARB2,2.3,17867941.88,5896420.82,11971521.06,29514.0,,,,,,,,,,,,,30.0,3.9846816,4.2656283,0.21713224,0.085639246,0.46771145,0.3140263,92.35926,99.78004,97.56213,93.86978
