Player Name,Team,Status,WAR,Base_Value,Contract_Value,Surplus_Value
Kyle Bradish,bal,Estimate,4.6,37200000.0,3220000.0,33980000.0
Grayson Rodriguez,bal,Estimate,3.1,21900000.0,800000.0,21100000.0
Adley Rutschman,bal,Estimate,3.0135151692705926,21121636.52,5010000.0,16111636.52
Ryan Mountcastle,bal,Estimate,2.3849004902078086,15464104.41,6000000.0,9464104.41
Trevor Rogers,bal,Estimate,2.3,14700000.0,2750000.0,11950000.0
Ryan O'Hearn,bal,Club,1.976719261202795,11860315.57,8000000.0,3860315.57
Albert Suarez,bal,Estimate,1.9,11400000.0,800000.0,10600000.0
Zach Eflin,bal,"$18,000,000",1.9,11400000.0,13333333.0,-1933333.0
Cedric Mullins,bal,Estimate,1.7524199445084303,10514519.67,8420000.0,2094519.67
Tyler Wells,bal,Estimate,1.7,10200000.0,2010000.0,8190000.0
Tyler O'Neill,bal,,1.6853220633702128,10111932.38,16500000.0,-6388067.62
Colin Selby,bal,Estimate,1.5,9000000.0,800000.0,8200000.0
Yennier Cano,bal,Estimate,1.3,7800000.0,800000.0,7000000.0
Dean Kremer,bal,Estimate,1.2,7200000.0,3220000.0,3980000.0
Keegan Akin,bal,Estimate,1.2,7200000.0,2170000.0,5030000.0
Gregory Soto,bal,Estimate,1.2,7200000.0,5820000.0,1380000.0
Emmanuel Rivera,bal,Arb Avoided,1.0784113864097138,6470468.32,1000000.0,5470468.32
Cionel Perez,bal,Club,0.9,5400000.0,2200000.0,3200000.0
Ramon Urias,bal,Estimate,0.7962650675707272,4777590.41,4410000.0,367590.41
Gary Sánchez,bal,"$8,500,000",0.7532496222830214,4519497.73,8500000.0,-3980502.27
Daz Cameron,bal,Estimate,0.6129261061469615,3677556.64,800000.0,2877556.64
Seranthony Dominguez,bal,Club,0.6,3600000.0,8000000.0,-4400000.0
Bryan Baker,bal,Estimate,0.6,3600000.0,800000.0,2800000.0
Jorge Mateo,bal,Estimate,0.3275119659209367,1965071.8,2950000.0,-984928.2
Cade Povich,bal,Estimate,0.3,1800000.0,800000.0,1000000.0
René Pinto,bal,Estimate,-0.411523966690606,0.0,800000.0,-800000.0
Rafael Devers,bos,,5.416093539300317,46993122.47,29318181.0,17674941.47
Garrett Crochet,bos,Estimate,4.3,33600000.0,2900000.0,30700000.0
Brayan Bello,bos,Pre-Arb,3.8,28200000.0,2666666.0,25533334.0
Triston Casas,bos,Estimate,3.2311613412423594,23080452.07,800000.0,22280452.07
Kutter Crawford,bos,Estimate,2.5,16500000.0,3850000.0,12650000.0
Tanner Houck,bos,Estimate,2.4,15600000.0,3750000.0,11850000.0
Garrett Whitlock,bos,ARB 2,2.2,13800000.0,5500000.0,8300000.0
Vaughn Grissom,bos,Estimate,2.162882854890432,13465945.69,800000.0,12665945.69
Jarren Duran,bos,Estimate,1.9092914263062335,11455748.56,4110000.0,7345748.56
Luis Guerrero,bos,Estimate,1.0,6000000.0,800000.0,5200000.0
Zack Kelly,bos,Estimate,0.7,4200000.0,800000.0,3400000.0
Josh Winckowski,bos,Estimate,0.7,4200000.0,800000.0,3400000.0
Rob Refsnyder,bos,Club,0.662221979275793,3973331.88,2100000.0,1873331.88
Aroldis Chapman,bos,"$10,750,000",0.6,3600000.0,10750000.0,-7150000.0
Brennan Bernardino,bos,Estimate,0.6,3600000.0,800000.0,2800000.0
Greg Weissert,bos,Estimate,0.6,3600000.0,800000.0,2800000.0
Justin Slaten,bos,Estimate,0.5,3000000.0,800000.0,2200000.0
Justin Wilson,bos,"$2,250,000",0.4,2400000.0,2250000.0,150000.0
Chase Shugart,bos,Estimate,0.4,2400000.0,800000.0,1600000.0
Cam Booser,bos,Estimate,0.3,1800000.0,800000.0,1000000.0
Connor Wong,bos,Estimate,0.2695895869358613,1617537.52,800000.0,817537.52
Richard Fitts,bos,Estimate,-0.0,0.0,800000.0,-800000.0
Trevor Story,bos,,-0.4555856211992291,0.0,22500000.0,-22500000.0
Romy Gonzalez,bos,Estimate,-0.6604329286557934,0.0,800000.0,-800000.0
Kyle Tucker,chc,Estimate,5.739967955162466,50879615.46,16700000.0,34179615.46
Seiya Suzuki,chc,"$19,000,000",3.043557793924688,21392020.15,17000000.0,4392020.15
Ian Happ,chc,"$21,000,000",2.423594406851621,15812349.66,20333333.0,-4520983.34
Justin Steele,chc,Estimate,2.4,15600000.0,7950000.0,7650000.0
Cody Bellinger,chc,Opt-Out,2.1904097895511465,13713688.11,27500000.0,-13786311.89
Javier Assad,chc,Estimate,1.5,9000000.0,800000.0,8200000.0
Ethan Roberts,chc,Estimate,1.3,7800000.0,850000.0,6950000.0
Luke Little,chc,Estimate,1.3,7800000.0,800000.0,7000000.0
Daniel Palencia,chc,Estimate,1.2,7200000.0,800000.0,6400000.0
Nico Hoerner,chc,ARB 3,1.1472748183840735,6883648.91,11500000.0,-4616351.09
Shota Imanaga,chc,,1.1,6600000.0,13250000.0,-6650000.0
Jordan Wicks,chc,Estimate,1.0,6000000.0,800000.0,5200000.0
Carson Kelly,chc,,0.9859258562202894,5915555.14,5000000.0,915555.14
Jack Neely,chc,Estimate,0.9,5400000.0,800000.0,4600000.0
Porter Hodge,chc,Estimate,0.8,4800000.0,800000.0,4000000.0
Dansby Swanson,chc,"$28,000,000",0.73675277102907,4420516.63,25285714.0,-20865197.37
Julian Merryweather,chc,Arb Avoided,0.7,4200000.0,1225000.0,2975000.0
Keegan Thompson,chc,Arb Avoided,0.5,3000000.0,850000.0,2150000.0
Nate Pearson,chc,Estimate,0.5,3000000.0,1250000.0,1750000.0
Tyson Miller,chc,Estimate,0.4,2400000.0,800000.0,1600000.0
Eli Morgan,chc,Estimate,0.4,2400000.0,945000.0,1455000.0
Jameson Taillon,chc,"$18,000,000",0.2,1200000.0,17000000.0,-15800000.0
Miles Mastrobuoni,chc,Estimate,-0.7087438495658727,0.0,800000.0,-800000.0
Matt Thaiss,chc,Arb Avoided,-0.7424352658350942,0.0,1000000.0,-1000000.0
Andrew Vaughn,chw,Estimate,2.55240412675649,16971637.14,4400000.0,12571637.14
Miguel Vargas,chw,Estimate,2.486600843399894,16379407.59,800000.0,15579407.59
Lenyn Sosa,chw,Estimate,2.068631972066622,12617687.75,800000.0,11817687.75
Davis Martin,chw,Estimate,2.0,12000000.0,800000.0,11200000.0
Andrew Benintendi,chw,"$17,100,000",1.895633321481668,11373799.93,15000000.0,-3626200.07
Jairo Iriarte,chw,Estimate,1.0,6000000.0,800000.0,5200000.0
Jared Shuster,chw,Estimate,0.9,5400000.0,800000.0,4600000.0
Prelander Berroa,chw,Estimate,0.8,4800000.0,800000.0,4000000.0
Gus Varland,chw,Estimate,0.8,4800000.0,800000.0,4000000.0
Fraser Ellard,chw,Estimate,0.8,4800000.0,800000.0,4000000.0
Nick Nastrini,chw,Estimate,0.8,4800000.0,800000.0,4000000.0
Sean Burke,chw,Estimate,0.7,4200000.0,800000.0,3400000.0
Jonathan Cannon,chw,Estimate,0.6,3600000.0,800000.0,2800000.0
Ron Marinaccio,chw,Estimate,0.5,3000000.0,800000.0,2200000.0
Jordan Leasure,chw,Estimate,0.5,3000000.0,800000.0,2200000.0
Justin Anderson,chw,Estimate,0.4,2400000.0,1050000.0,1350000.0
Luis Robert Jr.,chw,ARB 3,0.326065818930364,1956394.91,15000000.0,-13043605.09
Ky Bush,chw,Estimate,0.3,1800000.0,800000.0,1000000.0
Steven Wilson,chw,Estimate,0.2,1200000.0,1000000.0,200000.0
Drew Thorpe,chw,Estimate,0.2,1200000.0,800000.0,400000.0
Austin Slater,chw,"$1,750,000",-0.0934934035334052,0.0,1750000.0,-1750000.0
Korey Lee,chw,Estimate,-0.1234683235981218,0.0,800000.0,-800000.0
Yoan Moncada,chw,,-0.4428219503761992,0.0,25000000.0,-25000000.0
Hunter Greene,cin,ARB 1,4.0,30000000.0,6333333.0,23666667.0
Nick Lodolo,cin,Estimate,2.6,17400000.0,1950000.0,15450000.0
Spencer Steer,cin,Estimate,2.233255556688535,14099300.01,800000.0,13299300.01
Tyler Stephenson,cin,Estimate,2.2138575211811187,13924717.69,4460000.0,9464717.69
Brady Singer,cin,Estimate,2.1,12900000.0,7500000.0,5400000.0
Brandon Williamson,cin,Estimate,1.2,7200000.0,800000.0,6400000.0
Casey Legumina,cin,Estimate,1.2,7200000.0,800000.0,6400000.0
Julian Aguiar,cin,Estimate,1.2,7200000.0,800000.0,6400000.0
Yosver Zulueta,cin,Estimate,1.1,6600000.0,800000.0,5800000.0
Jake Fraley,cin,Estimate,1.0910653362464426,6546392.02,2815000.0,3731392.02
Andrew Abbott,cin,Estimate,1.0,6000000.0,800000.0,5200000.0
Santiago Espinal,cin,Arb Avoided,0.7640491014343824,4584294.61,2400000.0,2184294.61
Sam Moll,cin,Estimate,0.6,3600000.0,1100000.0,2500000.0
Jeimer Candelario,cin,,0.5654103571241104,3392462.14,15000000.0,-11607537.86
Emilio Pagan,cin,Player,0.5,3000000.0,8000000.0,-5000000.0
Tony Santillan,cin,Estimate,0.5,3000000.0,800000.0,2200000.0
Alexis Diaz,cin,Estimate,0.4,2400000.0,2670000.0,-270000.0
Fernando Cruz,cin,Estimate,0.3,1800000.0,800000.0,1000000.0
Rhett Lowder,cin,Estimate,0.3,1800000.0,800000.0,1000000.0
Brent Suter,cin,,0.1,600000.0,2250000.0,-1650000.0
Will Benson,cin,Estimate,-0.156653335533824,0.0,800000.0,-800000.0
Stuart Fairchild,cin,Estimate,-0.5459532628972801,0.0,800000.0,-800000.0
Luke Maile,cin,,-0.758688490998067,0.0,3500000.0,-3500000.0
Josh Naylor,cle,Estimate,3.365765994187562,24291893.95,14200000.0,10091893.95
José Ramírez,cle,"$19,000,000",3.3122939997692606,23810646.0,20142857.0,3667789.0
Joey Cantillo,cle,Estimate,2.9,20100000.0,800000.0,19300000.0
Emmanuel Clase,cle,ARB 2,2.6,17400000.0,4900000.0,12500000.0
Will Brennan,cle,Estimate,2.4545225607439525,16090703.05,800000.0,15290703.05
Tyler Freeman,cle,Estimate,2.3632020151208075,15268818.14,800000.0,14468818.14
Tanner Bibee,cle,Estimate,2.2,13800000.0,800000.0,13000000.0
Bo Naylor,cle,Estimate,2.1633973320084805,13470575.99,800000.0,12670575.99
Steven Kwan,cle,Estimate,2.01071766319151,12096458.97,4000000.0,8096458.97
Triston McKenzie,cle,Arb Avoided,1.9,11400000.0,1950000.0,9450000.0
Shane Bieber,cle,,1.7,10200000.0,10000000.0,200000.0
Logan Allen,cle,Estimate,1.6,9600000.0,800000.0,8800000.0
Lane Thomas,cle,Estimate,1.5240614805253645,9144368.88,7850000.0,1294368.88
Sam Hentges,cle,Arb Avoided,1.5,9000000.0,1337000.0,7663000.0
Gavin Williams,cle,Estimate,1.5,9000000.0,800000.0,8200000.0
Tim Herrin,cle,Estimate,1.4,8400000.0,800000.0,7600000.0
Cade Smith,cle,Estimate,1.1,6600000.0,800000.0,5800000.0
Pedro Avila,cle,Estimate,0.7,4200000.0,800000.0,3400000.0
Logan Allen,cle,Estimate,0.6,3600000.0,800000.0,2800000.0
Erik Sabrowski,cle,Estimate,0.5,3000000.0,800000.0,2200000.0
Hunter Gaddis,cle,Estimate,0.5,3000000.0,800000.0,2200000.0
Andrew Walters,cle,Estimate,0.2,1200000.0,800000.0,400000.0
Ben Lively,cle,Arb Avoided,0.1,600000.0,2250000.0,-1650000.0
Gabriel Arias,cle,Estimate,-0.4909563257383964,0.0,800000.0,-800000.0
Austin Hedges,cle,"$4,000,000",-1.3571953587665424,0.0,4000000.0,-4000000.0
Nolan Jones,col,Estimate,2.6983721324970524,18285349.19,800000.0,17485349.19
Ryan Feltner,col,Estimate,2.3,14700000.0,2550000.0,12150000.0
Ezequiel Tovar,col,,2.084678478514649,12762106.31,4214285.0,8547821.31
Antonio Senzatela,col,,2.0,12000000.0,12000000.0,0.0
Ryan McMahon,col,,1.8877054990637816,11326232.99,12000000.0,-673767.01
Tanner Gordon,col,Estimate,1.3,7800000.0,800000.0,7000000.0
Justin Lawrence,col,Estimate,1.1,6600000.0,1000000.0,5600000.0
Victor Vodnik,col,Estimate,0.9,5400000.0,800000.0,4600000.0
Sean Bouchard,col,Estimate,0.8741356117616856,5244813.67,800000.0,4444813.67
Michael Toglia,col,Estimate,0.7150256232227393,4290153.74,800000.0,3490153.74
Jeff Criswell,col,Estimate,0.6,3600000.0,800000.0,2800000.0
Jake Bird,col,Estimate,0.5,3000000.0,800000.0,2200000.0
Luis Peralta,col,Estimate,0.5,3000000.0,800000.0,2200000.0
Angel Chivilli,col,Estimate,0.5,3000000.0,800000.0,2200000.0
Anthony Molina,col,Estimate,0.5,3000000.0,800000.0,2200000.0
Jaden Hill,col,Estimate,0.5,3000000.0,800000.0,2200000.0
Seth Halvorsen,col,Estimate,0.5,3000000.0,800000.0,2200000.0
Jimmy Herget,col,Estimate,0.3,1800000.0,900000.0,900000.0
Tyler Kinley,col,,0.3,1800000.0,4000000.0,-2200000.0
Bradley Blalock,col,Estimate,0.3,1800000.0,800000.0,1000000.0
Austin Gomber,col,Estimate,0.2,1200000.0,5200000.0,-4000000.0
Kyle Freeland,col,,-0.0,0.0,16000000.0,-16000000.0
Kyle Farmer,col,,-0.3474149300781655,0.0,2500000.0,-2500000.0
Jacob Stallings,col,,-0.6049150406457349,0.0,2000000.0,-2000000.0
Kris Bryant,col,"$27,000,000",-0.7062935973198912,0.0,26000000.0,-26000000.0
Sam Hilliard,col,Arb Avoided,-1.1858808377460657,0.0,1000000.0,-1000000.0
Riley Greene,det,Estimate,3.6635478690838874,26971930.82,800000.0,26171930.82
Tarik Skubal,det,Estimate,3.2,22800000.0,11200000.0,11600000.0
Kerry Carpenter,det,Estimate,2.7426388764585576,18683749.89,800000.0,17883749.89
Spencer Torkelson,det,Estimate,2.4778846418782865,16300961.78,800000.0,15500961.78
Casey Mize,det,Estimate,2.4,15600000.0,2000000.0,13600000.0
Matt Vierling,det,Estimate,2.280980032930913,14528820.3,3100000.0,11428820.3
Matt Manning,det,Estimate,2.1,12900000.0,800000.0,12100000.0
Alex Cobb,det,"$15,000,000",1.7,10200000.0,15000000.0,-4800000.0
Reese Olson,det,Estimate,1.7,10200000.0,800000.0,9400000.0
Keider Montero,det,Estimate,1.4,8400000.0,800000.0,7600000.0
Sean Guenther,det,Estimate,1.2,7200000.0,800000.0,6400000.0
Zach McKinstry,det,Arb Avoided,0.905897727905682,5435386.37,1650000.0,3785386.37
Jason Foley,det,Estimate,0.9,5400000.0,2900000.0,2500000.0
Will Vest,det,Estimate,0.9,5400000.0,1670000.0,3730000.0
Alex Lange,det,Estimate,0.9,5400000.0,800000.0,4600000.0
Mason Englert,det,Estimate,0.9,5400000.0,800000.0,4600000.0
Brenan Hanifee,det,Estimate,0.8,4800000.0,800000.0,4000000.0
Brant Hurter,det,Estimate,0.8,4800000.0,800000.0,4000000.0
Bailey Horn,det,Estimate,0.6,3600000.0,800000.0,2800000.0
Alex Faedo,det,Estimate,0.3,1800000.0,800000.0,1000000.0
Tyler Holton,det,Estimate,0.3,1800000.0,800000.0,1000000.0
Ty Madden,det,Estimate,0.3,1800000.0,800000.0,1000000.0
Andy Ibanez,det,Arb Avoided,0.0366222201863899,219733.32,1400000.0,-1180266.68
Jake Rogers,det,Estimate,-0.0800257767098106,0.0,2230000.0,-2230000.0
Javier Báez,det,,-0.5754216676458579,0.0,25000000.0,-25000000.0
Ryan Kreidler,det,Estimate,-0.8906637534468393,0.0,800000.0,-800000.0
Yordan Alvarez,hou,ARB 3,5.692265935799163,50307191.23,15833333.0,34473858.23
Framber Valdez,hou,Estimate,4.3,33600000.0,18800000.0,14800000.0
Hunter Brown,hou,Estimate,4.2,32400000.0,800000.0,31600000.0
Ronel Blanco,hou,Estimate,3.4,24600000.0,800000.0,23800000.0
Isaac Paredes,hou,Estimate,2.595094943273389,17355854.49,6280000.0,11075854.49
Cristian Javier,hou,ARB 3,2.4,15600000.0,10400000.0,5200000.0
Yainer Diaz,hou,Estimate,2.2861039754651875,14574935.78,800000.0,13774935.78
Spencer Arrighetti,hou,Estimate,1.6,9600000.0,800000.0,8800000.0
J.P. France,hou,Estimate,1.4,8400000.0,800000.0,7600000.0
Jeremy Pena,hou,Estimate,1.278616998326288,7671701.99,4800000.0,2871701.99
Nick Hernandez,hou,Estimate,1.2,7200000.0,800000.0,6400000.0
Shawn Dubin,hou,Estimate,1.2,7200000.0,800000.0,6400000.0
Victor Caratini,hou,"$6,000,000",1.1832088019122609,7099252.81,6000000.0,1099252.81
Ryan Pressly,hou,Vesting,1.1,6600000.0,14000000.0,-7400000.0
Bryan Abreu,hou,Estimate,0.8,4800000.0,3000000.0,1800000.0
Bryan King,hou,Estimate,0.8,4800000.0,800000.0,4000000.0
Luis Contreras,hou,Estimate,0.7,4200000.0,800000.0,3400000.0
Mauricio Dubon,hou,Estimate,0.6168195549652731,3700917.33,6500000.0,-2799082.67
Jake Meyers,hou,Estimate,0.541958673337743,3251752.04,2000000.0,1251752.04
Jose Altuve,hou,"$32,500,000",0.4274911604299671,2564946.96,25000000.0,-22435053.04
Tayler Scott,hou,Estimate,0.4,2400000.0,800000.0,1600000.0
Kaleb Ort,hou,Estimate,0.3,1800000.0,800000.0,1000000.0
Chas McCormick,hou,Estimate,0.2579805892473925,1547883.54,4800000.0,-3252116.46
Josh Hader,hou,"$19,000,000",0.2,1200000.0,19000000.0,-17800000.0
Jon Singleton,hou,Estimate,0.0800872899626607,480523.74,800000.0,-319476.26
Bobby Witt Jr.,kc,ARB 1,5.333835129356466,46006021.55,7707070.0,38298951.55
Cole Ragans,kc,Estimate,4.3,33600000.0,800000.0,32800000.0
Vinnie Pasquantino,kc,Estimate,3.862338055178385,28761042.5,800000.0,27961042.5
Michael Massey,kc,Estimate,3.078640008312098,21707760.07,800000.0,20907760.07
MJ Melendez,kc,Estimate,2.923357187656641,20310214.69,2360000.0,17950214.69
Maikel Garcia,kc,Estimate,2.7839099494647264,19055189.55,800000.0,18255189.55
Jonathan India,kc,ARB 2,2.239652000751088,14156868.01,5450000.0,8706868.01
Alec Marsh,kc,Estimate,1.7,10200000.0,800000.0,9400000.0
James McArthur,kc,Estimate,1.5,9000000.0,800000.0,8200000.0
Nelson Velazquez,kc,Estimate,1.4287844003992047,8572706.4,800000.0,7772706.4
Kyle Isbel,kc,Estimate,1.379271377883249,8275628.27,1890000.0,6385628.27
Michael Wacha,kc,,1.2,7200000.0,18000000.0,-10800000.0
Lucas Erceg,kc,Estimate,1.2,7200000.0,800000.0,6400000.0
Kris Bubic,kc,Estimate,1.2,7200000.0,3000000.0,4200000.0
Seth Lugo,kc,,1.1,6600000.0,15000000.0,-8400000.0
Hunter Harvey,kc,Estimate,0.9,5400000.0,2975000.0,2425000.0
Freddy Fermin,kc,Estimate,0.8062398630019739,4837439.18,800000.0,4037439.18
Carlos Hernandez,kc,Estimate,0.8,4800000.0,1880000.0,2920000.0
Angel Zerpa,kc,Estimate,0.8,4800000.0,800000.0,4000000.0
Salvador Perez,kc,,0.674382133478625,4046292.8,22000000.0,-17953707.2
John Schreiber,kc,Estimate,0.6,3600000.0,1800000.0,1800000.0
Steven Cruz,kc,Estimate,0.6,3600000.0,800000.0,2800000.0
Hunter Renfroe,kc,Player,0.5721584525011568,3432950.72,7570000.0,-4137049.28
Sam Long,kc,Estimate,0.4,2400000.0,800000.0,1600000.0
Chris Stratton,kc,Player,0.3,1800000.0,4500000.0,-2700000.0
Dairon Blanco,kc,Estimate,-1.4311489952144028,0.0,800000.0,-800000.0
Yusei Kikuchi,laa,"$21,225,000",4.1,31200000.0,21225000.0,9975000.0
Mike Trout,laa,"$37,116,666",3.3937820659105133,24544038.59,35541667.0,-10997628.41
Reid Detmers,laa,Estimate,2.5,16500000.0,2580000.0,13920000.0
Jose Soriano,laa,Estimate,2.4,15600000.0,800000.0,14800000.0
Caden Dana,laa,Estimate,2.3,14700000.0,800000.0,13900000.0
Taylor Ward,laa,Estimate,2.2470327273681394,14223294.55,8750000.0,5473294.55
Logan O'Hoppe,laa,Estimate,2.0177367795200207,12159631.02,800000.0,11359631.02
Jack Kochanowicz,laa,Estimate,2.0,12000000.0,800000.0,11200000.0
Jo Adell,laa,Estimate,1.5664981439916623,9398988.86,1520000.0,7878988.86
Mickey Moniak,laa,Estimate,1.401602323961997,8409613.94,2650000.0,5759613.94
Jorge Soler,laa,"$16,000,000",1.1741668023640413,7045000.81,12131035.0,-5086034.19
Luis Rengifo,laa,Estimate,1.139551947810168,6837311.69,8975000.0,-2137688.31
Ben Joyce,laa,Estimate,1.1,6600000.0,800000.0,5800000.0
Tyler Anderson,laa,"$13,000,000",1.0,6000000.0,13000000.0,-7000000.0
José Suarez,laa,Estimate,0.9,5400000.0,1550000.0,3850000.0
Brock Burke,laa,Estimate,0.7,4200000.0,1250000.0,2950000.0
Hans Crouse,laa,Estimate,0.7,4200000.0,800000.0,3400000.0
Davis Daniel,laa,Estimate,0.6,3600000.0,800000.0,2800000.0
Anthony Rendon,laa,"$38,571,428",0.5415534215052161,3249320.53,35000000.0,-31750679.47
Jose Quijada,laa,Estimate,0.5,3000000.0,1100000.0,1900000.0
Ryan Zeferjahn,laa,Estimate,0.4,2400000.0,800000.0,1600000.0
Samuel Aldegheri,laa,Estimate,-0.0,0.0,800000.0,-800000.0
Kevin Newman,laa,,-0.3052069218143062,0.0,2500000.0,-2500000.0
Kyle Hendricks,laa,"$2,500,000",-0.5,0.0,2500000.0,-2500000.0
Travis d'Arnaud,laa,"$6,000,000",-0.677145161037486,0.0,6000000.0,-6000000.0
Shohei Ohtani,lad,"$2,000,000",5.488060999379806,47856731.99,46081476.0,1775255.99
Tyler Glasnow,lad,,4.6,37200000.0,32500000.0,4700000.0
Yoshinobu Yamamoto,lad,,4.6,37200000.0,14166666.0,23033334.0
Mookie Betts,lad,"$30,000,000",3.392263260607681,24530369.35,30416667.0,-5886297.65
Blake Snell,lad,,3.3,23700000.0,36400000.0,-12700000.0
Will Smith,lad,ARB 3,2.9746213226293703,20771591.9,11000000.0,9771591.9
Freddie Freeman,lad,"$27,000,000",2.7497863777996687,18748077.4,27000000.0,-8251922.6
Gavin Lux,lad,Estimate,2.382109776177423,15438987.99,2760000.0,12678987.99
Bobby Miller,lad,Estimate,2.3,14700000.0,800000.0,13900000.0
Gavin Stone,lad,Estimate,2.1,12900000.0,800000.0,12100000.0
Michael Conforto,lad,"$17,000,000",1.632696406215667,9796178.44,17000000.0,-7203821.56
Brusdar Graterol,lad,Estimate,1.6,9600000.0,2700000.0,6900000.0
Clayton Kershaw,lad,,1.4,8400000.0,10000000.0,-1600000.0
River Ryan,lad,Estimate,1.3,7800000.0,800000.0,7000000.0
Max Muncy,lad,,1.2512904311809108,7507742.59,14500000.0,-6992257.41
Michael Grove,lad,Estimate,1.0,6000000.0,800000.0,5200000.0
Justin Wrobleski,lad,Estimate,0.9,5400000.0,800000.0,4600000.0
Evan Phillips,lad,Estimate,0.8,4800000.0,5800000.0,-1000000.0
