Player Name,Team,Status,Position,Age,WAR,Base_Value,Contract_Value,Surplus_Value,IDfg,BB%_bat,K%_bat,AVG,OBP,SLG,wOBA,wRC+,EV,Off,BsR,Def,WAR_batter,ERA,FIP,SIERA,K%_pit,BB%_pit,WAR_pitcher
Gabriel Moreno,ari,FA,C,39.0,-2.977253985661417,0.0,,,22664.0,0.05703122,0.26809382,0.21161191,0.26873842,0.32874233,0.26768366,64.51776,88.545555,-21.162030353778743,-5.578772420994937,-21.337504408325195,-2.977253985661417,,,,,,
Eugenio Suarez,ari,FA,3B,47.0,-3.260122769912854,0.0,,,12552.0,0.07091505,0.36175728,0.15239784,0.22254026,0.23324662,0.2197819,27.032373,86.37866,-45.6970728374109,-5.243640837434214,0.0902924060821535,-3.260122769912854,,,,,,
Jake McCarthy,ari,FA,OF,41.0,-4.443645161706878,0.0,,,21622.0,0.064668015,0.3310469,0.17231765,0.23910022,0.26928622,0.2371387,40.86749,87.47065,-36.807005542080574,-6.176777228247374,-19.46515793801645,-4.443645161706878,,,,,,
Lourdes Gurriel Jr.,ari,FA,LF,45.0,-4.966070359398104,0.0,,,19238.0,0.068265714,0.3599694,0.15296005,0.22245485,0.23699942,0.22109674,27.895325,86.7357,-45.02362139922816,-5.992195659637218,-16.552890586853028,-4.966070359398104,,,,,,
Pavin Smith,ari,FA,1B/RF,43.0,-6.45311302078682,0.0,,,19892.0,0.06870837,0.35637367,0.1554229,0.22541289,0.24138069,0.22383738,30.048431,86.83098,-43.619880769310925,-6.040835339517798,-32.4810096184991,-6.45311302078682,,,,,,
Jose Herrera,ari,FA,C,42.0,-6.705211966538397,0.0,,,17040.0,0.08062148,0.33721873,0.16648823,0.24234039,0.25565186,0.237537,40.050095,86.41308,-36.60300173992064,-4.116311445250176,-43.89298221052246,-6.705211966538397,,,,,,
T.J. McFarland,ath,FA,RP,50.0,0.4,5541364.63,,,3237.0,,,,,,,,,,,,,4.3404107,4.444994,4.221788,0.14361554,0.08646455,0.4
Michel Otanez,ath,FA,RP,41.0,0.4,5541364.63,,,22533.0,,,,,,,,,,,,,4.2878637,4.450408,4.1348305,0.18369731,0.097644016,0.4
Anthony Maldonado,ath,FA,RP,41.0,0.4,5541364.63,,,26034.0,,,,,,,,,,,,,4.308969,4.443204,4.153453,0.18895942,0.09497463,0.4
Mason Miller,ath,FA,RP,40.0,0.4,5541364.63,,,31757.0,,,,,,,,,,,,,4.326762,4.4500318,4.141461,0.19364648,0.09281225,0.4
Jeffrey Springs,ath,FA,SP,46.0,0.1,1385341.16,,,17677.0,,,,,,,,,,,,,4.918297,4.902931,5.0000954,0.12798229,0.055463325,0.1
Luis Severino,ath,FA,SP,45.0,0.0,0.0,,,15890.0,,,,,,,,,,,,,4.9400454,4.9390736,5.0170813,0.12703764,0.055522244,0.0
J.J. Bleday,ath,FA,CF,41.0,-3.336496842220789,0.0,,,26368.0,0.0642834,0.3445577,0.16389593,0.2308412,0.25552708,0.22936906,34.931213,87.23297,-40.78657943155708,-6.346785599598661,-4.465522146224976,-3.336496842220789,,,,,,
Miguel Andujar,ath,FA,LF,44.0,-4.915706000794054,0.0,,,15878.0,0.06678551,0.35812315,0.15411715,0.222667,0.23878542,0.22149588,28.388374,86.83424,-44.81918255584996,-6.172396292968188,-16.083558082580566,-4.915706000794054,,,,,,
Brent Rooker,ath,FA,LF,44.0,-5.639022684511125,0.0,,,19627.0,0.06358091,0.3753031,0.14480223,0.20905633,0.21683773,0.20707853,18.3809,86.24776,-52.203679046979765,-5.876393860889948,-16.083567523956297,-5.639022684511125,,,,,,
Seth Brown,ath,FA,OF,46.0,-6.092020008894633,0.0,,,18171.0,0.068144225,0.36809665,0.1488895,0.21661383,0.22512569,0.21385847,23.016554,86.255,-48.73102739671381,-5.386344762373483,-24.485642051697106,-6.092020008894633,,,,,,
Shea Langeliers,ath,FA,C,41.0,-7.086445700132683,0.0,,,25816.0,0.060298014,0.34874696,0.16130356,0.22517322,0.2492192,0.22433995,31.536446,87.1851,-43.36246611723085,-6.601245893980376,-38.38467397370606,-7.086445700132683,,,,,,
Spencer Schwellenbach,atl,FA,SP,39.0,4.0,58876999.22,,,31846.0,,,,,,,,,,,,,2.923717,3.470076,3.660463,0.27837402,0.05983665,4.0
Pierce Johnson,atl,FA,RP,48.0,0.4,5541364.63,,,13435.0,,,,,,,,,,,,,4.345953,4.4525075,4.215627,0.14472088,0.08670648,0.4
Aaron Bummer,atl,FA,RP,45.0,0.4,5541364.63,,,16258.0,,,,,,,,,,,,,4.293824,4.4345155,4.1580305,0.15134466,0.08766224,0.4
Raisel Iglesias,atl,FA,RP,49.0,0.4,5541364.63,,,17130.0,,,,,,,,,,,,,4.4160633,4.4702473,4.247967,0.14990844,0.085956424,0.4
Daysbel Hernández,atl,FA,RP,42.0,0.4,5541364.63,,,20271.0,,,,,,,,,,,,,4.371293,4.4695716,4.1727858,0.1829277,0.09362478,0.4
Joe Jimenez,atl,FA,RP,44.0,0.3,4156023.47,,,15761.0,,,,,,,,,,,,,4.430667,4.5086145,4.244952,0.15628274,0.08644333,0.3
Dylan Lee,atl,FA,RP,44.0,0.3,4156023.47,,,19996.0,,,,,,,,,,,,,4.4296756,4.4958086,4.2183084,0.16743515,0.0868574,0.3
Chris Sale,atl,FA,SP,50.0,0.1,1385341.16,,,10603.0,,,,,,,,,,,,,4.935324,4.8779554,4.9640656,0.12360328,0.050117016,0.1
Reynaldo López,atl,FA,SP,45.0,0.0,0.0,,,16400.0,,,,,,,,,,,,,4.9167647,4.936188,5.0270305,0.12821299,0.05730995,0.0
Bryce Elder,atl,FA,SP,40.0,-0.1,0.0,,,27779.0,,,,,,,,,,,,,4.842841,4.996588,5.118993,0.14861056,0.073728345,-0.1
Michael Harris II,atl,FA,CF,38.0,-1.1509446500119815,0.0,,,25931.0,0.05687184,0.27429536,0.2095519,0.2669165,0.32842994,0.26632988,63.773735,88.52988,-21.85542499728319,-5.655539568979293,-2.669511127471924,-1.1509446500119815,,,,,,
Nick Allen,atl,FA,SS,40.0,-1.462468872321823,0.0,,,22277.0,0.062797934,0.3151687,0.18289344,0.24716109,0.2846999,0.24482968,47.1259,87.720055,-32.86772257525747,-6.01043711300008,5.644746615886688,-1.462468872321823,,,,,,
Ronald Acuña Jr.,atl,FA,RF,41.0,-2.1158867466462605,0.0,,,18401.0,0.063607775,0.27277285,0.20851259,0.2712599,0.3320468,0.27098465,65.529884,88.75846,-19.471277004334983,-5.700257148128003,-14.465374088287357,-2.1158867466462605,,,,,,
Luke Williams,atl,FA,2B,42.0,-2.695835241542901,0.0,,,19931.0,0.07617971,0.34405145,0.16172615,0.23254813,0.2391355,0.22682397,33.144753,85.861465,-42.09016136134543,-3.669645818299614,0.4394036889076229,-2.695835241542901,,,,,,
Austin Riley,atl,FA,3B,42.0,-2.700346798451866,0.0,,,18360.0,0.06475259,0.34160691,0.16539612,0.23311704,0.26031828,0.23210599,36.657036,87.3775,-39.38473924485648,-6.377970250323415,0.3980927467346191,-2.700346798451866,,,,,,
Ozzie Albies,atl,FA,2B,42.0,-2.992770692346712,0.0,,,16556.0,0.06199947,0.34620115,0.1622993,0.22759064,0.2520586,0.2266829,32.97132,87.233696,-42.16241636508848,-6.507503527100198,0.4395489835739137,-2.992770692346712,,,,,,
Jarred Kelenic,atl,FA,OF,39.0,-3.0185148053661788,0.0,,,22558.0,0.05774304,0.30760205,0.18832572,0.24857873,0.29391474,0.24767241,49.49838,87.99442,-31.411693043825103,-6.302711886819452,-10.768258285560991,-3.0185148053661788,,,,,,
Orlando Arcia,atl,FA,SS,44.0,-3.321852559669096,0.0,,,13185.0,0.06262569,0.37105972,0.1468616,0.21143714,0.223202,0.21047379,20.695616,86.5374,-50.4646437546102,-6.276829507551156,5.286100053787232,-3.321852559669096,,,,,,
Marcell Ozuna,atl,FA,DH,48.0,-4.089509107672972,0.0,,,10324.0,0.07844137,0.34126815,0.16382907,0.24032916,0.2591095,0.23786457,39.349464,86.86041,-36.43522084340816,-5.043186535403947,-17.5,-4.089509107672972,,,,,,
Matt Olson,atl,FA,1B,45.0,-4.553258692811272,0.0,,,14344.0,0.07162217,0.35637942,0.15509152,0.22692744,0.24115328,0.22501914,30.543772,86.708984,-43.01458578865702,-5.689305515843444,-14.819262008666993,-4.553258692811272,,,,,,
Eli White,atl,FA,DH,45.0,-6.125463184296489,0.0,,,19346.0,0.062554106,0.37816325,0.14461325,0.20332837,0.20283104,0.19685617,12.804115,85.184715,-57.43952222568233,-3.9912351040402423,-17.5,-6.125463184296489,,,,,,
Chadwick Tromp,atl,FA,C,44.0,-8.889584687016335,0.0,,,16953.0,0.06798225,0.36120343,0.1520735,0.21455407,0.21441163,0.20750129,20.579775,85.08239,-51.98714300481284,-3.148259825538844,-50.8837452260254,-8.889584687016335,,,,,,
Sean Murphy,atl,FA,C,44.0,-9.479285199248016,0.0,,,19352.0,0.06067094,0.38187853,0.14150116,0.20319667,0.21029897,0.20150405,14.514436,86.16572,-55.058900356292725,-6.016176642806386,-50.723136077148446,-9.479285199248016,,,,,,
Angel Perdomo,atl,FA,,,,0.0,,,17759.0,,,,,,,,,,,,,,,,,,
Grayson Rodriguez,bal,FA,SP,39.0,2.9,41733402.39,,,24492.0,,,,,,,,,,,,,3.2715786,3.7761586,3.9619012,0.25833863,0.06538657,2.9
Gunnar Henderson,bal,FA,SS,38.0,2.397734899010651,33905556.57,,,26289.0,0.0745954,0.21255143,0.25131005,0.31543297,0.40968576,0.31550848,100.09943,90.32016,3.333614186542792,-4.641442996216938,5.9044126963615415,2.397734899010651,,,,,,
Colin Selby,bal,FA,RP,41.0,0.4,5541364.63,,,24986.0,,,,,,,,,,,,,4.2950068,4.4555016,4.1608763,0.17923431,0.096662134,0.4
Seranthony Dominguez,bal,FA,RP,44.0,0.3,4156023.47,,,19249.0,,,,,,,,,,,,,4.4457197,4.512298,4.2525053,0.15741853,0.08664153,0.3
Keegan Akin,bal,FA,RP,44.0,0.3,4156023.47,,,19362.0,,,,,,,,,,,,,4.4182677,4.5045953,4.2494836,0.1499422,0.085142925,0.3
Cionel Perez,bal,FA,RP,43.0,0.3,4156023.47,,,19614.0,,,,,,,,,,,,,4.3582687,4.4852004,4.2213306,0.14840025,0.08692659,0.3
Gregory Soto,bal,FA,RP,44.0,0.3,4156023.47,,,19677.0,,,,,,,,,,,,,4.4166994,4.503044,4.24528,0.15937175,0.09035672,0.3
Bryan Baker,bal,FA,RP,44.0,0.3,4156023.47,,,19804.0,,,,,,,,,,,,,4.4070168,4.502321,4.250332,0.14845265,0.08606822,0.3
Yennier Cano,bal,FA,RP,45.0,0.3,4156023.47,,,25911.0,,,,,,,,,,,,,4.428563,4.507159,4.264808,0.15247089,0.088936135,0.3
Albert Suarez,bal,FA,SP,49.0,0.1,1385341.16,,,6175.0,,,,,,,,,,,,,4.9511085,4.895044,4.9702106,0.123241834,0.050339438,0.1
Zach Eflin,bal,FA,SP,45.0,0.1,1385341.16,,,13774.0,,,,,,,,,,,,,4.945388,4.877428,4.95388,0.1282371,0.052645396,0.1
Dean Kremer,bal,FA,SP,43.0,-0.0,0.0,,,19350.0,,,,,,,,,,,,,4.9009113,4.952564,5.0333767,0.13073175,0.059686095,-0.0
Tyler Wells,bal,FA,SP,44.0,0.0,0.0,,,20000.0,,,,,,,,,,,,,4.91441,4.945306,5.0299544,0.1290436,0.058120362,0.0
Kyle Bradish,bal,FA,SP,42.0,0.0,0.0,,,24586.0,,,,,,,,,,,,,4.7907143,4.9460826,5.142483,0.1332842,0.06816767,0.0
Trevor Rogers,bal,FA,SP,41.0,-0.1,0.0,,,22286.0,,,,,,,,,,,,,4.80884,5.0118856,5.104015,0.13914914,0.066990145,-0.1
Cade Povich,bal,FA,SP,39.0,-0.3,0.0,,,30055.0,,,,,,,,,,,,,4.8195953,5.090139,5.1972985,0.14644225,0.07224979,-0.3
Ramon Urias,bal,FA,3B,45.0,-3.3855142493153587,0.0,,,18795.0,0.06784559,0.36313084,0.15121153,0.220075,0.23290202,0.21854122,26.112549,86.62227,-46.33254594046896,-5.927028713340405,0.1803168869018554,-3.3855142493153587,,,,,,
Emmanuel Rivera,bal,FA,3B,43.0,-3.459086308905136,0.0,,,19890.0,0.06286793,0.36056516,0.15302083,0.21861158,0.23564424,0.21790989,26.174524,86.865685,-46.65591131477821,-6.457801942597143,0.313449306488037,-3.459086308905136,,,,,,
Cedric Mullins,bal,FA,CF,44.0,-4.012405852441459,0.0,,,17929.0,0.0667665,0.36149484,0.15217426,0.2204368,0.23460266,0.21911913,26.668808,86.716194,-46.0365423690982,-6.10266756004421,-6.08358554840088,-4.012405852441459,,,,,,
Jorge Mateo,bal,FA,2B,44.0,-4.16988101272851,0.0,,,17273.0,0.060353037,0.37821284,0.14310673,0.20509852,0.21427979,0.20394322,16.216122,86.32885,-53.80956882965274,-6.242249165807152,0.2857659471035005,-4.16988101272851,,,,,,
Ryan Mountcastle,bal,FA,1B,42.0,-4.573171059711747,0.0,,,18373.0,0.06225846,0.34818232,0.16110423,0.22665861,0.25039864,0.22582485,32.266434,87.20099,-42.601907215467314,-6.514412090764381,-14.601975202560425,-4.573171059711747,,,,,,
Ryan O'Hearn,bal,FA,RF,45.0,-4.856252153084107,0.0,,,16442.0,0.06913794,0.3576632,0.15427653,0.2245373,0.23986533,0.22313927,29.307173,86.786026,-43.977446489217805,-5.962153864384163,-16.552888870239258,-4.856252153084107,,,,,,
Adley Rutschman,bal,FA,C,41.0,-5.629392045063133,0.0,,,26288.0,0.06092814,0.3088584,0.18642564,0.24966891,0.29327342,0.24873848,49.54093,88.03223,-30.865655256480704,-6.186086484231055,-37.01751842452393,-5.629392045063133,,,,,,
Daz Cameron,bal,FA,OF,42.0,-6.153163275965799,0.0,,,18353.0,0.056735422,0.37140092,0.14699617,0.2068523,0.22071677,0.20666207,18.581322,86.62254,-52.416986625369,-6.748872006428428,-20.03635959628439,-6.153163275965799,,,,,,
Tyler O'Neill,bal,FA,OF,44.0,-6.53786938224897,0.0,,,15711.0,0.06312642,0.3780136,0.14359166,0.20669551,0.21237282,0.20407574,16.447346,86.063095,-53.74169476730068,-5.647101098438725,-23.583542203917496,-6.53786938224897,,,,,,
Gary Sánchez,bal,FA,C,46.0,-9.19768710177556,0.0,,,11442.0,0.06792822,0.3683689,0.14871445,0.21647389,0.225411,0.21392405,23.009687,86.29599,-48.69743763528219,-5.472191153166932,-54.86892293256837,-9.19768710177556,,,,,,
René Pinto,bal,FA,C,42.0,-10.414821238915565,0.0,,,19859.0,0.046805367,0.4083617,0.13114245,0.1744394,0.17470565,0.16906688,-6.5773396,84.84521,-71.67306342357541,-5.172152056111372,-44.121250785302735,-10.414821238915565,,,,,,
Félix Bautista,bal,FA,,,,0.0,,,20666.0,,,,,,,,,,,,,,,,,,
Justin Wilson,bos,FA,RP,51.0,0.4,5541364.63,,,4301.0,,,,,,,,,,,,,4.366984,4.4455132,4.230459,0.1468497,0.08579356,0.4
Aroldis Chapman,bos,FA,RP,51.0,0.4,5541364.63,,,10233.0,,,,,,,,,,,,,4.341009,4.4368887,4.2168584,0.14614813,0.08632845,0.4
Brennan Bernardino,bos,FA,RP,47.0,0.4,5541364.63,,,16835.0,,,,,,,,,,,,,4.3425136,4.4568987,4.214453,0.14374809,0.08665238,0.4
Greg Weissert,bos,FA,RP,44.0,0.4,5541364.63,,,20375.0,,,,,,,,,,,,,4.3499503,4.4738255,4.2155414,0.14582284,0.086233765,0.4
Justin Slaten,bos,FA,RP,41.0,0.4,5541364.63,,,25648.0,,,,,,,,,,,,,4.314947,4.437954,4.146682,0.19130173,0.092966266,0.4
Cam Booser,bos,FA,RP,47.0,0.3,4156023.47,,,16061.0,,,,,,,,,,,,,4.4148197,4.4900618,4.259941,0.14675432,0.08717824,0.3
Zack Kelly,bos,FA,RP,44.0,0.3,4156023.47,,,20349.0,,,,,,,,,,,,,4.3840594,4.490418,4.235434,0.1476248,0.08607819,0.3
Chase Shugart,bos,FA,RP,42.0,0.3,4156023.47,,,21544.0,,,,,,,,,,,,,4.408218,4.5101852,4.2358236,0.15784624,0.08686035,0.3
Josh Winckowski,bos,FA,RP,41.0,0.3,4156023.47,,,22387.0,,,,,,,,,,,,,4.357927,4.4933057,4.197162,0.15916437,0.08648167,0.3
Luis Guerrero,bos,FA,RP,38.0,0.3,4156023.47,,,31184.0,,,,,,,,,,,,,4.3284054,4.491425,4.166073,0.18086521,0.08593991,0.3
Tanner Houck,bos,FA,SP,43.0,0.0,0.0,,,19879.0,,,,,,,,,,,,,4.878446,4.925271,5.021009,0.13189057,0.061074182,0.0
Garrett Whitlock,bos,FA,SP,43.0,0.0,0.0,,,20191.0,,,,,,,,,,,,,4.894435,4.938832,5.0232477,0.13135315,0.060124435,0.0
Kutter Crawford,bos,FA,SP,43.0,-0.0,0.0,,,20531.0,,,,,,,,,,,,,4.8798704,4.967121,5.0520945,0.13153341,0.061764553,-0.0
Garrett Crochet,bos,FA,SP,40.0,-0.1,0.0,,,27463.0,,,,,,,,,,,,,4.761383,5.0086823,5.1337404,0.15514109,0.07471599,-0.1
Brayan Bello,bos,FA,SP,40.0,-0.2,0.0,,,23920.0,,,,,,,,,,,,,4.8222675,5.0620008,5.1742992,0.14603548,0.07218114,-0.2
Richard Fitts,bos,FA,SP,39.0,-0.2,0.0,,,30160.0,,,,,,,,,,,,,4.868353,5.073922,5.184579,0.14287029,0.071678974,-0.2
Vaughn Grissom,bos,FA,2B,38.0,-0.9789401131570636,0.0,,,26031.0,0.05631782,0.27764136,0.20685282,0.26394475,0.32166898,0.26283252,61.228687,88.38461,-23.646756823469957,-5.753031161148101,0.9049567520618436,-0.9789401131570636,,,,,,
Triston Casas,bos,FA,1B,39.0,-1.5878879795160863,0.0,,,22514.0,0.06719747,0.265991,0.21617869,0.28064328,0.3508138,0.2803983,73.15266,89.14592,-14.649646491539183,-5.546257572714239,-14.266616258621216,-1.5878879795160863,,,,,,
Rafael Devers,bos,FA,3B,42.0,-1.83762356569822,0.0,,,17350.0,0.06621199,0.3174887,0.18091916,0.24903455,0.28908387,0.24806334,48.392334,87.93432,-31.21145959889016,-6.096648465609178,0.3981789970397944,-1.83762356569822,,,,,,
Trevor Story,bos,FA,SS,46.0,-2.7711833219483752,0.0,,,12564.0,0.07166537,0.35801384,0.1543235,0.22200374,0.22732733,0.21662873,25.95146,85.70513,-47.31211375027168,-3.923583443393,5.176882514953613,-2.7711833219483752,,,,,,
Jarren Duran,bos,FA,OF,42.0,-4.34480009680142,0.0,,,24617.0,0.061990086,0.34740785,0.16160762,0.22698034,0.25126746,0.22618914,32.56289,87.22612,-42.415320326642295,-6.528504762682132,-12.536433982946493,-4.34480009680142,,,,,,
Rob Refsnyder,bos,FA,OF,48.0,-4.707501931183272,0.0,,,13770.0,0.08012161,0.3376158,0.16597536,0.24351676,0.26320034,0.24083915,41.445602,86.88584,-34.91165307091504,-4.876085954310838,-25.24699802398717,-4.707501931183272,,,,,,
Romy Gonzalez,bos,FA,2B/3B,42.0,-5.935528462273757,0.0,,,21562.0,0.055601202,0.3795458,0.14358702,0.19186494,0.18628347,0.18150626,4.245998,83.87527,-65.30167107756546,-2.1794845804106444,-9.588241395923705,-5.935528462273757,,,,,,
Connor Wong,bos,FA,C,43.0,-9.80102303389972,0.0,,,19896.0,0.05463625,0.39106265,0.1369371,0.19240414,0.1979839,0.19083545,7.4217587,85.94053,-60.52330808523224,-6.237742458761204,-48.190193311840815,-9.80102303389972,,,,,,
Lucas Giolito,bos,FA,,,,0.0,,,15474.0,,,,,,,,,,,,,,,,,,
Chris Murphy,bos,FA,,,,0.0,,,26214.0,,,,,,,,,,,,,,,,,,
Justin Steele,chc,FA,SP,43.0,0.5,6926705.79,,,17312.0,,,,,,,,,,,,,4.3956337,4.716115,4.8827667,0.17109351,0.07118851,0.5
Luke Little,chc,FA,RP,38.0,0.5,6926705.79,,,28036.0,,,,,,,,,,,,,4.0319605,4.3532305,3.983876,0.21048333,0.10687712,0.5
Julian Merryweather,chc,FA,RP,47.0,0.4,5541364.63,,,16703.0,,,,,,,,,,,,,4.3895154,4.478451,4.2463636,0.14404067,0.086585045,0.4
Porter Hodge,chc,FA,RP,38.0,0.4,5541364.63,,,26413.0,,,,,,,,,,,,,4.1814446,4.403442,4.0751667,0.20339738,0.10462029,0.4
Daniel Palencia,chc,FA,RP,39.0,0.4,5541364.63,,,27914.0,,,,,,,,,,,,,4.312746,4.427695,4.128914,0.19869134,0.09322594,0.4
Jack Neely,chc,FA,RP,39.0,0.4,5541364.63,,,30106.0,,,,,,,,,,,,,4.2640576,4.3907223,4.117425,0.20092878,0.09758137,0.4
Keegan Thompson,chc,FA,RP,44.0,0.3,4156023.47,,,19795.0,,,,,,,,,,,,,4.392855,4.498826,4.243942,0.14854619,0.087016925,0.3
Tyson Miller,chc,FA,RP,43.0,0.3,4156023.47,,,19976.0,,,,,,,,,,,,,4.4127116,4.5084825,4.2456117,0.156712,0.08833354,0.3
Nate Pearson,chc,FA,RP,42.0,0.3,4156023.47,,,20160.0,,,,,,,,,,,,,4.3774033,4.4972205,4.2112083,0.15591921,0.08621917,0.3
Eli Morgan,chc,FA,RP,43.0,0.3,4156023.47,,,20203.0,,,,,,,,,,,,,4.423796,4.5129538,4.2481794,0.15434717,0.086339734,0.3
Ethan Roberts,chc,FA,RP,41.0,0.3,4156023.47,,,24930.0,,,,,,,,,,,,,4.3835926,4.505464,4.2119074,0.16645736,0.08792578,0.3
Jameson Taillon,chc,FA,SP,47.0,0.0,0.0,,,11674.0,,,,,,,,,,,,,5.0171394,4.927977,4.947232,0.11785367,0.04734147,0.0
Javier Assad,chc,FA,SP,41.0,-0.0,0.0,,,21741.0,,,,,,,,,,,,,4.8348675,4.971011,5.0638194,0.13710907,0.06489518,-0.0
Shota Imanaga,chc,FA,SP,45.0,0.0,0.0,,,33829.0,,,,,,,,,,,,,4.814457,4.9293833,5.065065,0.13414612,0.06404654,0.0
Jordan Wicks,chc,FA,SP,39.0,-0.2,0.0,,,30094.0,,,,,,,,,,,,,4.787306,5.062307,5.1740637,0.15381496,0.07498993,-0.2
Miles Mastrobuoni,chc,FA,SS/3B,43.0,-1.554765702336738,0.0,,,20017.0,0.07957715,0.3408321,0.16421549,0.2398527,0.2532595,0.23562375,38.46862,86.46468,-37.58295879712919,-4.389961766428314,7.8349985570404765,-1.554765702336738,,,,,,
Nico Hoerner,chc,FA,SS/2B,42.0,-1.6630735168244082,0.0,,,21479.0,0.067143016,0.33366492,0.16985221,0.23869911,0.2662045,0.2367045,40.080215,87.39231,-37.02940319224101,-6.109454981633462,7.939519585378283,-1.6630735168244082,,,,,,
Kyle Tucker,chc,FA,RF,42.0,-2.354471652611982,0.0,,,18345.0,0.066092975,0.28007698,0.20293684,0.26823786,0.3240132,0.26772186,62.47979,88.61854,-21.14246113125871,-5.796087698545307,-15.036491489410402,-2.354471652611982,,,,,,
Dansby Swanson,chc,FA,SS,45.0,-4.055763798870953,0.0,,,18314.0,0.05964647,0.38814753,0.13934621,0.19833447,0.20156859,0.19478293,10.277842,85.74171,-58.50142731026905,-5.372670467913849,5.226394425630569,-4.055763798870953,,,,,,
Cody Bellinger,chc,FA,OF,43.0,-4.485283541097238,0.0,,,15998.0,0.06478298,0.35256675,0.1578246,0.22520703,0.24543619,0.22425088,30.703854,87.04953,-43.40808438673252,-6.371480760863051,-13.077431678774357,-4.485283541097238,,,,,,
Ian Happ,chc,FA,LF,44.0,-4.613625066519642,0.0,,,17919.0,0.07280882,0.35501888,0.15598175,0.22836904,0.2417557,0.22600847,31.330883,86.64996,-42.50785435699835,-5.523307303337788,-16.083582115173343,-4.613625066519642,,,,,,
Seiya Suzuki,chc,FA,RF,44.0,-4.987479089137811,0.0,,,30116.0,0.06760592,0.36121994,0.1523676,0.22128026,0.2352458,0.21986051,27.132175,86.70684,-45.65681244396581,-6.038141812314279,-16.08355894088745,-4.987479089137811,,,,,,
