Player Name,Team,Status,Position,Age,WAR,Base_Value,Contract_Value,Surplus_Value,IDfg,BB%_bat,K%_bat,AVG,OBP,SLG,wOBA,wRC+,EV,Off,BsR,Def,WAR_batter,ERA,FIP,SIERA,K%_pit,BB%_pit,WAR_pitcher
Kevin Ginkel,ari,FA,RP,42.0,0.3,3694689.74,,,19876.0,,,,,,,,,,,,,4.378108,4.48788,4.214552,0.17015609,0.091678165,0.3
Kyle Nelson,ari,FA,RP,39.0,0.3,3694689.74,,,20515.0,,,,,,,,,,,,,4.337853,4.502598,4.170568,0.17638278,0.086293034,0.3
Merrill Kelly,ari,FA,SP,47.0,0.1,1231563.25,,,11156.0,,,,,,,,,,,,,4.93077,4.8725715,4.961459,0.12686397,0.052154988,0.1
Eduardo Rodriguez,ari,FA,SP,43.0,-0.0,0.0,,,13164.0,,,,,,,,,,,,,4.909315,4.950711,5.028864,0.13033095,0.05899572,-0.0
Jordan Montgomery,ari,FA,SP,43.0,0.0,0.0,,,16511.0,,,,,,,,,,,,,4.8638496,4.9444,5.041239,0.13291633,0.06254874,0.0
Alek Thomas,ari,FA,CF,36.0,-0.1400414975094664,0.0,,,23792.0,0.055211723,0.2409323,0.22918594,0.28240475,0.35541248,0.28179452,76.038635,88.7407,-13.934515051725434,-4.76961244828999,-1.569497299194336,-0.1400414975094664,,,,,,
Ryne Nelson,ari,FA,SP,38.0,-0.3,0.0,,,26253.0,,,,,,,,,,,,,4.8120685,5.0995893,5.2022753,0.15184551,0.074613556,-0.3
Tommy Henry,ari,FA,SP,38.0,-0.3,0.0,,,26285.0,,,,,,,,,,,,,4.793055,5.114068,5.2072234,0.15334581,0.07505564,-0.3
Ketel Marte,ari,FA,2B,42.0,-1.9528268494120848,0.0,,,13613.0,0.065421686,0.31989053,0.17932388,0.2468869,0.2853306,0.24584682,46.86305,87.860916,-32.34674926792703,-6.1319984088186175,0.4398264288902282,-1.9528268494120848,,,,,,
Jake McCarthy,ari,FA,OF,38.0,-2.491080148053879,0.0,,,21622.0,0.062447373,0.26804012,0.21205787,0.27225947,0.3281916,0.26917532,65.61958,88.349,-20.3980063868732,-5.2482657437212765,-17.66753144395053,-2.491080148053879,,,,,,
Eugenio Suarez,ari,FA,3B,44.0,-4.1927811805165565,0.0,,,12552.0,0.06158423,0.38005885,0.14241943,0.20486127,0.21196316,0.20302069,15.576965,86.17487,-54.28208465110964,-5.9504517246750765,0.2420626831054688,-4.1927811805165565,,,,,,
Jose Herrera,ari,FA,C,39.0,-4.306199226177923,0.0,,,17040.0,0.08322536,0.31877372,0.17751852,0.2525521,0.26603663,0.24528344,46.71648,86.17184,-32.63531134477476,-2.9325969354249537,-25.534062259960933,-4.306199226177923,,,,,,
Lourdes Gurriel Jr.,ari,FA,LF,42.0,-4.572530422975625,0.0,,,19238.0,0.061929654,0.34633228,0.16225298,0.22753945,0.25218007,0.22669418,32.96806,87.241844,-42.15663871241779,-6.518842293298803,-15.036535263061523,-4.572530422975625,,,,,,
Pavin Smith,ari,FA,1B/RF,40.0,-5.497340283643102,0.0,,,19892.0,0.067705356,0.33102304,0.17341413,0.24282403,0.27529168,0.2408927,43.409237,87.559654,-34.88423020955993,-6.096215309808031,-31.794707383951437,-5.497340283643102,,,,,,
Anthony Maldonado,ath,FA,RP,38.0,0.5,6157816.23,,,26034.0,,,,,,,,,,,,,4.203537,4.3373275,4.1027923,0.2028059,0.099396326,0.5
Mason Miller,ath,FA,RP,37.0,0.5,6157816.23,,,31757.0,,,,,,,,,,,,,4.2536545,4.359919,4.086582,0.21152565,0.09534561,0.5
T.J. McFarland,ath,FA,RP,47.0,0.4,4926252.98,,,3237.0,,,,,,,,,,,,,4.3384933,4.457439,4.216135,0.14298508,0.087142244,0.4
Michel Otanez,ath,FA,RP,38.0,0.4,4926252.98,,,22533.0,,,,,,,,,,,,,4.1984973,4.4094114,4.067623,0.21032624,0.10674759,0.4
Jeffrey Springs,ath,FA,SP,43.0,0.1,1231563.25,,,17677.0,,,,,,,,,,,,,4.8314533,4.9048686,5.0235696,0.1357809,0.06420922,0.1
Luis Severino,ath,FA,SP,42.0,-0.0,0.0,,,15890.0,,,,,,,,,,,,,4.8440228,4.9728036,5.0620875,0.1347818,0.063794024,-0.0
J.J. Bleday,ath,FA,CF,38.0,-1.4724576957425335,0.0,,,26368.0,0.06427506,0.2940847,0.19807586,0.26199457,0.314463,0.26039168,58.639553,88.24958,-24.89694316794232,-5.7600641855970025,-2.674296188354492,-1.4724576957425335,,,,,,
Shea Langeliers,ath,FA,C,38.0,-3.274712347497593,0.0,,,25816.0,0.059101608,0.297289,0.1958236,0.25635347,0.30871361,0.25567,55.444477,88.22502,-27.31536019720682,-6.088298151735216,-17.58974078015137,-3.274712347497593,,,,,,
Miguel Andujar,ath,FA,LF,41.0,-4.063737025344677,0.0,,,15878.0,0.061527707,0.33168668,0.17200017,0.2364586,0.2675825,0.23499243,39.551407,87.49899,-37.90631653913638,-6.35383534594439,-14.465689086914065,-4.063737025344677,,,,,,
Brent Rooker,ath,FA,LF,41.0,-5.378995460356086,0.0,,,19627.0,0.059840456,0.36884803,0.14888565,0.21102396,0.22404966,0.21002232,20.983166,86.57217,-50.69588724287545,-6.453360427112784,-14.466125965118408,-5.378995460356086,,,,,,
Seth Brown,ath,FA,1B/LF,43.0,-7.63182891390342,0.0,,,18171.0,0.060045455,0.38040844,0.14215402,0.20308004,0.20997033,0.2013258,14.581988,86.15037,-55.15019795371265,-6.061919726198539,-32.48102379995932,-7.63182891390342,,,,,,
Spencer Schwellenbach,atl,FA,SP,36.0,5.2,70814886.59,,,31846.0,,,,,,,,,,,,,2.5300045,3.0487857,3.2360163,0.30469772,0.054765157,5.2
Michael Harris II,atl,FA,CF,35.0,0.5613546423818437,6913437.45,,,25931.0,0.05649864,0.22511365,0.2400841,0.29251248,0.3771194,0.29350826,84.67631,89.11813,-7.934792919856744,-4.318140669493005,-1.1470090389251708,0.5613546423818437,,,,,,
Angel Perdomo,atl,FA,RP,42.0,0.5,6157816.23,,,17759.0,,,,,,,,,,,,,4.120063,4.3558717,3.999154,0.17646034,0.09160257,0.5
Nick Allen,atl,FA,SS,37.0,0.4394847880464785,5412533.12,,,22277.0,0.060977157,0.24489829,0.22471102,0.2818645,0.34231165,0.27779156,72.589676,88.37699,-15.98481088731347,-4.663511059479788,6.0540547460317615,0.4394847880464785,,,,,,
Pierce Johnson,atl,FA,RP,45.0,0.4,4926252.98,,,13435.0,,,,,,,,,,,,,4.308977,4.4425144,4.1670265,0.15152685,0.087442294,0.4
Aaron Bummer,atl,FA,RP,42.0,0.4,4926252.98,,,16258.0,,,,,,,,,,,,,4.164056,4.3739104,4.0271955,0.17056331,0.0890909,0.4
Dylan Lee,atl,FA,RP,41.0,0.4,4926252.98,,,19996.0,,,,,,,,,,,,,4.3326364,4.4524574,4.1266813,0.19128725,0.08776912,0.4
Daysbel Hernández,atl,FA,RP,39.0,0.4,4926252.98,,,20271.0,,,,,,,,,,,,,4.2669,4.4028654,4.1223264,0.20034409,0.09856452,0.4
Joe Jimenez,atl,FA,RP,41.0,0.3,3694689.74,,,15761.0,,,,,,,,,,,,,4.36815,4.498871,4.177086,0.17730433,0.08754136,0.3
Raisel Iglesias,atl,FA,RP,46.0,0.3,3694689.74,,,17130.0,,,,,,,,,,,,,4.4507656,4.4980373,4.245454,0.15779299,0.085214205,0.3
Bryce Elder,atl,FA,SP,37.0,0.3,3694689.74,,,27779.0,,,,,,,,,,,,,4.551169,4.774863,4.9001555,0.18042928,0.079461545,0.3
Ronald Acuña Jr.,atl,FA,RF,38.0,0.2628333158479282,3236958.51,,,18401.0,0.070262745,0.21168654,0.2497518,0.3107019,0.40221536,0.31076545,96.6124,89.99882,0.904252436102892,-4.558157462161034,-12.671546602249148,0.2628333158479282,,,,,,
Chris Sale,atl,FA,SP,47.0,0.1,1231563.25,,,10603.0,,,,,,,,,,,,,4.9094844,4.903347,5.0098753,0.1274627,0.055404544,0.1
Reynaldo López,atl,FA,SP,42.0,-0.1,0.0,,,16400.0,,,,,,,,,,,,,4.8231416,4.986113,5.090823,0.13771798,0.06675811,-0.1
Austin Riley,atl,FA,3B,39.0,-1.1080670543873334,0.0,,,18360.0,0.06178682,0.29239634,0.19874457,0.2614642,0.3177614,0.2612381,58.95243,88.48167,-24.46341314548399,-6.028757491149008,0.7318953800201415,-1.1080670543873334,,,,,,
Jarred Kelenic,atl,FA,OF,36.0,-1.1492148307247216,0.0,,,22558.0,0.056668494,0.2534669,0.22296992,0.2781804,0.34908754,0.2776369,72.893585,88.71022,-16.064034182850907,-5.030783980619162,-9.06870530124919,-1.1492148307247216,,,,,,
Ozzie Albies,atl,FA,2B,39.0,-1.4255806937807058,0.0,,,16556.0,0.057598684,0.29288855,0.19702306,0.25626895,0.3071037,0.25520003,55.042984,88.212616,-27.55608300464909,-6.08303178101778,0.7672058629989624,-1.4255806937807058,,,,,,
Luke Williams,atl,FA,2B,39.0,-2.49654985223466,0.0,,,19931.0,0.074718095,0.32883534,0.16914487,0.23554106,0.23828006,0.2271831,35.054043,85.22109,-41.906215249038326,-2.229301384650171,0.7681099581718445,-2.49654985223466,,,,,,
Orlando Arcia,atl,FA,SS,41.0,-2.858165009787045,0.0,,,13185.0,0.057221353,0.3521466,0.15904918,0.22030811,0.2431174,0.21986157,28.520477,87.11081,-45.6562705505185,-6.78900474216789,5.534040073156357,-2.858165009787045,,,,,,
Matt Olson,atl,FA,1B,42.0,-4.405836930264418,0.0,,,14344.0,0.06786461,0.34967703,0.16003896,0.2298764,0.2507998,0.22841199,33.609047,87.089615,-41.2767869292236,-6.196977444633376,-14.604655666351318,-4.405836930264418,,,,,,
Marcell Ozuna,atl,FA,DH,45.0,-4.613341469112719,0.0,,,10324.0,0.072858304,0.3515523,0.15787737,0.23095398,0.24753949,0.22915025,33.412197,86.85628,-40.89865215522487,-5.7133123656967655,-17.5,-4.613341469112719,,,,,,
Eli White,atl,FA,DH,42.0,-7.739828962571352,0.0,,,19346.0,0.04719881,0.40602377,0.13316594,0.17425096,0.17205624,0.16574785,-7.910356,84.180435,-73.37305185852982,-3.87849009828642,-17.5,-7.739828962571352,,,,,,
Sean Murphy,atl,FA,C,41.0,-7.9920986640921186,0.0,,,19352.0,0.056015003,0.37688848,0.14460036,0.20391247,0.21696348,0.20403306,16.607414,86.55602,-53.76355368044318,-6.772358203888871,-36.6878731473877,-7.9920986640921186,,,,,,
Chadwick Tromp,atl,FA,C,41.0,-8.587763119459499,0.0,,,16953.0,0.05665833,0.3728979,0.146379,0.19509253,0.18830852,0.18405078,6.4772954,83.704124,-63.99837917525594,-1.6287375771207735,-37.43417994194336,-8.587763119459499,,,,,,
Gunnar Henderson,bal,FA,SS,35.0,6.05919240648865,84041758.94,,,26289.0,0.10835329,0.15216254,0.29620293,0.381523,0.51210475,0.38337472,148.45,93.94212,38.09436919631028,-3.995424443419324,6.379922707080841,6.05919240648865,,,,,,
Grayson Rodriguez,bal,FA,SP,36.0,4.6,61578162.25,,,24492.0,,,,,,,,,,,,,2.8253357,3.2719321,3.4698691,0.29368314,0.060210057,4.6
Cionel Perez,bal,FA,RP,40.0,0.4,4926252.98,,,19614.0,,,,,,,,,,,,,4.301888,4.4732995,4.169353,0.16238053,0.08826532,0.4
Gregory Soto,bal,FA,RP,41.0,0.4,4926252.98,,,19677.0,,,,,,,,,,,,,4.330874,4.464253,4.1645675,0.18337204,0.0951226,0.4
Félix Bautista,bal,FA,RP,41.0,0.4,4926252.98,,,20666.0,,,,,,,,,,,,,4.3591123,4.4627285,4.1314692,0.19195564,0.090306245,0.4
Colin Selby,bal,FA,RP,38.0,0.4,4926252.98,,,24986.0,,,,,,,,,,,,,4.18323,4.3885765,4.096347,0.20071045,0.10385465,0.4
Seranthony Dominguez,bal,FA,RP,41.0,0.3,3694689.74,,,19249.0,,,,,,,,,,,,,4.3921227,4.4995427,4.182631,0.17926495,0.0880643,0.3
Keegan Akin,bal,FA,RP,41.0,0.3,3694689.74,,,19362.0,,,,,,,,,,,,,4.421838,4.5211515,4.2233014,0.16319127,0.0838856,0.3
Bryan Baker,bal,FA,RP,41.0,0.3,3694689.74,,,19804.0,,,,,,,,,,,,,4.397678,4.5094724,4.220075,0.16147552,0.08615285,0.3
Yennier Cano,bal,FA,RP,42.0,0.3,3694689.74,,,25911.0,,,,,,,,,,,,,4.380577,4.4872355,4.216334,0.17005819,0.09221024,0.3
Zach Eflin,bal,FA,SP,42.0,0.2,2463126.49,,,13774.0,,,,,,,,,,,,,4.8671427,4.8366475,4.9350176,0.1358888,0.058740072,0.2
Kyle Bradish,bal,FA,SP,39.0,0.1,1231563.25,,,24586.0,,,,,,,,,,,,,4.7683616,4.9011054,5.05752,0.15830505,0.08858617,0.1
Albert Suarez,bal,FA,SP,46.0,0.0,0.0,,,6175.0,,,,,,,,,,,,,4.935837,4.9337697,5.018154,0.126474,0.05521922,0.0
Tyler Wells,bal,FA,SP,41.0,-0.1,0.0,,,20000.0,,,,,,,,,,,,,4.81401,5.004029,5.1021485,0.13959982,0.067297004,-0.1
Cade Povich,bal,FA,SP,36.0,-0.1,0.0,,,30055.0,,,,,,,,,,,,,4.659064,5.0103917,5.107591,0.17002055,0.07762419,-0.1
Dean Kremer,bal,FA,SP,40.0,-0.2,0.0,,,19350.0,,,,,,,,,,,,,4.812937,5.039975,5.1407323,0.1415125,0.0687385,-0.2
Trevor Rogers,bal,FA,SP,38.0,-0.3,0.0,,,22286.0,,,,,,,,,,,,,4.768897,5.0865846,5.1839004,0.15724547,0.075943455,-0.3
Adley Rutschman,bal,FA,C,38.0,-1.4901003835079198,0.0,,,26288.0,0.056974668,0.24470223,0.22647949,0.2814707,0.3527102,0.2810461,74.8913,88.8774,-14.31785505573924,-4.995454939780757,-14.19089188647461,-1.4901003835079198,,,,,,
Emmanuel Rivera,bal,FA,3B,40.0,-2.372356076892157,0.0,,,19890.0,0.058528487,0.32468608,0.17721477,0.23910941,0.27574545,0.23812032,42.28853,87.68757,-36.3042276428967,-6.453741271980107,0.6076612377166748,-2.372356076892157,,,,,,
Ryan Mountcastle,bal,FA,1B,39.0,-3.0278764581657325,0.0,,,18373.0,0.05845197,0.29790878,0.19443443,0.25476676,0.3052467,0.25404438,54.032757,88.20865,-28.1479985597657,-6.159158583031967,-14.267250270843506,-3.0278764581657325,,,,,,
Ramon Urias,bal,FA,3B,42.0,-3.261123536442464,0.0,,,18795.0,0.061967142,0.35404092,0.15738705,0.22248225,0.24302225,0.22166751,29.205973,87.03959,-44.73127370055129,-6.527321798494086,0.3983667182922361,-3.261123536442464,,,,,,
Cedric Mullins,bal,FA,CF,41.0,-3.2941679209139902,0.0,,,17929.0,0.062422074,0.34058368,0.16636454,0.23171692,0.25840935,0.23028128,35.877983,87.31172,-40.31934516313599,-6.397950606769882,-4.466767978668213,-3.2941679209139902,,,,,,
Jorge Mateo,bal,FA,2B,41.0,-3.894631489402222,0.0,,,17273.0,0.054425973,0.3632918,0.15198632,0.21021174,0.22770277,0.21004584,21.529982,86.803955,-50.68383583789918,-6.920023224083707,0.5352523422241215,-3.894631489402222,,,,,,
Daz Cameron,bal,FA,OF,39.0,-4.730186066216958,0.0,,,18353.0,0.054171767,0.33123544,0.17311433,0.23122913,0.26417527,0.23036933,37.253956,87.45787,-40.27424589017542,-6.714885007822886,-18.267910674544865,-4.730186066216958,,,,,,
Ryan O'Hearn,bal,FA,1B/RF,42.0,-5.320028128441498,0.0,,,16442.0,0.06305089,0.34304142,0.16434845,0.23054378,0.2565955,0.22953938,34.982426,87.312935,-40.69934221884099,-6.440303137642331,-23.897848425860357,-5.320028128441498,,,,,,
Tyler O'Neill,bal,FA,OF,41.0,-6.470810394076862,0.0,,,15711.0,0.059150275,0.37671956,0.14449213,0.20483454,0.21322696,0.20329343,16.249666,86.24048,-54.1423906262328,-6.20764760999009,-21.965121749347347,-6.470810394076862,,,,,,
René Pinto,bal,FA,C,39.0,-8.73585606972301,0.0,,,19859.0,0.03735118,0.40034056,0.13303533,0.1702948,0.17858648,0.16980004,-6.277028,85.39056,-71.29753889688631,-6.937380332965404,-26.27768837705078,-8.73585606972301,,,,,,
Gary Sánchez,bal,FA,C,43.0,-9.124872213908809,0.0,,,11442.0,0.059911594,0.3797774,0.14244619,0.20380996,0.21206434,0.20253798,15.316974,86.26096,-54.52932544452389,-6.21689854102442,-47.578741834375,-9.124872213908809,,,,,,
Garrett Crochet,bos,FA,SP,37.0,0.9,11084069.21,,,27463.0,,,,,,,,,,,,,4.1888275,4.5328827,4.659982,0.20907055,0.07586489,0.9
Triston Casas,bos,FA,1B,36.0,0.801124171576367,9866350.84,,,22514.0,0.089555405,0.22933407,0.24968648,0.32605204,0.4238344,0.32426822,107.30023,91.321,7.820308755083783,-5.059961343649775,-13.8105486536026,0.801124171576367,,,,,,
Vaughn Grissom,bos,FA,2B,35.0,0.6385420216219135,7864048.84,,,26031.0,0.055738963,0.22258185,0.2389437,0.2909458,0.3679953,0.28988317,82.059586,88.761345,-9.79154883942953,-4.246420747367665,1.3944632750749588,0.6385420216219135,,,,,,
Justin Slaten,bos,FA,RP,38.0,0.5,6157816.23,,,25648.0,,,,,,,,,,,,,4.2077703,4.3201885,4.091059,0.20407641,0.09518576,0.5
Justin Wilson,bos,FA,RP,48.0,0.4,4926252.98,,,4301.0,,,,,,,,,,,,,4.416008,4.4750485,4.2485623,0.14846599,0.085301265,0.4
Aroldis Chapman,bos,FA,RP,48.0,0.4,4926252.98,,,10233.0,,,,,,,,,,,,,4.3377504,4.4443326,4.201777,0.14786527,0.08734291,0.4
Brennan Bernardino,bos,FA,RP,44.0,0.4,4926252.98,,,16835.0,,,,,,,,,,,,,4.3013477,4.44329,4.163527,0.15056947,0.086946584,0.4
Greg Weissert,bos,FA,RP,41.0,0.4,4926252.98,,,20375.0,,,,,,,,,,,,,4.312609,4.466189,4.159586,0.15770517,0.08621504,0.4
Josh Winckowski,bos,FA,RP,38.0,0.4,4926252.98,,,22387.0,,,,,,,,,,,,,4.2905097,4.4779153,4.1419444,0.17705564,0.0864726,0.4
Chris Murphy,bos,FA,RP,38.0,0.4,4926252.98,,,26214.0,,,,,,,,,,,,,4.265232,4.4648905,4.1514015,0.18144128,0.09047079,0.4
Luis Guerrero,bos,FA,RP,35.0,0.4,4926252.98,,,31184.0,,,,,,,,,,,,,4.2700844,4.3950477,4.107058,0.1957132,0.08148404,0.4
Cam Booser,bos,FA,RP,44.0,0.3,3694689.74,,,16061.0,,,,,,,,,,,,,4.426133,4.508846,4.253673,0.1555803,0.0884129,0.3
Zack Kelly,bos,FA,RP,41.0,0.3,3694689.74,,,20349.0,,,,,,,,,,,,,4.3624473,4.4954405,4.193115,0.1609918,0.08621065,0.3
Chase Shugart,bos,FA,RP,39.0,0.3,3694689.74,,,21544.0,,,,,,,,,,,,,4.340434,4.5004277,4.1821,0.17662095,0.08791187,0.3
Brayan Bello,bos,FA,SP,37.0,0.1,1231563.25,,,23920.0,,,,,,,,,,,,,4.5742135,4.90415,5.017686,0.17888069,0.07865627,0.1
Rafael Devers,bos,FA,3B,39.0,-0.0466191294957476,0.0,,,17350.0,0.063892536,0.2611544,0.21875592,0.28033543,0.35166508,0.2803894,73.51005,89.11863,-14.654210608179977,-5.436017881147564,0.7321428966522217,-0.0466191294957476,,,,,,
Lucas Giolito,bos,FA,SP,41.0,-0.1,0.0,,,15474.0,,,,,,,,,,,,,4.8197975,5.0305414,5.150652,0.14439444,0.07134491,-0.1
Richard Fitts,bos,FA,SP,36.0,-0.1,0.0,,,30160.0,,,,,,,,,,,,,4.7274723,5.0204377,5.1456685,0.15823033,0.07685326,-0.1
Tanner Houck,bos,FA,SP,40.0,-0.2,0.0,,,19879.0,,,,,,,,,,,,,4.879504,5.059526,5.1873918,0.13786598,0.07028148,-0.2
Garrett Whitlock,bos,FA,SP,40.0,-0.2,0.0,,,20191.0,,,,,,,,,,,,,4.8395524,5.04435,5.152698,0.140469,0.069186,-0.2
Kutter Crawford,bos,FA,SP,40.0,-0.2,0.0,,,20531.0,,,,,,,,,,,,,4.801913,5.0593452,5.170878,0.14628568,0.07195491,-0.2
Jarren Duran,bos,FA,OF,39.0,-2.6420496903766937,0.0,,,24617.0,0.05790464,0.29635948,0.19533232,0.25520515,0.30654576,0.25461033,54.477074,88.24056,-27.85812372696109,-6.165572090540081,-10.769609271807417,-2.6420496903766937,,,,,,
Trevor Story,bos,FA,SS,43.0,-4.105256888605592,0.0,,,12564.0,0.059140105,0.37818283,0.14414959,0.1972948,0.19323123,0.188704,8.356081,84.42393,-61.61502494172352,-2.874145618407056,5.356434928178787,-4.105256888605592,,,,,,
Rob Refsnyder,bos,FA,OF,45.0,-5.020121329669477,0.0,,,13770.0,0.076340415,0.34690976,0.16064817,0.23584822,0.25239772,0.23340999,36.368916,86.813515,-38.7168364902822,-5.328665056840691,-24.052905607254974,-5.020121329669477,,,,,,
Romy Gonzalez,bos,FA,2B/3B,39.0,-6.983739177527591,0.0,,,21562.0,0.04424497,0.39232743,0.14086327,0.17486988,0.16756587,0.16013597,-9.65849,82.94436,-76.24743024605077,-1.8393177073448896,-9.25511410999172,-6.983739177527591,,,,,,
Connor Wong,bos,FA,C,40.0,-7.928613720850085,0.0,,,19896.0,0.049580116,0.3739194,0.1460313,0.19873084,0.21183097,0.19866316,13.796448,86.434044,-56.51399111456988,-7.018014529603533,-33.069626943774416,-7.928613720850085,,,,,,
Justin Steele,chc,FA,SP,40.0,2.3,28787790.85,,,17312.0,,,,,,,,,,,,,3.4573023,3.954397,4.1389565,0.2423111,0.06686631,2.3
Porter Hodge,chc,FA,RP,35.0,0.5,6157816.23,,,26413.0,,,,,,,,,,,,,4.054963,4.3179827,4.033808,0.22810209,0.11391796,0.5
Daniel Palencia,chc,FA,RP,36.0,0.5,6157816.23,,,27914.0,,,,,,,,,,,,,4.223494,4.3321342,4.0649695,0.21697336,0.09565422,0.5
Luke Little,chc,FA,RP,35.0,0.5,6157816.23,,,28036.0,,,,,,,,,,,,,3.8721716,4.2654505,3.931366,0.24520278,0.1194989,0.5
Jordan Wicks,chc,FA,SP,36.0,0.5,6157816.23,,,30094.0,,,,,,,,,,,,,4.374383,4.713643,4.819877,0.1979804,0.0783355,0.5
Jack Neely,chc,FA,RP,36.0,0.5,6157816.23,,,30106.0,,,,,,,,,,,,,4.1293135,4.268336,4.0435386,0.21925978,0.10312057,0.5
Ethan Roberts,chc,FA,RP,38.0,0.4,4926252.98,,,24930.0,,,,,,,,,,,,,4.3179536,4.4805217,4.1567316,0.18774648,0.08924938,0.4
Julian Merryweather,chc,FA,RP,44.0,0.3,3694689.74,,,16703.0,,,,,,,,,,,,,4.398947,4.499347,4.239971,0.15028702,0.08649532,0.3
Keegan Thompson,chc,FA,RP,41.0,0.3,3694689.74,,,19795.0,,,,,,,,,,,,,4.3515873,4.492332,4.198573,0.16327842,0.088627845,0.3
Tyson Miller,chc,FA,RP,40.0,0.3,3694689.74,,,19976.0,,,,,,,,,,,,,4.3318305,4.491546,4.18567,0.1769267,0.09098638,0.3
Nate Pearson,chc,FA,RP,39.0,0.3,3694689.74,,,20160.0,,,,,,,,,,,,,4.314962,4.491628,4.149235,0.17532784,0.087190025,0.3
Eli Morgan,chc,FA,RP,40.0,0.3,3694689.74,,,20203.0,,,,,,,,,,,,,4.3738966,4.512975,4.1992803,0.17217137,0.08712195,0.3
Shota Imanaga,chc,FA,SP,42.0,0.3,3694689.74,,,33829.0,,,,,,,,,,,,,4.446376,4.77358,4.9244204,0.17233914,0.07314275,0.3
Kyle Tucker,chc,FA,RF,39.0,0.0801025141425029,986513.12,,,18345.0,0.07149118,0.21191555,0.24684243,0.30899435,0.39605257,0.30845815,94.21683,89.74846,-0.2775332171742493,-4.56779770902358,-13.270882558822631,0.0801025141425029,,,,,,
Nico Hoerner,chc,FA,SS/2B,39.0,0.0046634810756424,57433.72,,,21479.0,0.06329026,0.27069256,0.20865472,0.26986834,0.3215665,0.2665118,63.167076,88.25056,-21.76224985355284,-5.359060191549361,8.265794036026508,0.0046634810756424,,,,,,
Jameson Taillon,chc,FA,SP,44.0,0.0,0.0,,,11674.0,,,,,,,,,,,,,5.0523157,4.94083,4.9388113,0.118899904,0.046822228,0.0
Javier Assad,chc,FA,SP,38.0,-0.3,0.0,,,21741.0,,,,,,,,,,,,,4.857973,5.103602,5.218227,0.1437573,0.07260047,-0.3
Miles Mastrobuoni,chc,FA,SS/3B,40.0,-0.9213738797357096,0.0,,,20017.0,0.081129305,0.32712927,0.1723175,0.24676748,0.25949576,0.24053225,42.943462,86.23158,-35.068847964449624,-3.4941223746864125,10.632288194109094,-0.9213738797357096,,,,,,
Ian Happ,chc,FA,LF,41.0,-4.13741543000975,0.0,,,17919.0,0.072095364,0.3457032,0.16263632,0.2350231,0.25457007,0.23248325,36.523323,86.995804,-39.19150462092423,-5.789739905158058,-14.46664481163025,-4.13741543000975,,,,,,
Cody Bellinger,chc,FA,1B/CF,40.0,-4.188163684793738,0.0,,,15998.0,0.05991754,0.31097162,0.18569066,0.24792536,0.29029188,0.24663918,48.430443,87.92698,-31.940909237396426,-6.20971804484725,-21.794594952351943,-4.188163684793738,,,,,,
Seiya Suzuki,chc,FA,RF,41.0,-4.306634855059484,0.0,,,30116.0,0.06405722,0.3432363,0.16482437,0.23172309,0.2577189,0.23038816,35.68321,87.29442,-40.26459866035275,-6.375914190430194,-14.465726852416992,-4.306634855059484,,,,,,
