Player Name,Team,Status,Position,Age,WAR,Base_Value,Contract_Value,Surplus_Value,IDfg,BB%_bat,K%_bat,AVG,OBP,SLG,wOBA,wRC+,EV,Off,BsR,Def,FIP,SIERA,K%_pit,BB%_pit,GB%,FB%,Stuff+,Location+,Pitching+,FBv
Ramon Urias,bal,FA,3B,43.0,-2.849392369854617,0.0,,,18795.0,0.063546255,0.36099234,0.15274532,0.21877714,0.23512885,0.21793313,26.142853,86.83045,-46.64400492354137,-6.396337493788451,6.215079069137573,,,,,,,,,,
Cedric Mullins,bal,FA,CF,42.0,-3.020226053005938,0.0,,,17929.0,0.06352675,0.35181305,0.15867881,0.22492406,0.24556537,0.22378169,30.67046,87.051506,-43.64840268216482,-6.4131033956073225,1.5620726346969604,,,,,,,,,,
Ryan Mountcastle,bal,FA,1B,40.0,-3.061354519294289,0.0,,,18373.0,0.059505757,0.31830922,0.18133262,0.24376811,0.2837991,0.24277349,45.59209,87.831604,-33.92089630627051,-6.340309971710667,-8.641286134719849,,,,,,,,,,
Jorge Mateo,bal,FA,2B,42.0,-3.5600749062800867,0.0,,,17273.0,0.0558839,0.3727622,0.14618185,0.20513771,0.21846704,0.20497066,17.443018,86.57881,-53.28332160158856,-6.777193252346478,6.270562648773193,,,,,,,,,,
Adley Rutschman,bal,FA,C,39.0,-3.8089380668809167,0.0,,,26288.0,0.057557013,0.2663436,0.21332893,0.27072886,0.33347097,0.27008206,66.270256,88.651665,-19.93358080561568,-5.513972430489957,-30.781257942944336,,,,,,,,,,
Ryan O'Hearn,bal,FA,1B/RF,43.0,-4.8910826587813245,0.0,,,16442.0,0.06483891,0.35215706,0.15810493,0.22559153,0.24618945,0.22466774,30.993587,87.06911,-43.19457073618726,-6.376152587472461,-17.26310485601425,,,,,,,,,,
Daz Cameron,bal,FA,OF,40.0,-4.961275576377537,0.0,,,18353.0,0.05460156,0.34855422,0.16165078,0.22048146,0.24494681,0.21994911,29.129824,87.136894,-45.61143077582848,-6.868001183029264,-15.042286813259125,,,,,,,,,,
Tyler O'Neill,bal,FA,OF,42.0,-6.058440090883242,0.0,,,15711.0,0.05964222,0.38020787,0.14243627,0.20279299,0.20931502,0.20093164,14.450721,86.11393,-55.35208760819784,-6.045976158493431,-16.875867247581482,,,,,,,,,,
Gary Sánchez,bal,FA,C,44.0,-8.045044219037598,0.0,,,11442.0,0.06206264,0.37848175,0.14317338,0.20612414,0.21361756,0.20431376,16.469204,86.21222,-53.61978400625834,-5.960430138438824,-38.16243732548829,,,,,,,,,,
René Pinto,bal,FA,C,40.0,-9.657235931284912,0.0,,,19859.0,0.039797515,0.40887004,0.12990864,0.16762681,0.1725373,0.16516578,-9.562676,85.051956,-73.67118484217947,-6.300944352988154,-33.5700010550415,,,,,,,,,,
Josh Winckowski,bos,FA,RP,39.0,0.8,10246606.2,,,22387.0,,,,,,,,,,,,4.040754,3.9584932,0.17167352,0.05821346,0.5395286,0.26181877,105.38173,102.27051,102.525856,90.43543
Luis Guerrero,bos,FA,RP,36.0,0.7,8965780.42,,,31184.0,,,,,,,,,,,,4.1455827,4.057879,0.1751002,0.051973436,0.45277825,0.3338996,102.44925,103.26776,102.82684,91.50428
Vaughn Grissom,bos,FA,2B,36.0,0.6610824937647997,8467314.97,,,26031.0,0.05545241,0.23939359,0.22973779,0.28294715,0.35484567,0.28188992,76.12577,88.69742,-13.885653053841938,-4.720791183644906,6.183834552764893,,,,,,,,,,
Chase Shugart,bos,FA,RP,40.0,0.6,7684954.65,,,21544.0,,,,,,,,,,,,4.2495084,4.0989532,0.17459926,0.055544302,0.4621796,0.3267094,103.65727,102.65739,102.486946,90.88975
Justin Slaten,bos,FA,RP,39.0,0.6,7684954.65,,,25648.0,,,,,,,,,,,,4.234634,4.141543,0.1673238,0.07087253,0.54983425,0.25257653,100.90201,100.70606,100.166626,89.907394
Zack Kelly,bos,FA,RP,42.0,0.4,5123303.1,,,20349.0,,,,,,,,,,,,4.403316,4.103397,0.20197812,0.06260438,0.40921867,0.371691,103.9458,102.50053,102.71733,93.24244
Triston Casas,bos,FA,1B,37.0,0.3795123528638127,4860892.03,,,22514.0,0.07726099,0.24018438,0.23826356,0.30675414,0.39519578,0.30623576,93.28763,90.30116,-1.4158300132286243,-5.083274968201295,-8.682892084121704,,,,,,,,,,
Cam Booser,bos,FA,RP,45.0,0.3,3842477.32,,,16061.0,,,,,,,,,,,,4.5612736,4.1965537,0.2034193,0.07456031,0.427004,0.3630077,104.328316,101.13431,101.67502,92.12322
Greg Weissert,bos,FA,RP,42.0,0.3,3842477.32,,,20375.0,,,,,,,,,,,,4.577437,4.159223,0.20575593,0.07028763,0.40057155,0.38286898,103.207245,101.62099,102.062584,93.39044
Justin Wilson,bos,FA,RP,49.0,0.2,2561651.55,,,4301.0,,,,,,,,,,,,4.616769,4.225374,0.21071795,0.086554766,0.443214,0.3568621,105.16097,100.108894,100.91782,91.480354
Aroldis Chapman,bos,FA,RP,49.0,0.2,2561651.55,,,10233.0,,,,,,,,,,,,4.646447,4.263302,0.21446289,0.0936133,0.4534503,0.35271904,104.85143,99.16115,100.26746,91.01036
Brennan Bernardino,bos,FA,RP,45.0,0.2,2561651.55,,,16835.0,,,,,,,,,,,,4.7079115,4.282197,0.20063487,0.08009589,0.42659968,0.36994472,102.69537,100.31723,100.68849,90.925674
Rafael Devers,bos,FA,3B,40.0,-0.0878220466013108,0.0,,,17350.0,0.06360555,0.27889895,0.20629342,0.2694855,0.3307756,0.26934257,64.61626,88.749916,-20.312341428384546,-5.807907585985959,6.358374834060669,,,,,,,,,,
Garrett Crochet,bos,FA,SP,38.0,-0.4,0.0,,,27463.0,,,,,,,,,,,,5.163225,5.286426,0.16172384,0.079694584,0.39699647,0.39594045,87.40294,101.037445,96.59992,89.79831
Tanner Houck,bos,FA,SP,41.0,-0.5,0.0,,,19879.0,,,,,,,,,,,,5.2114553,5.3497972,0.15397933,0.07831909,0.42769343,0.35014236,92.160934,101.35444,98.00898,88.837234
Brayan Bello,bos,FA,SP,38.0,-0.6,0.0,,,23920.0,,,,,,,,,,,,5.2966957,5.4055905,0.15528874,0.07828103,0.38379362,0.40621442,86.86418,101.52317,96.95678,89.4425
Richard Fitts,bos,FA,SP,37.0,-0.6,0.0,,,30160.0,,,,,,,,,,,,5.2841344,5.353938,0.16504282,0.08423866,0.35277823,0.43771458,85.912445,101.21762,96.45905,89.03123
Garrett Whitlock,bos,FA,SP,41.0,-0.8,0.0,,,20191.0,,,,,,,,,,,,5.385167,5.4510016,0.1592888,0.08472376,0.36140865,0.4307142,88.03286,101.19953,96.785355,88.96257
Kutter Crawford,bos,FA,SP,41.0,-0.8,0.0,,,20531.0,,,,,,,,,,,,5.3844147,5.453106,0.15907234,0.08468778,0.36107373,0.4308403,87.95823,101.21496,96.76964,88.93687
Jarren Duran,bos,FA,OF,40.0,-2.83224257225444,0.0,,,24617.0,0.059051696,0.3167946,0.18223438,0.24427353,0.28518388,0.2433873,46.050465,87.86786,-33.606506519201325,-6.355850407853723,-6.6948384046554565,,,,,,,,,,
Trevor Story,bos,FA,SS,44.0,-3.032674896780328,0.0,,,12564.0,0.063817546,0.37113142,0.14747706,0.20607409,0.20417729,0.19866253,14.608998,84.891556,-56.51431167125701,-3.265202210750431,11.158081769943236,,,,,,,,,,
Rob Refsnyder,bos,FA,OF,46.0,-4.212594975481198,0.0,,,13770.0,0.0774439,0.34497774,0.16173694,0.23761635,0.25469533,0.23509666,37.487797,86.81172,-37.85292858612247,-5.179305140845827,-17.15241515636444,,,,,,,,,,
Romy Gonzalez,bos,FA,1B/3B,40.0,-5.2729392018780645,0.0,,,21562.0,0.048098855,0.38896427,0.14130564,0.180096,0.17276779,0.16671175,-5.3166575,83.19545,-72.87934876651299,-1.7708448402117938,4.074171304702759,,,,,,,,,,
Connor Wong,bos,FA,C,41.0,-8.465739966666007,0.0,,,19896.0,0.050537195,0.38434067,0.14014803,0.19292562,0.20238264,0.19272174,9.142836,86.20027,-59.55715786247719,-6.850415101507679,-35.45789683295898,,,,,,,,,,
Eli Morgan,chc,FA,RP,41.0,0.5,6404128.87,,,20203.0,,,,,,,,,,,,4.3223734,4.0724416,0.2002213,0.057000943,0.40341616,0.3748659,103.900154,103.16468,103.17419,93.36913
Ethan Roberts,chc,FA,RP,39.0,0.4,5123303.1,,,24930.0,,,,,,,,,,,,4.466235,4.146777,0.19281554,0.061961498,0.41040328,0.37151316,102.47404,102.4423,102.36396,92.93349
Nico Hoerner,chc,FA,2B/SS,40.0,0.3266013398516859,4183194.14,,,21479.0,0.0643729,0.2966701,0.19355504,0.25770637,0.301189,0.2549122,54.361202,87.9727,-27.70350855152781,-5.712124120909721,17.715107679367065,,,,,,,,,,
Julian Merryweather,chc,FA,RP,45.0,0.3,3842477.32,,,16703.0,,,,,,,,,,,,4.6062527,4.202823,0.2092603,0.079860434,0.4251316,0.3673891,104.237114,100.67619,101.36524,92.368935
Tyson Miller,chc,FA,RP,41.0,0.3,3842477.32,,,19976.0,,,,,,,,,,,,4.558567,4.152226,0.20311262,0.066438854,0.3939026,0.3873361,102.80641,102.031395,102.28974,93.45124
Jack Neely,chc,FA,RP,37.0,0.3,3842477.32,,,30106.0,,,,,,,,,,,,4.5821686,4.374723,0.17276713,0.08657345,0.5138149,0.28235626,98.151405,98.55247,98.48253,90.92887
Miles Mastrobuoni,chc,FA,3B/SS,41.0,0.2654708520458396,3400219.1,,,20017.0,0.08044279,0.3336821,0.16847125,0.24337706,0.2559685,0.23795469,40.70111,86.310684,-36.38906068045919,-3.871576437377371,23.9610333442688,,,,,,,,,,
Keegan Thompson,chc,FA,RP,42.0,0.2,2561651.55,,,19795.0,,,,,,,,,,,,4.6124344,4.166513,0.20788336,0.072796494,0.39855483,0.38583833,103.299286,101.38627,101.95212,93.55105
Nate Pearson,chc,FA,RP,40.0,0.2,2561651.55,,,20160.0,,,,,,,,,,,,4.7051997,4.1757417,0.21237977,0.07858952,0.38974425,0.39674512,103.61148,100.92619,101.85248,94.161964
Daniel Palencia,chc,FA,RP,37.0,0.2,2561651.55,,,27914.0,,,,,,,,,,,,4.6196823,4.266364,0.19620858,0.087547146,0.4652826,0.33108556,101.9874,99.179825,99.89838,92.648544
