Player Name,Team,Status,WAR,Base_Value,Contract_Value,Surplus_Value
Mason Black,sf,ARB1,0.2,1389150.0,1157625.0,231525.0
Matt Chapman,sf,"$25,166,666",-0.3935980805619601,0.0,25166667.0,-25166667.0
David Villar,sf,ARB1,-0.5470231413228659,0.0,1157625.0,-1157625.0
Iván Herrera,stl,ARB2,4.4468189923646175,40935736.03,13508792.89,27426943.14
Roddery Munoz,stl,ARB1,3.0,24310125.0,6077531.25,18232593.75
Michael McGreevy,stl,ARB1,2.1,14933362.5,3733340.63,11200021.88
Chris Roycroft,stl,ARB1,1.6,11113200.0,2778300.0,8334900.0
Alec Burleson,stl,ARB3,1.2727532760734863,8840226.07,4630500.0,4209726.07
Matthew Liberatore,stl,ARB3,0.8,5556600.0,4630500.0,926100.0
Ryan Fernandez,stl,ARB2,0.6,4167450.0,2894062.5,1273387.5
Riley O'Brien,stl,ARB2,0.4,2778300.0,2894062.5,-115762.5
Kyle Leahy,stl,ARB2,0.4,2778300.0,2894062.5,-115762.5
Nolan Gorman,stl,ARB3,0.3713077879289727,2579011.07,4630500.0,-2051488.93
Willson Contreras,stl,Club,-0.7476732785293868,0.0,17500000.0,-17500000.0
Taj Bradley,tb,ARB2,4.0,34728750.0,11460487.5,23268262.5
Shane Baz,tb,ARB 4,3.7,31603162.5,15801581.25,15801581.25
Ryan Pepiot,tb,ARB3,3.5,29519437.5,14759718.75,14759718.75
Joe Boyle,tb,ARB1,3.2,26393850.0,6598462.5,19795387.5
Mason Montgomery,tb,ARB1,1.1,7640325.0,1910081.25,5730243.75
Jonathan Aranda,tb,ARB2,1.060612087129882,7366746.4,2894062.5,4472683.9
Christopher Morel,tb,ARB3,0.7712810633841028,5357125.45,4630500.0,726625.45
Manuel Rodriguez,tb,ARB3,0.6,4167450.0,4630500.0,-463050.0
Hunter Bigge,tb,ARB1,0.6,4167450.0,1157625.0,3009825.0
Kevin Kelly,tb,ARB3,0.5,3472875.0,4630500.0,-1157625.0
Edwin Uceta,tb,ARB3,0.3,2083725.0,4630500.0,-2546775.0
Josh Lowe,tb,ARB3,-0.9891059239635585,0.0,4630500.0,-4630500.0
Corey Seager,tex,"$31,500,000",2.2937037264280926,16951488.99,32500000.0,-15548511.01
Kumar Rocker,tex,ARB1,2.1,14933362.5,3733340.63,11200021.88
Jacob deGrom,tex,Club,1.9,13196925.0,20000000.0,-6803075.0
Josh H. Smith,tex,ARB3,1.3329858834074804,9258586.7,4630500.0,4628086.7
Ezequiel Duran,tex,ARB3,1.1072067332604392,7690381.17,4630500.0,3059881.17
Cole Winn,tex,ARB1,0.9,6251175.0,1562793.75,4688381.25
Walter Pennington,tex,ARB1,0.5,3472875.0,1157625.0,2315250.0
Josh Jung,tex,ARB3,0.3603053078443138,2502590.59,4630500.0,-2127909.41
Gerson Garabito,tex,ARB1,0.3,2083725.0,1157625.0,926100.0
Grant Anderson,tex,ARB2,0.3,2083725.0,2894062.5,-810337.5
Jake Burger,tex,ARB3,0.1807278457996788,1255290.43,4630500.0,-3375209.57
Matt Festa,tex,ARB3,0.1,694575.0,4630500.0,-3935925.0
Cody Bradford,tex,ARB2,-0.3,0.0,2894062.5,-2894062.5
Marcus Semien,tex,"$20,000,000",-0.7980283545112312,0.0,25000000.0,-25000000.0
Jake Bloss,tor,ARB1,2.8,22226400.0,5556600.0,16669800.0
Andres Gimenez,tor,,2.1405742767658857,15356090.67,23571428.0,-8215337.33
Ernie Clement,tor,ARB 4,1.6299436192674654,11321180.89,5660590.45,5660590.45
Nick Robertson,tor,ARB1,0.9,6251175.0,1562793.75,4688381.25
Brett de Geus,tor,ARB2,0.7,4862025.0,2894062.5,1967962.5
Tommy Nance,tor,ARB3,0.5,3472875.0,4630500.0,-1157625.0
Easton Lucas,tor,ARB1,0.4,2778300.0,1157625.0,1620675.0
Ryan Burr,tor,ARB3,0.3,2083725.0,4630500.0,-2546775.0
Brendon Little,tor,ARB1,0.3,2083725.0,1157625.0,926100.0
Michael Petersen,tor,ARB1,0.2,1389150.0,1157625.0,231525.0
José Berríos,tor,,-0.4,0.0,24714285.0,-24714285.0
DJ Herz,wsh,ARB1,3.3,27435712.5,6858928.13,20576784.38
Keibert Ruiz,wsh,,1.7394439425278148,12081742.76,7375000.0,4706742.76
Jake Irvin,wsh,ARB3,1.1,7640325.0,4630500.0,3009825.0
Alex Call,wsh,ARB3,1.0934156134492572,7594591.5,4630500.0,2964091.5
Juan Yepez,wsh,ARB2,1.0876488850020043,7554537.24,2894062.5,4660474.74
Zach Brzykcy,wsh,ARB1,0.8,5556600.0,1389150.0,4167450.0
Eduardo Salazar,wsh,ARB1,0.7,4862025.0,1215506.25,3646518.75
Joan Adon,wsh,ARB2,0.6,4167450.0,2894062.5,1273387.5
Robert Garcia,wsh,ARB2,0.6,4167450.0,2894062.5,1273387.5
Joe La Sorsa,wsh,ARB1,0.3,2083725.0,1157625.0,926100.0
Mitchell Parker,wsh,ARB1,0.2,1389150.0,1157625.0,231525.0
Riley Adams,wsh,ARB 4,-0.1719451564834224,0.0,4630500.0,-4630500.0
