Player Name,Team,Status,Position,Age,WAR,Base_Value,Contract_Value,Surplus_Value,IDfg,BB%_bat,K%_bat,AVG,OBP,SLG,wOBA,wRC+,EV,Off,BsR,Def,FIP,SIERA,K%_pit,BB%_pit,GB%,FB%,Stuff+,Location+,Pitching+,FBv
J.J. Bleday,ath,FA,CF,40.0,-2.2538093556478485,0.0,,,26368.0,0.06394805,0.33109653,0.17332527,0.23965049,0.27202302,0.237911,41.62871,87.53308,-36.41143859014279,-6.229689930332825,1.6525787115097046,,,,,,,,,,
Miguel Andujar,ath,FA,LF,43.0,-4.068997717341025,0.0,,,15878.0,0.064795,0.3538521,0.1569803,0.22422984,0.24344905,0.22319768,29.948456,86.99559,-43.94752786508421,-6.351652551675215,-8.478215336799622,,,,,,,,,,
Brent Rooker,ath,FA,LF,43.0,-4.972780917307661,0.0,,,19627.0,0.06161692,0.37642992,0.14418013,0.20697416,0.21535675,0.20542629,17.335556,86.28825,-53.049948701044414,-6.106307075388031,-8.478215336799622,,,,,,,,,,
Shea Langeliers,ath,FA,C,40.0,-6.179674680768855,0.0,,,25816.0,0.059619546,0.33459884,0.17104883,0.23416449,0.26598555,0.23310801,38.42295,87.49429,-38.87150509183,-6.50389471440576,-34.08663018891601,,,,,,,,,,
Seth Brown,ath,FA,1B/LF,45.0,-6.5734972107917775,0.0,,,18171.0,0.065017745,0.37432927,0.14549637,0.2105475,0.21759948,0.20800212,19.03556,86.168175,-51.73062133207554,-5.598699123438564,-25.992170333862305,,,,,,,,,,
Dylan Lee,atl,FA,RP,43.0,0.7,9324411.64,,,19996.0,,,,,,,,,,,,4.0614276,3.9560838,0.18965669,0.057171334,0.4724111,0.31695262,107.20705,102.92306,103.40164,91.34629
Raisel Iglesias,atl,FA,RP,48.0,0.4,5328235.22,,,17130.0,,,,,,,,,,,,4.4506097,4.1589904,0.20548229,0.078209296,0.45208344,0.34303665,106.44799,101.07428,101.813995,91.52492
Daysbel Hernández,atl,FA,RP,41.0,0.4,5328235.22,,,20271.0,,,,,,,,,,,,4.474516,4.240785,0.17806415,0.06976586,0.46891028,0.3260791,102.483696,101.096725,101.0548,90.74112
Joe Jimenez,atl,FA,RP,43.0,0.3,3996176.42,,,15761.0,,,,,,,,,,,,4.5976305,4.167414,0.20933287,0.074859396,0.40672618,0.37956738,103.80593,101.18496,101.85843,93.40986
Pierce Johnson,atl,FA,RP,47.0,0.2,2664117.61,,,13435.0,,,,,,,,,,,,4.6888437,4.2694387,0.20863889,0.08771636,0.43837085,0.36351788,103.78974,99.71131,100.426315,91.03354
Aaron Bummer,atl,FA,RP,44.0,0.2,2664117.61,,,16258.0,,,,,,,,,,,,4.7341204,4.3008227,0.20130727,0.08246847,0.42717415,0.37124476,102.12263,99.94685,100.36572,90.869644
Spencer Schwellenbach,atl,FA,SP,38.0,-0.0,0.0,,,31846.0,,,,,,,,,,,,4.960238,4.96509,0.16583902,0.06849668,0.38797092,0.40626633,83.15342,101.985016,96.75285,89.81879
Michael Harris II,atl,FA,CF,37.0,-0.1367389664915958,0.0,,,25931.0,0.056308288,0.2561617,0.22105272,0.27640975,0.34620026,0.2760902,71.51482,88.7447,-16.856236609016975,-5.169228524900973,1.784205138683319,,,,,,,,,,
Nick Allen,atl,FA,SS,39.0,-0.25468320090724,0.0,,,22277.0,0.061941817,0.2926016,0.19695374,0.25884408,0.3056682,0.2562219,55.737778,88.049644,-27.032690257560915,-5.743352849967778,11.378929615020752,,,,,,,,,,
Chris Sale,atl,FA,SP,49.0,-0.6,0.0,,,10603.0,,,,,,,,,,,,5.2991853,5.3698897,0.14760286,0.08343415,0.4651194,0.30626363,98.62527,100.63146,98.89778,88.348854
Reynaldo López,atl,FA,SP,44.0,-0.7,0.0,,,16400.0,,,,,,,,,,,,5.3440847,5.397586,0.1630426,0.086074084,0.379503,0.41073665,90.604385,101.00046,97.050705,88.998726
Bryce Elder,atl,FA,SP,39.0,-0.7,0.0,,,27779.0,,,,,,,,,,,,5.341237,5.41355,0.16024159,0.08380987,0.35949603,0.43261385,86.853226,101.25631,96.62102,89.0716
Ronald Acuña Jr.,atl,FA,RF,40.0,-0.8320917315866205,0.0,,,18401.0,0.06320865,0.2513319,0.2225503,0.2828848,0.35384908,0.28276494,74.98538,89.09691,-13.437469011399802,-5.270818448625505,-8.347429633140564,,,,,,,,,,
Austin Riley,atl,FA,3B,41.0,-1.6876926716914742,0.0,,,18360.0,0.06345337,0.32866633,0.17444615,0.24080549,0.27594393,0.23980376,42.74939,87.68943,-35.441975948287215,-6.318471981212497,6.3198416233062735,,,,,,,,,,
Jarred Kelenic,atl,FA,OF,38.0,-1.971569606146234,0.0,,,22558.0,0.05714292,0.28785524,0.20109224,0.25953376,0.31467694,0.25874534,57.9818,88.30721,-25.74019043038531,-5.974057673010975,-6.508352160453796,,,,,,,,,,
Ozzie Albies,atl,FA,2B,41.0,-2.0004622209288714,0.0,,,16556.0,0.060380705,0.33271983,0.17145431,0.23518953,0.26681525,0.23407437,38.915783,87.51976,-38.37654266997081,-6.449329844908789,6.320124626159668,,,,,,,,,,
Luke Williams,atl,FA,2B,41.0,-2.083314305036762,0.0,,,19931.0,0.07571024,0.34073067,0.16337164,0.23277512,0.23772956,0.22625566,33.211178,85.660805,-42.38124973017995,-3.257056483416818,6.320607900619507,,,,,,,,,,
Orlando Arcia,atl,FA,SS,43.0,-2.732679230058679,0.0,,,13185.0,0.060377333,0.36905858,0.14809933,0.2111793,0.2250402,0.21067119,21.075722,86.66013,-50.36353864902403,-6.532718644011766,11.21478271484375,,,,,,,,,,
Matt Olson,atl,FA,1B,44.0,-4.022604808253515,0.0,,,14344.0,0.06995531,0.35711995,0.15475535,0.22557294,0.24050114,0.22392347,29.90616,86.769844,-43.57578132792217,-5.90453308657743,-8.842430830001831,,,,,,,,,,
Marcell Ozuna,atl,FA,DH,47.0,-4.307828071127475,0.0,,,10324.0,0.076535895,0.34602085,0.16106488,0.23638813,0.25371942,0.23410735,36.74234,86.82411,-38.359652385479066,-5.258280835187179,-17.5,,,,,,,,,,
Bryan De La Cruz,atl,FA,OF,41.0,-4.695290167769512,0.0,,,19600.0,0.05986282,0.3424422,0.16526903,0.22878306,0.25590932,0.22788458,34.282444,87.32338,-41.54692462886251,-6.579995113424957,-16.788142025470734,,,,,,,,,,
Eli White,atl,FA,DH,44.0,-6.676121630595043,0.0,,,19346.0,0.057473846,0.38758782,0.14049165,0.19339721,0.19082278,0.1860046,5.7360315,84.80657,-62.99764699179952,-3.829563111648895,-17.5,,,,,,,,,,
Chadwick Tromp,atl,FA,C,43.0,-7.892418853476514,0.0,,,16953.0,0.06390587,0.36574295,0.14947696,0.20711228,0.20410794,0.19885832,15.364681,84.59228,-56.41403085429494,-2.632619821233675,-37.20027221215821,,,,,,,,,,
Sean Murphy,atl,FA,C,43.0,-8.233495321983174,0.0,,,19352.0,0.058346946,0.38364512,0.14051995,0.20051394,0.20847493,0.19948104,13.151225,86.21956,-56.09507695058497,-6.299467178760096,-37.19492814970703,,,,,,,,,,
Gunnar Henderson,bal,FA,SS,37.0,4.023201755948991,56998825.54,,,26289.0,0.08626643,0.1953814,0.26531965,0.33714452,0.44206855,0.33611083,115.94057,91.40775,13.886035035296189,-4.649645123281516,11.289769172668455,,,,,,,,,,
Grayson Rodriguez,bal,FA,SP,38.0,2.6,35632573.06,,,24492.0,,,,,,,,,,,,3.869422,4.100008,0.23756754,0.09808265,0.44563985,0.3386126,94.6947,98.93378,99.1403,94.42511
Cionel Perez,bal,FA,RP,42.0,0.6,7992352.84,,,19614.0,,,,,,,,,,,,4.1986957,4.0927553,0.19614327,0.076991536,0.5106523,0.28887904,105.73042,100.9365,101.52643,90.81026
Yennier Cano,bal,FA,RP,44.0,0.5,6660294.03,,,25911.0,,,,,,,,,,,,4.3009763,4.1493297,0.20513445,0.084865585,0.4990771,0.30215922,105.98646,100.30324,101.109116,90.80533
Seranthony Dominguez,bal,FA,RP,43.0,0.4,5328235.22,,,19249.0,,,,,,,,,,,,4.4689484,4.1731205,0.19306988,0.06660733,0.43399924,0.35315105,104.08617,101.76451,102.01635,91.79467
Gregory Soto,bal,FA,RP,43.0,0.3,3996176.42,,,19677.0,,,,,,,,,,,,4.5136657,4.263578,0.18645981,0.07699818,0.4738493,0.32542318,103.46796,100.48427,100.78394,90.548546
Keegan Akin,bal,FA,RP,43.0,0.2,2664117.61,,,19362.0,,,,,,,,,,,,4.6200337,4.1708603,0.21100101,0.07673695,0.40568575,0.38139948,103.891335,101.00913,101.77114,93.51422
Bryan Baker,bal,FA,RP,43.0,0.2,2664117.61,,,19804.0,,,,,,,,,,,,4.641366,4.1873527,0.21082914,0.07809824,0.40780655,0.3804802,103.69093,100.79869,101.57487,93.29436
Colin Selby,bal,FA,RP,40.0,0.2,2664117.61,,,24986.0,,,,,,,,,,,,4.610263,4.35888,0.17846712,0.08255473,0.489746,0.3091522,100.21289,99.35188,99.4669,90.75133
Kyle Bradish,bal,FA,SP,41.0,-0.7,0.0,,,24586.0,,,,,,,,,,,,5.332984,5.4335513,0.15620746,0.08067768,0.38786116,0.40068474,89.36564,101.29043,97.26376,89.207756
Cade Povich,bal,FA,SP,38.0,-0.7,0.0,,,30055.0,,,,,,,,,,,,5.3034945,5.3707285,0.16529202,0.08519891,0.35236272,0.43833748,86.364365,101.184105,96.50404,88.96735
Dean Kremer,bal,FA,SP,42.0,-0.8,0.0,,,19350.0,,,,,,,,,,,,5.388473,5.4521394,0.16154274,0.086600095,0.35745198,0.43373367,88.348816,101.1286,96.748474,88.82215
Trevor Rogers,bal,FA,SP,40.0,-0.8,0.0,,,22286.0,,,,,,,,,,,,5.362632,5.432931,0.15971775,0.084317714,0.36029783,0.4318651,87.38059,101.23033,96.68943,89.01214
Zach Eflin,bal,FA,SP,44.0,-0.9,0.0,,,13774.0,,,,,,,,,,,,5.432172,5.4970994,0.15661016,0.084613755,0.36714143,0.42355472,89.503586,101.17425,96.97776,88.73912
Tyler Wells,bal,FA,SP,43.0,-0.9,0.0,,,20000.0,,,,,,,,,,,,5.409767,5.473265,0.15964958,0.08615082,0.36093667,0.43016613,88.95542,101.13292,96.853836,88.79669
Albert Suarez,bal,FA,SP,48.0,-1.0,0.0,,,6175.0,,,,,,,,,,,,5.473396,5.539506,0.15384297,0.08342146,0.37490737,0.4112511,91.24399,101.15334,97.153275,88.34378
Emmanuel Rivera,bal,FA,3B,42.0,-2.6560802140638016,0.0,,,19890.0,0.061126582,0.35301575,0.15805236,0.22257045,0.2440723,0.22189513,29.449432,87.08505,-44.61469028635723,-6.586714015575126,6.270600080490112,,,,,,,,,,
Ramon Urias,bal,FA,3B,44.0,-2.8814972056069994,0.0,,,18795.0,0.06550476,0.36380664,0.1508776,0.21814802,0.23201445,0.21701467,25.216545,86.692314,-47.11443712653184,-6.183553978626151,6.158100366592407,,,,,,,,,,
Cedric Mullins,bal,FA,CF,43.0,-3.2057351974137727,0.0,,,17929.0,0.06496613,0.35867217,0.15406361,0.22118878,0.23773837,0.22008911,27.633408,86.849236,-45.53972529783481,-6.299486595962662,1.5217888355255127,,,,,,,,,,
Ryan Mountcastle,bal,FA,1B,41.0,-3.5877643413598364,0.0,,,18373.0,0.060806718,0.3355268,0.16978012,0.23403358,0.2648111,0.23304065,38.041183,87.48804,-38.906010729510605,-6.475582782877609,-8.679715156555176,,,,,,,,,,
Jorge Mateo,bal,FA,2B,43.0,-3.6437672192202792,0.0,,,17273.0,0.05785051,0.3775888,0.14339618,0.20357175,0.21423034,0.20300297,15.7419615,86.41885,-54.2911594582767,-6.534075317904353,6.215097904205322,,,,,,,,,,
Adley Rutschman,bal,FA,C,40.0,-4.620111969279661,0.0,,,26288.0,0.059028786,0.28724647,0.20001289,0.2602929,0.31394523,0.25959304,57.809063,88.39605,-25.306004029948536,-5.981024689972401,-32.89128670263672,,,,,,,,,,
Ryan O'Hearn,bal,FA,1B/RF,44.0,-4.989070750165528,0.0,,,16442.0,0.06687264,0.35683423,0.15491763,0.22370723,0.24080792,0.22263402,29.186972,86.89183,-44.23623495567136,-6.201323084242176,-17.356553435325623,,,,,,,,,,
Daz Cameron,bal,FA,OF,41.0,-5.3997907279083766,0.0,,,18353.0,0.05541159,0.36212102,0.15279248,0.21204814,0.23023978,0.21186118,22.735138,86.854,-49.75403063762478,-6.882920452044345,-15.182216167449951,,,,,,,,,,
Tyler O'Neill,bal,FA,OF,43.0,-6.026441877974397,0.0,,,15711.0,0.061013844,0.3805009,0.14225844,0.20358382,0.20923378,0.2013158,14.6162815,86.05624,-55.1553192284049,-5.848594453436817,-16.956434845924377,,,,,,,,,,
Gary Sánchez,bal,FA,C,45.0,-7.884348425644901,0.0,,,11442.0,0.0648072,0.3744331,0.14539464,0.2105701,0.21829887,0.208318,19.183552,86.22786,-51.56883179269186,-5.708449820995156,-38.89055108125,,,,,,,,,,
René Pinto,bal,FA,C,41.0,-9.74363802812254,0.0,,,19859.0,0.042990796,0.41110662,0.1295991,0.16940922,0.17163266,0.16517316,-9.422921,84.86761,-73.66740685265239,-5.668955389119219,-35.052508557446295,,,,,,,,,,
Josh Winckowski,bos,FA,RP,40.0,0.8,10656470.45,,,22387.0,,,,,,,,,,,,4.0161486,3.9581127,0.17862336,0.06154366,0.5340994,0.26679286,106.30874,102.130356,102.57578,90.69398
Luis Guerrero,bos,FA,RP,37.0,0.7,9324411.64,,,31184.0,,,,,,,,,,,,4.0932612,4.0203333,0.17508996,0.049057186,0.45489344,0.33139232,103.32216,103.60861,103.22466,91.474655
Chase Shugart,bos,FA,RP,41.0,0.6,7992352.84,,,21544.0,,,,,,,,,,,,4.199752,4.057089,0.17912513,0.05522493,0.46198714,0.32625136,104.725746,102.81312,102.81038,91.04207
Justin Slaten,bos,FA,RP,40.0,0.6,7992352.84,,,25648.0,,,,,,,,,,,,4.1933527,4.119224,0.17625251,0.07239566,0.54106694,0.2609044,102.701035,100.83943,100.68074,90.16646
Zack Kelly,bos,FA,RP,43.0,0.4,5328235.22,,,20349.0,,,,,,,,,,,,4.4131007,4.1102204,0.20370808,0.06558694,0.415828,0.36701018,104.48112,102.19448,102.585724,93.14675
Cam Booser,bos,FA,RP,46.0,0.3,3996176.42,,,16061.0,,,,,,,,,,,,4.5630665,4.199502,0.20463058,0.07681941,0.43186784,0.36019814,104.71216,100.98862,101.569374,91.93257
Greg Weissert,bos,FA,RP,43.0,0.3,3996176.42,,,20375.0,,,,,,,,,,,,4.5664034,4.162266,0.20678897,0.07207441,0.40800706,0.3771291,103.686844,101.43615,101.98066,93.21393
Justin Wilson,bos,FA,RP,50.0,0.2,2664117.61,,,4301.0,,,,,,,,,,,,4.6137447,4.230423,0.21137157,0.0880658,0.4479179,0.3538477,105.38545,99.93526,100.840096,91.334625
Aroldis Chapman,bos,FA,RP,50.0,0.2,2664117.61,,,10233.0,,,,,,,,,,,,4.6334577,4.2598734,0.21436004,0.0934774,0.456074,0.35032395,105.13326,99.20175,100.34414,90.99679
Brennan Bernardino,bos,FA,RP,46.0,0.2,2664117.61,,,16835.0,,,,,,,,,,,,4.6884265,4.2726617,0.20166062,0.08084187,0.43064985,0.36661696,103.25819,100.33016,100.7684,90.9883
Vaughn Grissom,bos,FA,2B,37.0,0.1368706254064852,1823197.22,,,26031.0,0.055630364,0.25820953,0.218788,0.2737652,0.33916748,0.272625,69.00921,88.56483,-18.63109792732611,-5.232002378907055,6.3032143115997314,,,,,,,,,,
Triston Casas,bos,FA,1B,38.0,-0.3661816254238015,0.0,,,22514.0,0.07065228,0.25216773,0.22737852,0.29272795,0.3718238,0.29223013,82.41834,89.632034,-8.58944599802901,-5.269227081444114,-8.63112497329712,,,,,,,,,,
Tanner Houck,bos,FA,SP,42.0,-0.6,0.0,,,19879.0,,,,,,,,,,,,5.2595134,5.3864737,0.15275055,0.0783032,0.42246193,0.35569963,92.40218,101.33136,97.963585,88.6866
Garrett Crochet,bos,FA,SP,39.0,-0.6,0.0,,,27463.0,,,,,,,,,,,,5.2718625,5.375321,0.15839553,0.08021374,0.38799363,0.4034679,87.82151,101.214195,96.88087,89.49934
Rafael Devers,bos,FA,3B,41.0,-0.6869709501300268,0.0,,,17350.0,0.06462419,0.2983007,0.1933196,0.258927,0.30955118,0.25841478,56.087963,88.35997,-25.909505419614835,-6.044211530825123,6.320183515548706,,,,,,,,,,
Brayan Bello,bos,FA,SP,39.0,-0.7,0.0,,,23920.0,,,,,,,,,,,,5.3322616,5.428231,0.15532368,0.07960789,0.37760252,0.41302592,87.16462,101.45143,96.91967,89.28758
Richard Fitts,bos,FA,SP,38.0,-0.7,0.0,,,30160.0,,,,,,,,,,,,5.3054366,5.374104,0.1646976,0.08499335,0.35297376,0.43781897,86.35104,101.19496,96.50597,88.98151
Garrett Whitlock,bos,FA,SP,42.0,-0.8,0.0,,,20191.0,,,,,,,,,,,,5.4000287,5.463854,0.1593226,0.08538857,0.3614606,0.43030563,88.537674,101.164925,96.832504,88.884705
Kutter Crawford,bos,FA,SP,42.0,-0.8,0.0,,,20531.0,,,,,,,,,,,,5.398474,5.4642305,0.15925083,0.08538695,0.3612669,0.43038297,88.47542,101.17425,96.81878,88.868835
Trevor Story,bos,FA,SS,45.0,-2.586628790426134,0.0,,,12564.0,0.0680197,0.3645083,0.15084422,0.21435417,0.21575594,0.20801903,20.497395,85.323845,-51.72195866922053,-3.630600922624581,11.102379322052002,,,,,,,,,,
Jarren Duran,bos,FA,OF,41.0,-3.3700370271871005,0.0,,,24617.0,0.060454547,0.33442163,0.1704938,0.23446262,0.2659505,0.23353134,38.440166,87.51719,-38.65467902218423,-6.484755770070478,-6.788146197795868,,,,,,,,,,
Rob Refsnyder,bos,FA,OF,47.0,-4.066598694074415,0.0,,,13770.0,0.07873826,0.341739,0.16360442,0.24029453,0.25849187,0.23769143,39.26712,86.83916,-36.5239005612164,-5.0266630690020975,-17.20332169532776,,,,,,,,,,
Romy Gonzalez,bos,FA,2B/1B,41.0,-4.929738394716665,0.0,,,21562.0,0.05178596,0.3845658,0.14216216,0.18561667,0.17890055,0.17374846,-0.72315,83.50246,-69.2751772868924,-1.8977017333963888,3.9602246284484863,,,,,,,,,,
Connor Wong,bos,FA,C,42.0,-8.682365427311197,0.0,,,19896.0,0.052238718,0.3899574,0.13729915,0.19097497,0.19802372,0.19016962,7.0833206,86.032364,-60.8643422388449,-6.566994957101997,-36.55706211531982,,,,,,,,,,
Eli Morgan,chc,FA,RP,42.0,0.5,6660294.03,,,20203.0,,,,,,,,,,,,4.3425126,4.0808096,0.20224163,0.060567006,0.41011465,0.3701657,104.386,102.77862,102.98919,93.36063
Ethan Roberts,chc,FA,RP,40.0,0.4,5328235.22,,,24930.0,,,,,,,,,,,,4.4323235,4.1318774,0.19398288,0.060925487,0.41224086,0.369151,102.91111,102.541145,102.5031,92.888336
Julian Merryweather,chc,FA,RP,46.0,0.3,3996176.42,,,16703.0,,,,,,,,,,,,4.605848,4.2084813,0.2091613,0.08128075,0.4301755,0.36415854,104.51228,100.58751,101.26208,92.07462
Keegan Thompson,chc,FA,RP,43.0,0.3,3996176.42,,,19795.0,,,,,,,,,,,,4.5990815,4.170334,0.20858067,0.07429093,0.4062367,0.37977988,103.68032,101.21501,101.85285,93.32847
Tyson Miller,chc,FA,RP,42.0,0.3,3996176.42,,,19976.0,,,,,,,,,,,,4.547662,4.1511564,0.20458832,0.068403326,0.40113232,0.3815769,103.29999,101.82225,102.20413,93.37137
Jack Neely,chc,FA,RP,38.0,0.3,3996176.42,,,30106.0,,,,,,,,,,,,4.5876956,4.377402,0.17035326,0.083422355,0.50810635,0.28863484,98.29262,98.98664,98.76703,90.67657
Nate Pearson,chc,FA,RP,41.0,0.2,2664117.61,,,20160.0,,,,,,,,,,,,4.684793,4.179536,0.21186833,0.078321785,0.39551196,0.39120874,103.492805,100.86017,101.71943,93.88955
Daniel Palencia,chc,FA,RP,38.0,0.2,2664117.61,,,27914.0,,,,,,,,,,,,4.615525,4.280593,0.19041766,0.083050676,0.4637417,0.33156025,101.430855,99.65001,100.04331,92.17375
Luke Little,chc,FA,RP,37.0,0.2,2664117.61,,,28036.0,,,,,,,,,,,,4.6554766,4.3787775,0.18114485,0.0889159,0.49317068,0.30299377,99.07899,98.38842,98.814575,91.40965
Miles Mastrobuoni,chc,FA,SS/3B,42.0,0.1337612793150263,1781778.9,,,20017.0,0.07988798,0.3381801,0.16579896,0.24106471,0.25388595,0.23630758,39.2081,86.38717,-37.23270482261006,-4.169247249956243,23.81159448623657,,,,,,,,,,
