Player Name,Team,Status,Position,Age,WAR,Base_Value,Contract_Value,Surplus_Value,IDfg,BB%_bat,K%_bat,AVG,OBP,SLG,wOBA,wRC+,EV,Off,BsR,Def,FIP,SIERA,K%_pit,BB%_pit,GB%,FB%,Stuff+,Location+,Pitching+,FBv
Kevin Ginkel,ari,FA,RP,44.0,0.7,9324411.64,,,19876.0,,,,,,,,,,,,4.09124,3.96931,0.19677937,0.06258824,0.47165996,0.3191015,107.70392,102.55951,103.22864,91.50549
Corbin Carroll,ari,FA,OF,37.0,0.654506769514561,8718415.06,,,25878.0,0.06360407,0.21212423,0.24871239,0.30475146,0.39607885,0.30568254,93.23755,89.732254,-1.6991868600612718,-4.356175063876435,-6.4316898584365845,,,,,,,,,,
Geraldo Perdomo,ari,FA,SS,38.0,0.5896918727635467,7855042.52,,,22799.0,0.0574276,0.26153776,0.21642649,0.27299327,0.33592305,0.27157336,67.80658,88.57708,-19.169740013959927,-5.319843089673668,11.367345333099363,,,,,,,,,,
Joe Mantiply,ari,FA,RP,47.0,0.5,6660294.03,,,14857.0,,,,,,,,,,,,4.3172283,4.1136975,0.20437746,0.077456556,0.4725241,0.3241951,107.32363,101.18269,102.06575,91.16126
Ryan Thompson,ari,FA,RP,46.0,0.4,5328235.22,,,16647.0,,,,,,,,,,,,4.446115,4.2078457,0.21177204,0.09043628,0.4807231,0.3230118,105.75438,99.7195,100.70791,90.81363
Kyle Nelson,ari,FA,RP,41.0,0.4,5328235.22,,,20515.0,,,,,,,,,,,,4.44572,4.1057305,0.204088,0.0624428,0.39515,0.3845208,103.52771,102.65082,102.809555,93.70681
A.J. Puk,ari,FA,RP,43.0,0.3,3996176.42,,,19343.0,,,,,,,,,,,,4.5988646,4.181353,0.20716575,0.07446281,0.4107631,0.3760825,103.55633,101.14018,101.74334,93.059074
Seth Martinez,ari,FA,RP,43.0,0.3,3996176.42,,,21045.0,,,,,,,,,,,,4.5164194,4.145843,0.20510535,0.069102466,0.4090804,0.37474498,103.86562,101.760956,102.21704,93.18884
Justin Martinez,ari,FA,RP,36.0,0.3,3996176.42,,,24453.0,,,,,,,,,,,,4.5737033,4.36537,0.1786522,0.090496585,0.51604277,0.27898878,98.67595,98.02407,98.40587,91.320496
Bryce Jarvis,ari,FA,RP,40.0,0.2,2664117.61,,,27477.0,,,,,,,,,,,,4.61354,4.1542788,0.20689675,0.069237,0.3837686,0.39814046,102.92456,101.93239,102.33669,93.96138
Tommy Henry,ari,FA,SP,40.0,-0.7,0.0,,,26285.0,,,,,,,,,,,,5.348963,5.4147387,0.16337425,0.086078115,0.3545988,0.4366762,87.29802,101.157394,96.61468,88.902
Brandon Pfaadt,ari,FA,SP,39.0,-0.7,0.0,,,27782.0,,,,,,,,,,,,5.345114,5.4145737,0.16066661,0.08405457,0.3586708,0.43332708,86.97568,101.24311,96.64698,89.06497
Ryne Nelson,ari,FA,SP,40.0,-0.8,0.0,,,26253.0,,,,,,,,,,,,5.3575253,5.4265046,0.16120955,0.08514585,0.35759586,0.43416137,87.34841,101.19861,96.65547,88.96056
Alek Thomas,ari,FA,CF,38.0,-0.8952124994620195,0.0,,,23792.0,0.056172173,0.27814224,0.20666833,0.26374918,0.321979,0.26283765,61.21782,88.40295,-23.644131311556187,-5.775995312724263,1.745826005935669,,,,,,,,,,
Eduardo Rodriguez,ari,FA,SP,45.0,-0.9,0.0,,,13164.0,,,,,,,,,,,,5.435361,5.497886,0.15850161,0.08616122,0.36389354,0.4257198,89.93678,101.110794,96.96796,88.65713
Jordan Montgomery,ari,FA,SP,45.0,-0.9,0.0,,,16511.0,,,,,,,,,,,,5.443652,5.506154,0.15688495,0.08507139,0.36702633,0.42269215,90.028786,101.143616,97.021675,88.65093
Merrill Kelly,ari,FA,SP,49.0,-1.0,0.0,,,11156.0,,,,,,,,,,,,5.4700513,5.5382833,0.15162212,0.081856206,0.38499564,0.39978394,92.407364,101.116264,97.40346,88.31392
Ketel Marte,ari,FA,2B,44.0,-1.9678044601908236,0.0,,,13613.0,0.069564775,0.3417721,0.16418223,0.23556457,0.2601231,0.23437686,37.57638,87.29589,-38.2216069378504,-6.122152585303411,6.158057689666748,,,,,,,,,,
Eugenio Suarez,ari,FA,3B,46.0,-3.0268525778599744,0.0,,,12552.0,0.0675845,0.36935166,0.14822927,0.21563426,0.2242363,0.21303706,22.414368,86.267914,-49.15175041629046,-5.462287229311187,6.049664258956909,,,,,,,,,,
Gabriel Moreno,ari,FA,C,38.0,-3.1169964908111423,0.0,,,22664.0,0.056240607,0.24500641,0.22514555,0.27969325,0.3476834,0.27866006,73.14819,88.7318,-15.539969793180138,-5.038760912138969,-28.869053028247077,,,,,,,,,,
Jake McCarthy,ari,FA,OF,40.0,-3.477228140707291,0.0,,,21622.0,0.06361602,0.3135322,0.18402085,0.24888551,0.2875378,0.24658181,48.316193,87.77179,-31.97029360038478,-5.965481833554804,-15.042278468608856,,,,,,,,,,
Lourdes Gurriel Jr.,ari,FA,LF,44.0,-4.213098888733303,0.0,,,19238.0,0.065888986,0.35947856,0.15336958,0.22128832,0.23747179,0.22029814,27.560318,86.834465,-45.43265936432815,-6.242267272027675,-8.514660596847534,,,,,,,,,,
Pavin Smith,ari,FA,1B/RF,42.0,-5.599444996396842,0.0,,,19892.0,0.06795055,0.3514943,0.15883212,0.22854528,0.24794532,0.2269753,32.5626,87.00945,-42.01264770147277,-6.15787363727577,-25.60525774955749,,,,,,,,,,
Jose Herrera,ari,FA,C,41.0,-5.688749336934635,0.0,,,17040.0,0.08133869,0.33291343,0.16911891,0.24475476,0.2578215,0.23927134,41.59098,86.33772,-35.71467810142331,-3.80278644093778,-35.133497083215325,,,,,,,,,,
Michael Kelly,ath,FA,RP,45.0,0.4,5328235.22,,,12791.0,,,,,,,,,,,,4.435163,4.144177,0.20076977,0.068957776,0.43270513,0.35463455,105.223305,101.75438,102.24838,92.1053
T.J. McFarland,ath,FA,RP,49.0,0.3,3996176.42,,,3237.0,,,,,,,,,,,,4.588207,4.241715,0.20710823,0.086531475,0.45633322,0.34608757,105.31082,99.997856,100.833176,90.92135
Anthony Maldonado,ath,FA,RP,40.0,0.3,3996176.42,,,26034.0,,,,,,,,,,,,4.5085936,4.305473,0.17024487,0.07161584,0.48644334,0.3105192,100.61164,100.49682,100.29199,90.18314
Mason Miller,ath,FA,RP,39.0,0.2,2664117.61,,,31757.0,,,,,,,,,,,,4.7034655,4.269028,0.19419244,0.07414276,0.41262117,0.3753671,100.91483,100.74369,101.02134,92.51548
Michel Otanez,ath,FA,RP,40.0,0.1,1332058.81,,,22533.0,,,,,,,,,,,,4.8143606,4.3304157,0.20021924,0.08085266,0.40541747,0.3877886,100.389885,99.74569,100.35465,92.01233
Luis Severino,ath,FA,SP,44.0,-0.9,0.0,,,15890.0,,,,,,,,,,,,5.4397354,5.507975,0.15439917,0.08295635,0.3720617,0.4180434,89.656296,101.23168,97.07421,88.727936
Jeffrey Springs,ath,FA,SP,45.0,-0.9,0.0,,,17677.0,,,,,,,,,,,,5.446516,5.508999,0.15629967,0.0846318,0.368253,0.4214338,90.06414,101.155556,97.041626,88.64395
