Avg EV,Bat Ctrl,Fld,Game,Hard Hit%,Hit,Max EV,Name,Org,Pitch Sel,Pos,Raw,Spd,Age,B,Bonus,ETA,FV,Ht,Org Rk,Risk,Sign Mkt,Sign Yr,T,Top 100,Wt,Year,MLB_Debut,Years_Played,Games_Played,WAR_Sum,Years_Before_Debut
,45.0,37.5,42.5,,37.5,,René Pinto,27,35.0,11,50.0,20.0,25.7,1,,2022,42.5,70.0,20.0,,J2,2013.0,1,,215.0,2022,2022.0,3,83,0.6,9.0
,50.0,40.0,47.5,,40.0,,Rodolfo Nolasco,21,50.0,25,55.0,45.0,20.9,1,$235k,2024,42.5,73.0,20.0,,J2,2018.0,1,,215.0,2022,,0,0,0.0,
,50.0,40.0,47.5,,40.0,,Rodolfo Nolasco,21,50.0,25,55.0,45.0,21.9,1,$235k,2024,37.5,73.0,40.0,,J2,2018.0,1,,215.0,2023,,0,0,0.0,
,60.0,37.5,32.5,,42.5,,Ricardo Cabrera,6,,6,42.5,47.5,17.8,1,$2.7M,2027,40.0,72.0,20.0,,J2,2022.0,1,,175.0,2022,,0,0,0.0,
,60.0,37.5,32.5,,42.5,,Ricardo Cabrera,6,,6,42.5,47.5,18.7,1,$2.7M,2027,40.0,72.0,26.0,,Intl15,2022.0,1,,175.0,2023,,0,0,0.0,
,55.0,45.0,35.0,,42.5,,Ryan Bliss,0,45.0,6,45.0,55.0,22.6,1,$1.3M,2025,40.0,69.0,20.0,,Draft,2021.0,1,,165.0,2022,2024.0,1,33,0.4,3.0
,55.0,45.0,35.0,,42.5,,Ryan Bliss,0,45.0,6,45.0,55.0,23.6,1,$1.3M,2025,40.0,66.0,25.0,,Draft,2021.0,1,,165.0,2023,2024.0,1,33,0.4,3.0
,50.0,20.0,50.0,,50.0,,Malcom Nunez,25,45.0,17,55.0,25.0,21.4,1,$300k,2024,40.0,71.0,20.0,,J2,2018.0,1,,205.0,2022,,0,0,0.0,
,55.0,40.0,35.0,,42.5,,Mishael Deson,2,30.0,19,47.5,37.5,20.1,1,,2025,40.0,77.0,20.0,,J2,2018.0,1,,185.0,2022,,0,0,0.0,
,40.0,52.5,37.5,,32.5,,Korry Howell,22,55.0,14,50.0,70.0,23.9,1,$210k,2022,40.0,74.0,20.0,,Draft,2018.0,1,,175.0,2022,,0,0,0.0,
,40.0,52.5,37.5,,32.5,,Korry Howell,22,55.0,14,50.0,70.0,24.9,1,$210k,2024,40.0,73.0,12.0,,Draft,2018.0,1,,180.0,2023,,0,0,0.0,
,40.0,40.0,52.5,,40.0,,J.J. Matijevic,10,50.0,0,60.0,40.0,24.6,0,,2021,37.5,72.0,30.0,,Draft,2017,1,,206.0,2019,2022.0,1,32,-0.2,5.0
,40.0,40.0,52.5,,40.0,,J.J. Matijevic,10,50.0,0,60.0,40.0,26.7,0,,2022,37.5,72.0,20.0,,Draft,2017.0,0,,206.0,2022,2022.0,1,32,-0.2,5.0
,50.0,35.0,37.5,,45.0,,Spencer Packard,23,55.0,19,50.0,30.0,24.8,0,$25k,2025,37.5,73.0,20.0,,Draft,2021.0,1,,205.0,2022,,0,0,0.0,
,50.0,35.0,37.5,,45.0,,Spencer Packard,23,55.0,19,50.0,30.0,25.8,0,$25k,2025,40.0,73.0,20.0,,Draft,2021.0,1,,205.0,2023,,0,0,0.0,
,50.0,35.0,37.5,,45.0,,Spencer Packard,23,55.0,19,50.0,30.0,26.8,0,$25k,2025,37.5,73.0,28.0,,Draft,2021.0,1,,205.0,2024,,0,0,0.0,
,50.0,40.0,40.0,,32.5,,Junior Caminero,27,55.0,8,50.0,40.0,19.1,1,$225k,2025,42.5,75.0,21.0,,J2,2019.0,1,,180.0,2022,2023.0,2,50,0.8,4.0
,50.0,40.0,40.0,,32.5,,Junior Caminero,27,55.0,8,50.0,40.0,20.1,1,$225k,2025,55.0,75.0,3.0,,J2,2019.0,1,39.0,215.0,2023,2023.0,2,50,0.8,4.0
,50.0,40.0,40.0,,32.5,,Junior Caminero,27,55.0,8,50.0,40.0,21.1,1,$225k,2024,60.0,73.0,1.0,,J2,2019.0,1,8.0,235.0,2024,2023.0,1,43,0.7,5.0
,30.0,45.0,42.5,,30.0,,Joshua Baez,25,40.0,25,65.0,45.0,19.1,1,$2.3M,2026,40.0,75.0,21.0,,Draft,2021.0,1,,210.0,2022,,0,0,0.0,
,45.0,42.5,42.5,,37.5,,Jesse Franklin V,1,50.0,14,52.5,50.0,23.7,0,$498k,2024,40.0,73.0,21.0,,Draft,2020.0,0,,215.0,2022,,0,0,0.0,
,45.0,45.0,35.0,,40.0,,Kevin Guerrero,2,50.0,25,47.5,50.0,18.3,1,,2027,40.0,76.0,21.0,,J2,2021.0,1,,190.0,2022,,0,0,0.0,
,40.0,47.5,37.5,,35.0,,Angeudis Santos,14,45.0,33,50.0,60.0,20.9,2,,2025,40.0,74.0,21.0,,J2,2018.0,1,,180.0,2022,,0,0,0.0,
,60.0,57.5,25.0,,52.5,101.0,Carlos Rodriguez,15,30.0,19,35.0,70.0,21.7,0,$1.4M,2022,40.0,70.0,21.0,,J2,2017.0,0,,150.0,2022,2024.0,1,3,0.0,7.0
,55.0,30.0,40.0,,40.0,,Yendry Rojas,22,,8,50.0,40.0,17.5,0,,2027,37.5,73.0,21.0,,J2,2022.0,0,,190.0,2022,,0,0,0.0,
,,47.5,47.5,,37.5,,Wilyer Abreu,10,,19,55.0,50.0,23.1,0,$300k,2024,37.5,72.0,21.0,,J2,2017.0,0,,217.0,2022,2023.0,2,160,3.4,6.0
,40.0,45.0,40.0,,35.0,109.0,Christian Franklin,4,60.0,14,50.0,50.0,22.7,1,$425k,2025,42.5,71.0,22.0,,Draft,2021.0,1,,195.0,2022,,0,0,0.0,
,40.0,45.0,40.0,,35.0,109.0,Christian Franklin,4,60.0,14,50.0,50.0,23.7,1,$425k,2025,40.0,71.0,27.0,,Draft,2021.0,1,,195.0,2023,,0,0,0.0,
,40.0,45.0,40.0,,35.0,109.0,Christian Franklin,4,60.0,14,50.0,50.0,24.7,1,$425k,2025,37.5,71.0,36.0,,Draft,2021.0,1,,195.0,2024,,0,0,0.0,
,40.0,45.0,35.0,,32.5,,Abdidas De La Cruz,0,,33,47.5,60.0,17.7,1,,2027,40.0,75.0,22.0,,J2,2022.0,1,,190.0,2022,,0,0,0.0,
,30.0,42.5,47.5,,32.5,,Kevin Smith,19,45.0,33,55.0,55.0,26.1,1,$405k,2022,40.0,73.0,22.0,,Draft,2017.0,1,,188.0,2022,2022.0,3,98,-0.7,5.0
,45.0,35.0,42.5,,37.5,,Cal Conley,1,35.0,17,55.0,40.0,23.0,2,$423k,2025,40.0,70.0,22.0,,Draft,2021.0,1,,175.0,2022,,0,0,0.0,
,,50.0,27.5,,40.0,,Luis Mendez,8,,33,35.0,60.0,19.8,0,,2026,40.0,71.0,22.0,,J2,2019.0,1,,157.0,2022,,0,0,0.0,
,60.0,45.0,30.0,,42.5,105.0,Hendry Mendez,15,40.0,14,45.0,50.0,18.7,0,$800k,2025,40.0,74.0,22.0,,J2,2021.0,0,,175.0,2022,,0,0,0.0,
,60.0,40.0,30.0,,55.0,,Brett Sullivan,22,40.0,11,35.0,30.0,28.4,0,,2022,37.5,73.0,22.0,,Draft,2015.0,1,,195.0,2022,2023.0,2,40,-0.5,8.0
,60.0,40.0,30.0,,55.0,,Brett Sullivan,22,40.0,11,35.0,30.0,29.4,0,,2023,40.0,74.0,16.0,,Draft,2015.0,1,,195.0,2023,2023.0,2,40,-0.5,8.0
,,60.0,30.0,,42.5,,Nick Meyer,17,,11,35.0,30.0,23.3,1,$350k,2021,37.5,74.0,23.0,,Draft,2018,1,,200.0,2019,,0,0,0.0,
,,60.0,30.0,,42.5,,Nick Meyer,17,,11,35.0,30.0,25.5,1,$350k,2023,37.5,73.0,22.0,,Draft,2018.0,1,,200.0,2022,,0,0,0.0,
,,60.0,30.0,,42.5,,Nick Meyer,17,,11,35.0,30.0,26.4,1,$350k,2023,37.5,73.0,33.0,,Draft,2018.0,1,,200.0,2023,,0,0,0.0,
,40.0,42.5,42.5,,37.5,,Cade Marlowe,23,70.0,14,50.0,55.0,25.1,0,$5k,2023,37.5,73.0,22.0,,Draft,2019.0,1,,210.0,2022,2023.0,2,42,0.9,4.0
,40.0,42.5,42.5,,37.5,,Cade Marlowe,23,70.0,14,50.0,55.0,26.1,0,$5k,2023,37.5,73.0,27.0,,Draft,2019.0,1,,210.0,2023,2023.0,2,42,0.9,4.0
,45.0,50.0,35.0,,37.5,,Jose Torres,6,40.0,33,42.5,60.0,22.8,1,$623k,2025,40.0,72.0,23.0,,Draft,2021.0,1,,165.0,2022,,0,0,0.0,
,55.0,45.0,32.5,,40.0,,Euribiel Angeles,19,,8,42.5,50.0,20.2,1,,2024,40.0,71.0,23.0,,J2,2018.0,1,,175.0,2022,,0,0,0.0,
,,40.0,35.0,,35.0,,Yemal Flores,20,,14,50.0,40.0,18.7,1,$1.4M,2025,40.0,73.0,23.0,,J2,2021.0,1,,170.0,2022,,0,0,0.0,
,40.0,37.5,35.0,,42.5,,Zavier Warren,15,55.0,8,52.5,45.0,23.6,2,$575k,2024,40.0,72.0,23.0,,Draft,2020.0,1,,190.0,2022,,0,0,0.0,
,40.0,37.5,35.0,,42.5,,Zavier Warren,15,55.0,8,52.5,45.0,24.6,2,$575k,2024,40.0,72.0,26.0,,Draft,2020.0,1,,190.0,2023,,0,0,0.0,
,40.0,37.5,37.5,,30.0,,Manuel Sequera,9,50.0,6,52.5,35.0,19.8,1,,2023,40.0,73.0,23.0,,J2,2019.0,1,,170.0,2022,,0,0,0.0,
,,37.5,35.0,,40.0,,Douglas Glod,1,,8,47.5,42.5,17.5,1,$1.3M,2027,37.5,70.0,23.0,,J2,2022.0,1,,185.0,2022,,0,0,0.0,
,40.0,52.5,35.0,,30.0,,"Lonnie, Jr. White",21,45.0,14,50.0,70.0,19.6,1,$1.5M,2026,42.5,75.0,24.0,,Draft,2021.0,1,,212.0,2022,,0,0,0.0,
,,35.0,35.0,,30.0,,Thayron Liranzo,13,,11,50.0,30.0,19.1,2,$30k,2027,40.0,75.0,24.0,,J2,2021.0,1,,195.0,2022,,0,0,0.0,
,,35.0,35.0,,30.0,,Thayron Liranzo,13,,11,50.0,30.0,20.1,2,$30k,2027,40.0,75.0,28.0,,Intl15,2021.0,1,,220.0,2023,,0,0,0.0,
,,35.0,35.0,,30.0,,Thayron Liranzo,13,,11,50.0,30.0,21.1,2,$30k,2027,50.0,75.0,5.0,,Intl15,2021.0,1,81.0,230.0,2024,,0,0,0.0,
,55.0,40.0,32.5,,40.0,,Jaison Chourio,7,,25,32.5,47.5,17.2,2,$1.5M,2027,40.0,74.0,24.0,,J2,2022.0,1,,165.0,2022,,0,0,0.0,
,55.0,40.0,32.5,,40.0,,Jaison Chourio,7,,25,32.5,47.5,18.2,2,$1.5M,2027,42.5,74.0,17.0,,Intl15,2022.0,1,,165.0,2023,,0,0,0.0,
,50.0,35.0,32.5,,35.0,,Danyer Cueva,28,,33,50.0,42.5,18.2,0,,2027,40.0,73.0,24.0,,J2,2021.0,1,,180.0,2022,,0,0,0.0,
,55.0,40.0,32.5,,40.0,,Antony Peguero,14,,25,42.5,47.5,17.1,1,$575k,2027,37.5,73.0,24.0,,J2,2022.0,1,,180.0,2022,,0,0,0.0,
,55.0,40.0,32.5,,40.0,,Antony Peguero,14,,25,42.5,47.5,18.1,1,$575k,2027,37.5,73.0,26.0,,Intl15,2022.0,1,,180.0,2023,,0,0,0.0,
,,40.0,25.0,,40.0,,Adrian Pinto,29,,6,35.0,55.0,19.9,1,$120k,2025,37.5,66.0,24.0,,J2,2019.0,1,,156.0,2022,,0,0,0.0,
,45.0,45.0,40.0,,40.0,,Zach DeLoach,23,50.0,25,50.0,57.5,24.0,0,$1.7M,2024,37.5,74.0,24.0,,Draft,2020.0,1,,205.0,2022,2024.0,1,22,0.1,4.0
,60.0,37.5,35.0,,45.0,,Osleivis Basabe,27,30.0,6,42.5,60.0,21.9,1,$550k,2023,42.5,73.0,25.0,,J2,2017.0,1,,165.0,2022,2023.0,1,31,-0.2,6.0
,60.0,37.5,35.0,,45.0,,Osleivis Basabe,27,30.0,6,42.5,60.0,22.9,1,$550k,2023,45.0,73.0,7.0,,J2,2017.0,1,,188.0,2023,2023.0,1,31,-0.2,6.0
,50.0,40.0,40.0,,30.0,,Kala'i Rosario,16,40.0,19,57.5,42.5,20.1,1,$330k,2025,40.0,73.0,25.0,,Draft,2020.0,1,,220.0,2022,,0,0,0.0,
,50.0,40.0,40.0,,30.0,,Kala'i Rosario,16,40.0,19,57.5,42.5,21.1,1,$330k,2025,40.0,73.0,23.0,,Draft,2020.0,1,,220.0,2023,,0,0,0.0,
,50.0,40.0,40.0,,30.0,,Kala'i Rosario,16,40.0,19,57.5,42.5,22.1,1,$330k,2025,40.0,72.0,30.0,,Draft,2020.0,1,,220.0,2024,,0,0,0.0,
,40.0,40.0,42.5,,32.5,107.0,Natanael Santana,12,40.0,25,62.5,60.0,21.0,1,$10k,2024,37.5,75.0,25.0,,J2,2018.0,1,,190.0,2022,,0,0,0.0,
86.0,50.0,55.0,30.0,,37.5,,Ali Sánchez,9,45.0,11,40.0,30.0,25.5,1,$690k,2022,37.5,72.0,25.0,,J2,2013.0,1,,200.0,2022,2024.0,1,31,-0.5,11.0
82.0,45.0,40.0,40.0,,32.5,102.0,Esteury Ruiz,22,35.0,14,50.0,70.0,23.5,1,$100k,2023,37.5,72.0,25.0,,J2,2015.0,1,,169.0,2022,2022.0,3,178,0.6,7.0
,50.0,45.0,32.5,,32.5,,Luis Meza,29,,11,47.5,30.0,17.8,1,$2.0M,2027,37.5,71.0,25.0,,J2,2022.0,1,,185.0,2022,,0,0,0.0,
,50.0,45.0,32.5,,32.5,,Luis Meza,29,,11,47.5,30.0,18.9,1,$2.0M,2027,37.5,71.0,38.0,,Intl15,2022.0,1,,185.0,2023,,0,0,0.0,
,,57.5,32.5,,45.0,,Donta' Williams,2,,14,40.0,60.0,23.1,0,$400k,2025,40.0,70.0,26.0,,Draft,2021.0,0,,185.0,2022,,0,0,0.0,
,45.0,37.5,35.0,,32.5,,Yordany De Los Santos,21,,8,47.5,45.0,17.5,1,$1.2M,2027,40.0,73.0,26.0,,J2,2022.0,1,,170.0,2022,,0,0,0.0,
,45.0,37.5,35.0,,32.5,,Yordany De Los Santos,21,,8,47.5,45.0,18.5,1,$1.2M,2027,45.0,73.0,12.0,,Intl15,2022.0,1,,170.0,2023,,0,0,0.0,
,40.0,37.5,37.5,,30.0,,Carter Jensen,11,55.0,11,47.5,30.0,19.1,0,$1.1M,2026,40.0,73.0,26.0,,Draft,2021.0,1,,210.0,2022,,0,0,0.0,
,40.0,37.5,37.5,,30.0,,Carter Jensen,11,55.0,11,47.5,30.0,20.1,0,$1.1M,2026,45.0,73.0,5.0,,Draft,2021.0,1,,210.0,2023,,0,0,0.0,
,40.0,37.5,37.5,,30.0,,Carter Jensen,11,55.0,11,47.5,30.0,21.1,0,$1.1M,2026,45.0,73.0,3.0,,Draft,2021.0,1,,210.0,2024,,0,0,0.0,
,,40.0,40.0,,30.0,,Won-Bin Cho,25,,19,52.5,40.0,18.9,0,$500k,2027,37.5,75.0,26.0,,J2,2022.0,0,,200.0,2022,,0,0,0.0,
,40.0,45.0,45.0,,32.5,,Logan Simmons,20,40.0,33,60.0,52.5,22.3,1,$750k,2023,37.5,74.0,26.0,,Draft,2018.0,1,,180.0,2022,,0,0,0.0,
,,37.5,30.0,,40.0,,Jordan McCants,14,,33,42.5,52.5,20.2,0,$800k,2026,37.5,73.0,26.0,,Draft,2021.0,1,,160.0,2022,,0,0,0.0,
,60.0,52.5,25.0,,32.5,,Max Ferguson,22,60.0,6,25.0,70.0,22.9,0,$324k,2025,37.5,73.0,26.0,,Draft,2021.0,1,,180.0,2022,,0,0,0.0,
,50.0,35.0,42.5,,35.0,,Sebastian Espino,29,35.0,8,52.5,45.0,22.2,1,,2023,37.5,74.0,26.0,,J2,2016.0,1,,176.0,2022,,0,0,0.0,
,45.0,27.5,35.0,,37.5,,Charlie Welch,23,45.0,11,45.0,30.0,22.5,1,,2026,37.5,72.0,26.0,,Draft,2021.0,1,,205.0,2022,,0,0,0.0,
,50.0,42.5,42.5,,42.5,,Dominic Canzone,0,45.0,25,55.0,30.0,25.0,0,$170k,2023,40.0,73.0,27.0,,Draft,2019.0,1,,190.0,2022,2023.0,2,126,-0.2,4.0
,50.0,42.5,42.5,,42.5,,Dominic Canzone,0,45.0,25,55.0,30.0,26.0,0,$170k,2024,37.5,73.0,33.0,,Draft,2019.0,1,,190.0,2023,2023.0,2,126,-0.2,4.0
,55.0,45.0,30.0,,40.0,,Robert Lopez,7,50.0,11,37.5,35.0,18.6,0,,2026,40.0,70.0,27.0,,J2,2021.0,1,,150.0,2022,,0,0,0.0,
,40.0,32.5,45.0,,35.0,,Hunter Goodman,8,55.0,11,60.0,30.0,22.8,0,$600k,2024,40.0,73.0,27.0,,Draft,2021.0,1,,210.0,2022,2023.0,2,93,-1.7,2.0
,40.0,32.5,45.0,,35.0,,Hunter Goodman,8,55.0,11,60.0,30.0,23.8,0,$600k,2024,42.5,73.0,9.0,,Draft,2021.0,1,,210.0,2023,2023.0,2,93,-1.7,2.0
,40.0,32.5,45.0,,35.0,,Hunter Goodman,8,55.0,11,60.0,30.0,24.8,0,$600k,2024,47.5,71.0,4.0,,Draft,2021.0,1,,215.0,2024,2023.0,1,70,-1.3,3.0
,45.0,47.5,47.5,,37.5,109.0,Bryce Ball,4,60.0,0,70.0,40.0,24.1,0,$198k,2023,40.0,78.0,27.0,,Draft,2019.0,1,,255.0,2022,,0,0,0.0,
,40.0,37.5,42.5,,32.5,,Zac Cook,29,45.0,14,55.0,42.5,24.3,0,$20k,2024,37.5,73.0,27.0,,UDFA,2020.0,1,,195.0,2022,,0,0,0.0,
,55.0,30.0,30.0,,55.0,,Cooper Hummel,0,55.0,25,45.0,45.0,27.7,2,,2022,40.0,70.0,28.0,,Draft,2016.0,1,,198.0,2022,2022.0,3,82,-1.2,6.0
,50.0,55.0,35.0,,47.5,106.0,Chase Strumpf,4,60.0,8,50.0,50.0,24.4,1,$1.1M,2023,40.0,73.0,28.0,,Draft,2019.0,1,,191.0,2022,,0,0,0.0,
,50.0,55.0,35.0,,47.5,106.0,Chase Strumpf,4,60.0,8,50.0,50.0,25.4,1,$1.1M,2023,40.0,73.0,35.0,,Draft,2019.0,1,,191.0,2023,,0,0,0.0,
,,42.5,35.0,,42.5,,Justyn-Henry Malloy,1,,8,50.0,40.0,22.5,1,$298k,2025,37.5,75.0,28.0,,Draft,2021.0,1,,212.0,2022,2024.0,1,71,-0.5,3.0
,40.0,52.5,30.0,,27.5,,Jose Fernandez,0,40.0,33,42.5,60.0,18.9,1,$275k,2026,40.0,75.0,29.0,,J2,2020.0,1,,165.0,2022,,0,0,0.0,
,40.0,52.5,30.0,,27.5,,Jose Fernandez,0,40.0,33,42.5,60.0,19.9,1,$275k,2026,40.0,75.0,28.0,,Intl15,2021.0,1,,165.0,2023,,0,0,0.0,
,40.0,52.5,30.0,,27.5,,Jose Fernandez,0,40.0,33,42.5,60.0,20.8,1,$275k,2026,37.5,75.0,39.0,,Intl15,2021.0,1,,185.0,2024,,0,0,0.0,
,40.0,52.5,50.0,,32.5,,Cody Thomas,19,50.0,25,60.0,55.0,27.8,0,$298k,2022,40.0,76.0,29.0,,Draft,2016.0,1,,211.0,2022,2022.0,2,29,0.0,6.0
,,30.0,42.5,,30.0,,"Tony Blanco, Jr.",21,,25,60.0,35.0,17.2,1,,2027,40.0,77.0,29.0,,J2,2022.0,1,,230.0,2022,,0,0,0.0,
,45.0,40.0,37.5,,35.0,,Yasser Mercedes,16,,25,52.5,52.5,17.7,1,$1.7M,2027,40.0,75.0,29.0,,J2,2022.0,1,,180.0,2022,,0,0,0.0,
,45.0,40.0,37.5,,35.0,,Yasser Mercedes,16,,25,52.5,52.5,18.7,1,$1.7M,2027,42.5,75.0,13.0,,Intl15,2022.0,1,,180.0,2023,,0,0,0.0,
,45.0,40.0,37.5,,35.0,,Yasser Mercedes,16,,25,52.5,52.5,19.7,1,$1.7M,2027,40.0,74.0,32.0,,Intl15,2022.0,1,,180.0,2024,,0,0,0.0,
,50.0,30.0,25.0,,37.5,,Adrian Sugastey,24,40.0,11,42.5,20.0,19.8,1,,2024,40.0,73.0,29.0,,J2,2019.0,1,,170.0,2022,,0,0,0.0,
,50.0,30.0,25.0,,37.5,,Adrian Sugastey,24,40.0,11,42.5,20.0,20.8,1,,2025,37.5,73.0,46.0,,J2,2019.0,1,,210.0,2023,,0,0,0.0,
,50.0,40.0,47.5,,32.5,,Moisés Gómez,25,30.0,25,60.0,40.0,23.9,1,$40k,2023,37.5,71.0,29.0,,J2,2015.0,1,,200.0,2022,,0,0,0.0,
,50.0,40.0,47.5,,32.5,,Moisés Gómez,25,30.0,25,60.0,40.0,24.9,1,$40k,2023,37.5,71.0,27.0,,J2,2015.0,1,,200.0,2023,,0,0,0.0,
,,45.0,27.5,,40.0,,Ty Collins,1,,14,35.0,60.0,19.4,0,$135k,2026,37.5,71.0,29.0,,Draft,2021.0,1,,180.0,2022,,0,0,0.0,
,,45.0,27.5,,40.0,,Ty Collins,1,,14,35.0,60.0,20.4,0,$135k,2026,37.5,71.0,25.0,,Draft,2021.0,1,,180.0,2023,,0,0,0.0,
,70.0,42.5,25.0,,57.5,,Wyatt Young,17,50.0,6,20.0,40.0,22.7,0,,2025,37.5,67.0,29.0,,Draft,2021.0,1,,160.0,2022,,0,0,0.0,
,40.0,50.0,30.0,,40.0,,Lucius Fox,30,50.0,33,40.0,70.0,25.1,2,$6.0M,2022,37.5,73.0,29.0,,J2,2015.0,1,,185.0,2022,2022.0,1,10,-0.6,7.0
,50.0,47.5,32.5,,50.0,,Eddys Leonard,13,50.0,8,40.0,45.0,21.7,1,,2022,40.0,72.0,30.0,,J2,2017.0,1,,170.0,2022,,0,0,0.0,
,,35.0,35.0,,47.5,,Tanner Murray,27,,6,35.0,42.5,22.9,1,,2025,40.0,74.0,30.0,,Draft,2020.0,1,,190.0,2022,,0,0,0.0,
,40.0,20.0,47.5,,37.5,,Jack Suwinski,21,60.0,17,55.0,30.0,24.0,0,,2022,40.0,74.0,30.0,,Draft,2016.0,0,,206.0,2022,2022.0,3,338,2.9,6.0
,40.0,45.0,57.5,,40.0,,Niko Kavadas,3,60.0,17,65.0,30.0,23.8,0,$250k,2025,40.0,73.0,30.0,,Draft,2021.0,1,,235.0,2022,2024.0,1,30,-0.1,3.0
,30.0,30.0,52.5,,20.0,,Chandler Redmond,25,60.0,0,70.0,30.0,25.6,0,$3k,2023,37.5,73.0,30.0,,Draft,2019.0,1,,231.0,2022,,0,0,0.0,
,30.0,30.0,52.5,,20.0,,Chandler Redmond,25,60.0,0,70.0,30.0,26.6,0,$3k,2023,37.5,73.0,28.0,,Draft,2019.0,1,,231.0,2023,,0,0,0.0,
,60.0,40.0,35.0,,45.0,,Juan Guerrero,8,45.0,19,42.5,40.0,20.9,1,,2024,37.5,73.0,30.0,,J2,2018.0,1,,165.0,2022,,0,0,0.0,
,30.0,37.5,47.5,,25.0,,Yosy Galan,28,40.0,25,75.0,50.0,21.3,1,,2025,37.5,76.0,30.0,,J2,2020.0,1,,200.0,2022,,0,0,0.0,
,70.0,40.0,25.0,,42.5,,Hector Rodriguez,17,,6,25.0,45.0,18.4,0,$100k,2026,37.5,68.0,30.0,,J2,2021.0,1,,186.0,2022,,0,0,0.0,
,40.0,50.0,30.0,,30.0,,Juan Corniel,0,40.0,33,37.5,60.0,19.8,2,$325k,2026,40.0,73.0,31.0,,J2,2019.0,1,,155.0,2022,,0,0,0.0,
,45.0,45.0,42.5,,32.5,,Pedro Pineda,19,55.0,14,55.0,55.0,18.9,1,$4.2M,2025,40.0,70.0,31.0,,J2,2021.0,1,,192.0,2022,,0,0,0.0,
,,45.0,35.0,,52.5,,Kyle Manzardo,27,,0,45.0,40.0,22.0,0,$750k,2025,40.0,73.0,31.0,,Draft,2021.0,1,,205.0,2022,2024.0,1,53,0.0,3.0
,,45.0,35.0,,52.5,,Kyle Manzardo,27,,0,45.0,40.0,23.0,0,$750k,2024,50.0,73.0,4.0,,Draft,2021.0,1,47.0,205.0,2023,2024.0,1,53,0.0,3.0
,45.0,40.0,50.0,,40.0,,David Villar,24,45.0,8,55.0,30.0,25.5,1,,2023,40.0,73.0,31.0,,Draft,2018.0,1,,215.0,2022,2022.0,3,109,0.6,4.0
,,45.0,25.0,,40.0,,Javier Sanoja,14,,33,25.0,60.0,19.9,1,$90k,2025,37.5,69.0,31.0,,J2,2019.0,1,,150.0,2022,2024.0,1,15,-0.2,5.0
,40.0,35.0,40.0,,35.0,,Trevor Hauver,28,70.0,19,50.0,40.0,23.7,0,$587k,2023,37.5,72.0,31.0,,Draft,2020.0,1,,205.0,2022,,0,0,0.0,
,,35.0,35.0,,45.0,,Marcos Castanon,22,,6,45.0,30.0,23.4,1,,2026,37.5,72.0,31.0,,Draft,2021.0,1,,195.0,2022,,0,0,0.0,
,55.0,40.0,37.5,,25.0,99.0,Hayden Cantrelle,24,40.0,6,47.5,60.0,23.7,2,$300k,2024,37.5,71.0,31.0,,Draft,2020.0,1,,175.0,2022,,0,0,0.0,
,45.0,40.0,35.0,,37.5,,Jonny DeLuca,13,50.0,25,47.5,50.0,24.1,1,$300k,2024,40.0,72.0,32.0,,Draft,2019.0,1,,200.0,2022,,0,0,0.0,
,60.0,20.0,32.5,,55.0,,Richie Palacios,7,55.0,17,40.0,60.0,25.2,0,$475k,2022,40.0,69.0,32.0,,Draft,2018.0,1,,160.0,2022,2022.0,3,178,1.4,4.0
,50.0,45.0,30.0,,35.0,,Alexis Hernandez,4,,33,37.5,57.5,17.6,1,$1.0M,2027,40.0,74.0,32.0,,J2,2022.0,1,,175.0,2022,,0,0,0.0,
,50.0,45.0,30.0,,35.0,,Alexis Hernandez,4,,33,37.5,57.5,18.6,1,$1.0M,2027,40.0,74.0,29.0,,Intl15,2022.0,1,,175.0,2023,,0,0,0.0,
,55.0,42.5,32.5,,45.0,,Brett Auerbach,24,40.0,11,40.0,55.0,23.9,1,$20k,2024,40.0,69.0,32.0,,NDFA,2020.0,1,,185.0,2022,,0,0,0.0,
,55.0,42.5,32.5,,45.0,,Brett Auerbach,24,40.0,11,40.0,55.0,24.9,1,$20k,2025,37.5,69.0,44.0,,UDFA,2020.0,1,,185.0,2023,,0,0,0.0,
,60.0,45.0,25.0,,42.5,,Nickau Pouaka-Grego,20,,6,32.5,50.0,17.9,0,,2027,37.5,70.0,32.0,,J2,2022.0,1,,175.0,2022,,0,0,0.0,
,55.0,42.5,30.0,,40.0,,Yilber Herrera,16,,33,37.5,50.0,17.5,0,$1.7M,2027,37.5,72.0,32.0,,J2,2022.0,1,,155.0,2022,,0,0,0.0,
,,,32.5,,45.0,,Abrahan Gutierrez,21,,11,40.0,20.0,22.8,1,$550k,2023,40.0,74.0,33.0,,J2,2016.0,1,,214.0,2022,,0,0,0.0,
,,,32.5,,45.0,,Abrahan Gutierrez,21,,11,40.0,20.0,23.7,1,$550k,2023,40.0,74.0,32.0,,J2,2016.0,1,,214.0,2023,,0,0,0.0,
,,35.0,37.5,,32.5,,John Rhodes,2,,8,52.5,50.0,22.0,1,$1.4M,2025,37.5,72.0,33.0,,Draft,2021.0,1,,200.0,2022,,0,0,0.0,
,,35.0,37.5,,32.5,,John Rhodes,2,,8,52.5,50.0,23.0,1,$1.4M,2025,37.5,72.0,31.0,,Draft,2021.0,1,,200.0,2023,,0,0,0.0,
